KK5N042338	8980529370	20151116	150	1	3	1621	IMKDC
KK5N042339	8980529370	20151117	210	1	3	1621	IMKDC
KK5N042340	8980529370	20151118	150	1	3	1621	IMKDC
KK5N042341	8980529370	20151119	120	1	3	1621	IMKDC
KK5N042342	8980529370	20151120	180	1	3	1621	IMKDC
KK5N042343	8980529400	20151116	30	1	15	1621	IMKDC
KK5N042344	8980529420	20151116	30	1	30	1621	IMKDC
KK5N042345	8980647040	20151116	15	1	15	1621	IMKDC
KK5N042346	8982436022	20151116	15	1	5	1621	IMKDC
