"00004","GMTH-RAYONG_FG_SHIP","ASN201511212","17112015","19112015","Y","Order Type","","52029686","THB","Road","17112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511212","17112015","19112015","Y","Order Type","","52029707","THB","Road","17112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511213","17112015","19112015","Y","Order Type","","52033623","THB","Road","17112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511213","17112015","19112015","Y","Order Type","","52033625","THB","Road","17112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511214","17112015","19112015","Y","Order Type","","98128501","THB","Road","17112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511226","18112015","20112015","Y","Order Type","","52026924","THB","Road","18112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511226","18112015","20112015","Y","Order Type","","52026926","THB","Road","18112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511226","18112015","20112015","Y","Order Type","","52029686","THB","Road","18112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511226","18112015","20112015","Y","Order Type","","52029707","THB","Road","18112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511227","18112015","20112015","Y","Order Type","","52033621","THB","Road","18112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511228","18112015","20112015","Y","Order Type","","52033623","THB","Road","18112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511228","18112015","20112015","Y","Order Type","","52033625","THB","Road","18112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511229","18112015","20112015","Y","Order Type","","98128501","THB","Road","18112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511242","21112015","23112015","Y","Order Type","","52026924","THB","Road","21112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511242","21112015","23112015","Y","Order Type","","52026926","THB","Road","21112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511242","21112015","23112015","Y","Order Type","","52029686","THB","Road","21112015","","","1","FTTL_FG_DOMESTIC" 
