"Customer code","Customer ship to","Order","CPO DATE","Customer Requested Date","fixed Y","Qty","","Customer Part no","Currency","Ship Method","CPO DATE ","","","fixed 1","" 
"3","IMCT-GW_FG_SHIP","D6FN224635","11112015","13112015","Y","Order Type","","898252-1790","THB","Road","11112015","","","1","FTTL_FG_DOMESTIC" 
"3","IMCT-GW_FG_SHIP","D6FN224636","11112015","13112015","Y","Order Type","","898252-1790","THB","Road","11112015","","","1","FTTL_FG_DOMESTIC" 
"3","IMCT-GW_FG_SHIP","D6FN224637","10112015","12112015","Y","Order Type","","898280-7010","THB","Road","10112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224638","10112015","12112015","Y","Order Type","","898280-7010","THB","Road","10112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224639","10112015","12112015","Y","Order Type","","898280-7010","THB","Road","10112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224640","11112015","13112015","Y","Order Type","","898280-7010","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224641","11112015","13112015","Y","Order Type","","898280-7010","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224642","11112015","13112015","Y","Order Type","","898280-7010","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224643","11112015","13112015","Y","Order Type","","898280-7010","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224644","11112015","13112015","Y","Order Type","","898280-7010","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224645","11112015","13112015","Y","Order Type","","898280-7010","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224646","10112015","12112015","Y","Order Type","","898280-7020","THB","Road","10112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224647","11112015","13112015","Y","Order Type","","898280-7020","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224648","10112015","12112015","Y","Order Type","","898280-7030","THB","Road","10112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224649","10112015","12112015","Y","Order Type","","898280-7030","THB","Road","10112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224650","10112015","12112015","Y","Order Type","","898280-7030","THB","Road","10112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224651","11112015","13112015","Y","Order Type","","898280-7030","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224652","11112015","13112015","Y","Order Type","","898280-7030","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224653","11112015","13112015","Y","Order Type","","898280-7030","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224654","11112015","13112015","Y","Order Type","","898280-7030","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224655","11112015","13112015","Y","Order Type","","898280-7030","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224656","11112015","13112015","Y","Order Type","","898280-7030","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-GW_FG_SHIP","D6FN224657","10112015","12112015","Y","Order Type","","898312-2830","THB","Road","10112015","","","1","FTTL_FG_DOMESTIC" 
"3","IMCT-GW_FG_SHIP","D6FN224658","10112015","12112015","Y","Order Type","","898312-2830","THB","Road","10112015","","","1","FTTL_FG_DOMESTIC" 
"3","IMCT-GW_FG_SHIP","D6FN224659","11112015","13112015","Y","Order Type","","898312-2830","THB","Road","11112015","","","1","FTTL_FG_DOMESTIC" 
"3","IMCT-GW_FG_SHIP","D6FN224660","11112015","13112015","Y","Order Type","","898312-2830","THB","Road","11112015","","","1","FTTL_FG_DOMESTIC" 
"3","IMCT-GW_FG_SHIP","D6FN224661","11112015","13112015","Y","Order Type","","898312-2830","THB","Road","11112015","","","1","FTTL_FG_DOMESTIC" 
"3","IMCT-GW_FG_SHIP","D6FN224662","11112015","13112015","Y","Order Type","","898312-2830","THB","Road","11112015","","","1","FTTL_FG_DOMESTIC" 
"3","IMCT-GW_FG_SHIP","D6FN224663","11112015","13112015","Y","Order Type","","898312-2840","THB","Road","11112015","","","1","FTTL_FG_DOMESTIC" 
