"Customer code","Customer ship to","Order","CPO DATE","Customer Requested Date","fixed Y","Qty","","Customer Part no","Currency","Ship Method","CPO DATE ","","","fixed 1","" 
"4","GMTH-RAYONG_FG_SHIP","201510001","29092015","01102015","Y","Order Type","","52026924","THB","Road","29092015","","","1","FTTL_FG_DOMESTIC" 
"4","GMTH-RAYONG_FG_SHIP","201510002","29092015","01102015","Y","Order Type","","52033621","THB","Road","29092015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510003","29092015","01102015","Y","Order Type","","52033622","THB","Road","29092015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510003","29092015","01102015","Y","Order Type","","52033623","THB","Road","29092015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510003","29092015","01102015","Y","Order Type","","52033624","THB","Road","29092015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510003","29092015","01102015","Y","Order Type","","52033625","THB","Road","29092015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510009","30092015","02102015","Y","Order Type","","52026924","THB","Road","30092015","","","1","FTTL_FG_DOMESTIC" 
"4","GMTH-RAYONG_FG_SHIP","201510010","30092015","02102015","Y","Order Type","","52033623","THB","Road","30092015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510010","30092015","02102015","Y","Order Type","","52033624","THB","Road","30092015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510010","30092015","02102015","Y","Order Type","","52033625","THB","Road","30092015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510028","03102015","05102015","Y","Order Type","","52033621","THB","Road","03102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510029","03102015","05102015","Y","Order Type","","52033623","THB","Road","03102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510029","03102015","05102015","Y","Order Type","","52033625","THB","Road","03102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510030","04102015","06102015","Y","Order Type","","52033623","THB","Road","04102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510030","04102015","06102015","Y","Order Type","","52033625","THB","Road","04102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510037","05102015","07102015","Y","Order Type","","52026924","THB","Road","05102015","","","1","FTTL_FG_DOMESTIC" 
"4","GMTH-RAYONG_FG_SHIP","201510038","05102015","07102015","Y","Order Type","","52033621","THB","Road","05102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510039","05102015","07102015","Y","Order Type","","52033623","THB","Road","05102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510039","05102015","07102015","Y","Order Type","","52033625","THB","Road","05102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510061","06102015","08102015","Y","Order Type","","52029707","THB","Road","06102015","","","1","FTTL_FG_DOMESTIC" 
"4","GMTH-RAYONG_FG_SHIP","201510062","06102015","08102015","Y","Order Type","","52033623","THB","Road","06102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510062","06102015","08102015","Y","Order Type","","52033625","THB","Road","06102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510071","07102015","09102015","Y","Order Type","","52026924","THB","Road","07102015","","","1","FTTL_FG_DOMESTIC" 
"4","GMTH-RAYONG_FG_SHIP","201510071","07102015","09102015","Y","Order Type","","52029707","THB","Road","07102015","","","1","FTTL_FG_DOMESTIC" 
"4","GMTH-RAYONG_FG_SHIP","201510072","07102015","09102015","Y","Order Type","","52033621","THB","Road","07102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510073","07102015","09102015","Y","Order Type","","52033623","THB","Road","07102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510073","07102015","09102015","Y","Order Type","","52033625","THB","Road","07102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510097","10102015","12102015","Y","Order Type","","52029707","THB","Road","10102015","","","1","FTTL_FG_DOMESTIC" 
"4","GMTH-RAYONG_FG_SHIP","201510098","10102015","12102015","Y","Order Type","","52033623","THB","Road","10102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510098","10102015","12102015","Y","Order Type","","52033625","THB","Road","10102015","","","1","FTTL_FG_PASS_THRU" 
"4","GMTH-RAYONG_FG_SHIP","201510099","10102015","12102015","Y","Order Type","","98128501","THB","Road","10102015","","","1","FTTL_FG_DOMESTIC" 
