"00005","TRT-RY_FG_SHIP","191115","19112015","23112015","Y","48","","779969-0000","THB","Road","19112015","","","1","FTTL_FG_PASS_THRU"
"00005","TRT-RY_FG_SHIP","191115","19112015","23112015","Y","112","","77G013-0000","THB","Road","19112015","","","1","FTTL_FG_PASS_THRU"
