"00003","IMCT-SR_FG_SHIP","DDFN246703","23112015","25112015","Y","30","","898219-8443","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-SR_FG_SHIP","DDFN246704","23112015","25112015","Y","30","","898219-8443","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-SR_FG_SHIP","DDFN246705","23112015","25112015","Y","30","","898219-8443","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-SR_FG_SHIP","DDFN246706","23112015","25112015","Y","60","","898280-7010","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","DDFN246707","23112015","25112015","Y","60","","898280-7010","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","DDFN246708","23112015","25112015","Y","60","","898280-7010","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296113","22112015","24112015","Y","150","","898052-9370","THB","Road","22112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296114","23112015","25112015","Y","150","","898052-9370","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296115","23112015","25112015","Y","90","","898052-9370","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296116","23112015","25112015","Y","120","","898052-9370","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296117","23112015","25112015","Y","30","","898052-9370","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296118","22112015","24112015","Y","120","","898052-9400","THB","Road","22112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296119","23112015","25112015","Y","120","","898052-9400","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296120","23112015","25112015","Y","60","","898052-9400","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296121","23112015","25112015","Y","90","","898052-9400","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296122","23112015","25112015","Y","30","","898052-9400","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296123","23112015","25112015","Y","30","","898052-9410","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296124","22112015","24112015","Y","60","","898052-9420","THB","Road","22112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296125","23112015","25112015","Y","60","","898052-9420","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296126","23112015","25112015","Y","60","","898052-9420","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296127","23112015","25112015","Y","30","","898052-9420","THB","Road","23112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-SR_FG_SHIP","EDFN296128","22112015","24112015","Y","30","","898064-7040","THB","Road","22112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-SR_FG_SHIP","EDFN296129","23112015","25112015","Y","30","","898064-7040","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-SR_FG_SHIP","EDFN296130","23112015","25112015","Y","30","","898064-7040","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-SR_FG_SHIP","EDFN296131","23112015","25112015","Y","15","","898064-7040","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-SR_FG_SHIP","EDFN296132","22112015","24112015","Y","30","","898241-3562","THB","Road","22112015","","","1","FTTL_FG_DOMESTIC"
