"00003","IMCT-IMKDC_FG_SHIP","KK5N072988","02122015","04122015","Y","15","","8980529353","THB","Road","02122015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-IMKDC_FG_SHIP","KK5N072989","28112015","30112015","Y","150","","8980529370","THB","Road","28112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N072990","29112015","01122015","Y","120","","8980529370","THB","Road","29112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N072991","30112015","02122015","Y","90","","8980529370","THB","Road","30112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N072992","01122015","03122015","Y","120","","8980529370","THB","Road","01122015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N072993","02122015","04122015","Y","150","","8980529370","THB","Road","02122015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N072994","28112015","30112015","Y","30","","8980529400","THB","Road","28112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N072995","29112015","01122015","Y","60","","8980529400","THB","Road","29112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N072996","30112015","02122015","Y","30","","8980529400","THB","Road","30112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N072997","01122015","03122015","Y","60","","8980529400","THB","Road","01122015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N072998","02122015","04122015","Y","60","","8980529400","THB","Road","02122015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N072999","28112015","30112015","Y","30","","8980529410","THB","Road","28112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073000","29112015","01122015","Y","30","","8980529410","THB","Road","29112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073001","30112015","02122015","Y","30","","8980529410","THB","Road","30112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073002","01122015","03122015","Y","30","","8980529410","THB","Road","01122015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073003","02122015","04122015","Y","60","","8980529410","THB","Road","02122015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073004","29112015","01122015","Y","30","","8980529420","THB","Road","29112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073005","30112015","02122015","Y","30","","8980529420","THB","Road","30112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073006","01122015","03122015","Y","30","","8980529420","THB","Road","01122015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073007","02122015","04122015","Y","30","","8980529420","THB","Road","02122015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073008","29112015","01122015","Y","15","","8980647040","THB","Road","29112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073009","30112015","02122015","Y","15","","8980647040","THB","Road","30112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073010","01122015","03122015","Y","15","","8980647040","THB","Road","01122015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073011","02122015","04122015","Y","15","","8980647040","THB","Road","02122015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073012","29112015","01122015","Y","30","","8981285700","THB","Road","29112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073013","30112015","02122015","Y","30","","8981285700","THB","Road","30112015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073014","01122015","03122015","Y","30","","8981285700","THB","Road","01122015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073015","02122015","04122015","Y","30","","8981285700","THB","Road","02122015","","","1","FTTL_FG_PASS_THRU"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073016","28112015","30112015","Y","30","","8982413572","THB","Road","28112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073017","29112015","01122015","Y","15","","8982413572","THB","Road","29112015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073018","01122015","03122015","Y","15","","8982413572","THB","Road","01122015","","","1","FTTL_FG_DOMESTIC"
"00003","IMCT-IMKDC_FG_SHIP","KK5N073019","02122015","04122015","Y","15","","8982413572","THB","Road","02122015","","","1","FTTL_FG_DOMESTIC"
