1|TBAS|M|TOYOTA BOSHOKU ASIA CO., LTD. (TGT)|B|BANGPAKONG|BN|1|1B TBASMBNC2918|2016010701|07/01/2016|08:25|07/01/2016|09:40|PSF|10|EC10|01|||||||||||||PSF-10|722E-B-PK|07/01/2016|09:40|07/01/2016|14:25||1|62414-0K011-E0|GARNISH CTR PILLAR LWR LH|D355|IL-06-52|5|5|1||T|07/01/2016|08:25|07/01/2016|03:25|07/01/2016|03:25||29/12/2015|07:30|0701|||
2|TBAS|M|TOYOTA BOSHOKU ASIA CO., LTD. (TGT)|B|BANGPAKONG|BN|1|1B TBASMBNC2918|2016010701|07/01/2016|08:25|07/01/2016|09:40|PSF|10|EC10|01|||||||||||||PSF-10|722E-B-PK|07/01/2016|09:40|07/01/2016|14:25||2|62413-0K011-B1|GARNISH CTR PILLAR LWR RH|F396|IL-08-13|5|5|1||T|07/01/2016|08:25|07/01/2016|03:25|07/01/2016|03:25||29/12/2015|07:30|0701|||
3|TBAS|M|TOYOTA BOSHOKU ASIA CO., LTD. (TGT)|B|BANGPAKONG|BN|1|1B TBASMBNC2918|2016010701|07/01/2016|08:25|07/01/2016|09:40|PSF|10|EC10|01|||||||||||||PSF-10|722E-B-PK|07/01/2016|09:40|07/01/2016|14:25||3|62413-0K011-E0|GARNISH CTR PILLAR LWR RH|D354|IR-04-13|5|5|1||S|07/01/2016|08:25|07/01/2016|03:25|07/01/2016|03:25||29/12/2015|07:30|0701|||
4|TBAS|M|TOYOTA BOSHOKU ASIA CO., LTD. (TGT)|B|BANGPAKONG|BN|1|1B TBASMBNC2918|2016010701|07/01/2016|08:25|07/01/2016|09:40|PSF|10|EC10|01|||||||||||||PSF-10|722E-B-PK|07/01/2016|09:40|07/01/2016|14:25||4|62414-0K011-B1|GARNISH CTR PILLAR LWR LH|F397|IR-04-23|5|5|1||S|07/01/2016|08:25|07/01/2016|03:25|07/01/2016|03:25||29/12/2015|07:30|0701|||
5|TBAS|M|TOYOTA BOSHOKU ASIA CO., LTD. (TGT)|B|BANGPAKONG|BN|1|1B TBASMBNC2918|2016010701|07/01/2016|08:25|07/01/2016|09:40|PSF|10|EC10|01|||||||||||||PSF-10|722E-B-PK|07/01/2016|09:40|07/01/2016|14:25||5|62413-0K011-C0|GARNISH  CTR PILLAR  LWR RH|F856|VL-09-13|5|5|1||C|07/01/2016|08:25|07/01/2016|03:25|07/01/2016|03:25||29/12/2015|07:30|0701|||
6|TBAS|M|TOYOTA BOSHOKU ASIA CO., LTD. (TGT)|B|BANGPAKONG|B2|1|1B TBASMB2A0946|2016010702|07/01/2016|11:05|07/01/2016|13:00|PSF|12|EC10|02|||||||||||||PSF-12|722E-B-PK|07/01/2016|13:00|07/01/2016|15:51||1|62413-0K011-E0|GARNISH CTR PILLAR LWR RH|D354|VL-09-23|5|5|1||C|07/01/2016|11:05|07/01/2016|06:05|07/01/2016|06:05||29/12/2015|07:30|0701|||
7|TBAS|M|TOYOTA BOSHOKU ASIA CO., LTD. (TGT)|B|BANGPAKONG|B2|1|1B TBASMB2A0946|2016010702|07/01/2016|11:05|07/01/2016|13:00|PSF|12|EC10|02|||||||||||||PSF-12|722E-B-PK|07/01/2016|13:00|07/01/2016|15:51||2|62414-0K011-E0|GARNISH CTR PILLAR LWR LH|D355|VR-11-11|5|5|1||W|07/01/2016|11:05|07/01/2016|06:05|07/01/2016|06:05||29/12/2015|07:30|0701|||
8|TBAS|M|TOYOTA BOSHOKU ASIA CO., LTD. (TGT)|B|BANGPAKONG|BN|1|1B TBASMBNC2919|2016010702|07/01/2016|20:26|07/01/2016|21:40|PSF|22|EC10|04|||||||||||||PSF-22|722E-B-PK|07/01/2016|21:40|08/01/2016|02:25||1|62414-0K011-E0|GARNISH CTR PILLAR LWR LH|D355|IL-06-52|5|5|1||T|07/01/2016|20:26|07/01/2016|15:26|07/01/2016|15:26||07/01/2016|07:30|0701|||
9|TBAS|M|TOYOTA BOSHOKU ASIA CO., LTD. (TGT)|B|BANGPAKONG|BN|1|1B TBASMBNC2919|2016010702|07/01/2016|20:26|07/01/2016|21:40|PSF|22|EC10|04|||||||||||||PSF-22|722E-B-PK|07/01/2016|21:40|08/01/2016|02:25||2|62413-0K011-B1|GARNISH CTR PILLAR LWR RH|F396|IL-08-13|5|5|1||T|07/01/2016|20:26|07/01/2016|15:26|07/01/2016|15:26||07/01/2016|07:30|0701|||
10|TBAS|M|TOYOTA BOSHOKU ASIA CO., LTD. (TGT)|B|BANGPAKONG|BN|1|1B TBASMBNC2919|2016010702|07/01/2016|20:26|07/01/2016|21:40|PSF|22|EC10|04|||||||||||||PSF-22|722E-B-PK|07/01/2016|21:40|08/01/2016|02:25||3|62413-0K011-E0|GARNISH CTR PILLAR LWR RH|D354|IR-04-13|5|5|1||S|07/01/2016|20:26|07/01/2016|15:26|07/01/2016|15:26||07/01/2016|07:30|0701|||
