FTTL__7100005,IMCT,SPTISM,6-Feb-17,FTTL,1,898052-9370,"6 x 9"" Full (Fr)",153000-04700101,,1H1A623100,4,4
FTTL__7100005,IMCT,SPTISM,6-Feb-17,FTTL,2,898052-9400,6.5 Tweeter,153000-04600101,,1H1A623200,2,2
FTTL__7100005,IMCT,SPTISM,6-Feb-17,FTTL,3,898052-9410,16cm Full (Rr),153000-04900101,,1H1A623300,3,3
FTTL__7100008,IMCT,SPTISM,6-Feb-17,FTTL,1,898052-9370,"6 x 9"" Full (Fr)",153000-04700101,,1H1B220200,10,10
FTTL__7100008,IMCT,SPTISM,6-Feb-17,FTTL,2,898280-7010,"6""x9"" Front",153000-29700101 ,,1H1B305900,11,11
