TNTH__2500006,IMCT,SPTISM,23-May-22,TNTH,1,898052-9400,6.5 Tweeter,153000-04600101,,1N4B247100,4,4,,,
TNTH__2500006,IMCT,SPTISM,23-May-22,TNTH,2,898280-7010,"6""x9"" Front",153000-29700101,,1N4B314000,1,1,,,
