1|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3908|2016091303|13/09/2016|09:05|13/09/2016|15:45|PSA|16|SD10|02|||||||||||||PSA-16|722B-S-S1|13/09/2016|15:45|13/09/2016|21:25||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|20|5||7|13/09/2016|09:05|13/09/2016|04:55|13/09/2016|04:55||12/09/2016|07:30|1309||||
2|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3908|2016091303|13/09/2016|09:05|13/09/2016|15:45|PSA|16|SD10|02|||||||||||||PSA-16|722B-S-S1|13/09/2016|15:45|13/09/2016|21:25||2|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|B    - 04.|4|8|2||7|13/09/2016|09:05|13/09/2016|04:55|13/09/2016|04:55||12/09/2016|07:30|1309||||
3|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3908|2016091303|13/09/2016|09:05|13/09/2016|15:45|PSA|16|SD10|02|||||||||||||PSA-16|722B-S-S1|13/09/2016|15:45|13/09/2016|21:25||3|86100-0K141-00|RECEIVER ASSY RADIO & NAVIGATION|D594|C    - 08.|4|20|5||7|13/09/2016|09:05|13/09/2016|04:55|13/09/2016|04:55||12/09/2016|07:30|1309||||
4|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3908|2016091303|13/09/2016|09:05|13/09/2016|15:45|PSA|16|SD10|02|||||||||||||PSA-16|722B-S-S1|13/09/2016|15:45|13/09/2016|21:25||4|86120-0KA20-00|RECEIVER ASSY RADIO|A794|C    - 09.|4|8|2||7|13/09/2016|09:05|13/09/2016|04:55|13/09/2016|04:55||12/09/2016|07:30|1309||||
5|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3908|2016091303|13/09/2016|09:05|13/09/2016|15:45|PSA|16|SD10|02|||||||||||||PSA-16|722B-S-S1|13/09/2016|15:45|13/09/2016|21:25||5|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|C    - 09.|4|16|4||7|13/09/2016|09:05|13/09/2016|04:55|13/09/2016|04:55||12/09/2016|07:30|1309||||
6|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B3979|2016091304|13/09/2016|08:35|13/09/2016|13:45|PPA1|16|CD16|01|||||||||||||PPA1-16|722F-P-P1|13/09/2016|13:45|13/09/2016|16:01||1|86100-0K141-00|RECEIVER ASSY  RADIO & NAVIGATION|I874|A4.SA- R11|4|4|1||3|13/09/2016|08:35|13/09/2016|02:40|13/09/2016|02:40||12/09/2016|07:30|1309||||
7|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B3979|2016091304|13/09/2016|08:35|13/09/2016|13:45|PPA1|16|CD16|01|||||||||||||PPA1-16|722F-P-P1|13/09/2016|13:45|13/09/2016|16:01||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|24|6||3|13/09/2016|08:35|13/09/2016|02:40|13/09/2016|02:40||12/09/2016|07:30|1309||||
8|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B3979|2016091304|13/09/2016|08:35|13/09/2016|13:45|PPA1|16|CD16|01|||||||||||||PPA1-16|722F-P-P1|13/09/2016|13:45|13/09/2016|16:01||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1||3|13/09/2016|08:35|13/09/2016|02:40|13/09/2016|02:40||12/09/2016|07:30|1309||||
9|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B3979|2016091304|13/09/2016|08:35|13/09/2016|13:45|PPA1|16|CD16|01|||||||||||||PPA1-16|722F-P-P1|13/09/2016|13:45|13/09/2016|16:01||4|86120-0KD40-00|RECEIVER ASSY  RADIO|H562|A4.SA- R11|4|4|1||3|13/09/2016|08:35|13/09/2016|02:40|13/09/2016|02:40||12/09/2016|07:30|1309||||
10|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B3979|2016091304|13/09/2016|08:35|13/09/2016|13:45|PPA1|16|CD16|01|||||||||||||PPA1-16|722F-P-P1|13/09/2016|13:45|13/09/2016|16:01||5|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1||3|13/09/2016|08:35|13/09/2016|02:40|13/09/2016|02:40||12/09/2016|07:30|1309||||
