TNTH__2800010,IMCT,SPIMKD,5-Sep-22,TNTH,1,897534-9412,CMI-014TH,134000-97910101,,7N8A004000,2,2,,,
TNTH__2800010,IMCT,SPIMKD,5-Sep-22,TNTH,2,898396-2911,PWI-001TH,161114-0160A101,,7N8A017300,3,3,,,
