ASN201901077,GM,GGA2,7-Jan-19,TNTH,09:20,1,52033623,16cm full,,153000-23200101,Speaker with inductor,GGA2,500,100,,,,,
ASN201901077,GM,GGA2,7-Jan-19,TNTH,09:20,2,52033625,"6""x 9""",,153000-22900101,"Speaker 6""x9"" 4W Full Range",GGA2,579,193,,,,,
ASN201901092,GM,GGA2,8-Jan-19,TNTH,09:20,1,52033623,16cm full,,153000-23200101,Speaker with inductor,GGA2,445,89,,,,,
ASN201901092,GM,GGA2,8-Jan-19,TNTH,09:20,2,52033625,"6""x 9""",,153000-22900101,"Speaker 6""x9"" 4W Full Range",GGA2,537,179,,,,,
