1|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3195|2022111201|11/11/2022|20:48|12/11/2022|03:45|PG2|12|GD04|04|||||||||||||PG2-12|722C-G-G2|12/11/2022|03:45|12/11/2022|13:21||1|P2600-0D003-00|MANUAL  OWNERS(RADIO)|4A74|ZC   -   9|30|60|2|||11/11/2022|20:48|11/11/2022|01:48|11/11/2022|01:48||10/11/2022|07:30|1211|2|||
2|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3195|2022111201|11/11/2022|20:48|12/11/2022|03:45|PG2|12|GD04|04|||||||||||||PG2-12|722C-G-G2|12/11/2022|03:45|12/11/2022|13:21||2|PC5C2-BY001-00|TRANSCEIVER  TELEPHONE|7U62|ZI   -  12|10|120|12|||11/11/2022|20:48|11/11/2022|01:48|11/11/2022|01:48||10/11/2022|07:30|1211||||
3|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3195|2022111201|11/11/2022|20:48|12/11/2022|03:45|PG2|12|GD04|04|||||||||||||PG2-12|722C-G-G2|12/11/2022|03:45|12/11/2022|13:21||3|P2600-0D001-00|RECEIVER ASSY  RADIO & DISPLAY  E-DA|49A2|ZK   -  02|4|32|8|||11/11/2022|20:48|11/11/2022|01:48|11/11/2022|01:48||10/11/2022|07:30|1211|2|||
4|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OW|1|1G FTTL1OWA1667|2022111201|09/11/2022|00:00|12/11/2022|10:30|-|-||||||||||||||||||||||1|P2600-0D004-T2|RECEIVER ASSY, RADIO&DISPLAY,EDA|1||3|3|1|||12/11/2022|10:30|11/11/2022|17:00|11/11/2022|17:00||09/11/2022|17:01|||||
5|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OW|1|1G FTTL1OWA1667|2022111201|09/11/2022|00:00|12/11/2022|10:30|-|-||||||||||||||||||||||2|P2600-0D007-T2|RECEIVER ASSY, RADIO&DISPLAY,EDA|1||3|3|1|||12/11/2022|10:30|11/11/2022|17:00|11/11/2022|17:00||09/11/2022|17:01|||||
6|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3196|2022111202|12/11/2022|13:07|12/11/2022|21:24|PG2|30|GD04|03|||||||||||||PG2-30|722C-G-G2|12/11/2022|21:24|13/11/2022|01:21||1|P2600-0D003-00|MANUAL  OWNERS(RADIO)|4A74|ZC   -   9|30|30|1|||12/11/2022|13:07|11/11/2022|18:07|11/11/2022|18:07||11/11/2022|07:30|1211|2|||
7|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3196|2022111202|12/11/2022|13:07|12/11/2022|21:24|PG2|30|GD04|03|||||||||||||PG2-30|722C-G-G2|12/11/2022|21:24|13/11/2022|01:21||2|PC5C2-BY001-00|TRANSCEIVER  TELEPHONE|7U62|ZI   -  12|10|60|6|||12/11/2022|13:07|11/11/2022|18:07|11/11/2022|18:07||11/11/2022|07:30|1211||||
8|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3196|2022111202|12/11/2022|13:07|12/11/2022|21:24|PG2|30|GD04|03|||||||||||||PG2-30|722C-G-G2|12/11/2022|21:24|13/11/2022|01:21||3|P2600-0D001-00|RECEIVER ASSY  RADIO & DISPLAY  E-DA|49A2|ZK   -  02|4|36|9|||12/11/2022|13:07|11/11/2022|18:07|11/11/2022|18:07||11/11/2022|07:30|1211|2|||
9|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3197|2022111401|12/11/2022|20:48|13/11/2022|03:45|PG2|12|GD04|04|||||||||||||PG2-12|722C-G-G2|13/11/2022|03:45|14/11/2022|13:21||1|P2600-0D003-00|MANUAL  OWNERS(RADIO)|4A74|ZC   -   9|30|30|1|||12/11/2022|20:48|12/11/2022|01:48|12/11/2022|01:48||11/11/2022|07:30|1411|2|||
10|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3197|2022111401|12/11/2022|20:48|13/11/2022|03:45|PG2|12|GD04|04|||||||||||||PG2-12|722C-G-G2|13/11/2022|03:45|14/11/2022|13:21||2|PC5C2-BY001-00|TRANSCEIVER  TELEPHONE|7U62|ZI   -  12|10|120|12|||12/11/2022|20:48|12/11/2022|01:48|12/11/2022|01:48||11/11/2022|07:30|1411||||
