TNTH__1900002,IMCT,SPIMIT,17-Sep-21,TNTH,1,898280-7020,16 cm. RR ,153000-29800101,,2M8A504700,1,1,,,
TNTH__1900003,IMCT,SPTISM,17-Sep-21,TNTH,1,897670-4830,CMI-036TH,134000-9990A101,,1M8B391200,1,1,,,
