1|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|B|BANGPAKONG|BN|1|1B FTTLBBNA0483|2017062601|26/06/2017|15:59|26/06/2017|20:00|PSF|16|EB01|03|||||||||||||PSF-16|722E-B-PK|26/06/2017|20:00|26/06/2017|21:25||1|86160-0K430-00|SPEAKER ASSY  RADIO|H660|M2-09-A2|10|260|26||G|26/06/2017|15:59|26/06/2017|10:59|26/06/2017|10:59||26/06/2017|07:30|2606|||CB1|
2|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|XA|1|1G FTTLBXAA0785|2017062602|26/06/2017|13:55|26/06/2017|20:39|PXA|19|WB07|02|||||||||||||PXA-19|722C-G-XA|26/06/2017|20:39|27/06/2017|00:30||1|86160-02B00-00|SPEAKER ASSY RADIO|K087|C1-03-11|10|210|21||H|26/06/2017|13:55|26/06/2017|09:55|26/06/2017|09:55||26/06/2017|07:30|2606|||CB1|
3|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|XA|1|1G FTTLBXAA0785|2017062602|26/06/2017|13:55|26/06/2017|20:39|PXA|19|WB07|02|||||||||||||PXA-19|722C-G-XA|26/06/2017|20:39|27/06/2017|00:30||2|86160-0K270-00|SPEAKER ASSY  RADIO|L518|C5-10-53|20|40|2||J|26/06/2017|13:55|26/06/2017|09:55|26/06/2017|09:55||26/06/2017|07:30|2606|||CB1|
4|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A4742|2017062605|26/06/2017|11:00|26/06/2017|13:50|PPA1|14|CB09|02|||||||||||||PPA1-14|722F-P-P1|26/06/2017|13:50|26/06/2017|20:08||1|86160-0K430-00|SPEAKER ASSY  RADIO|I880|B2.SX- L04|16|96|6|||26/06/2017|11:00|26/06/2017|05:05|26/06/2017|05:05||23/06/2017|07:30|2606||||
5|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A4742|2017062605|26/06/2017|11:00|26/06/2017|13:50|PPA1|14|CB09|02|||||||||||||PPA1-14|722F-P-P1|26/06/2017|13:50|26/06/2017|20:08||2|86160-0K430-00|SPEAKER ASSY  RADIO|I880|C4.SW- R06|16|96|6|||26/06/2017|11:00|26/06/2017|05:05|26/06/2017|05:05||23/06/2017|07:30|2606||||
6|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A7584|2017062605|26/06/2017|10:10|26/06/2017|12:30|PSA|10|SB04|01|||||||||||||PSA-10|722B-S-S1|26/06/2017|12:30|26/06/2017|14:25||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1  - R11|16|112|7|||26/06/2017|10:10|26/06/2017|06:00|26/06/2017|06:00||23/06/2017|07:30|2606||||
7|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A7584|2017062605|26/06/2017|10:10|26/06/2017|12:30|PSA|10|SB04|01|||||||||||||PSA-10|722B-S-S1|26/06/2017|12:30|26/06/2017|14:25||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3  - L05|16|48|3|||26/06/2017|10:10|26/06/2017|06:00|26/06/2017|06:00||23/06/2017|07:30|2606||||
8|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A7584|2017062605|26/06/2017|10:10|26/06/2017|12:30|PSA|10|SB04|01|||||||||||||PSA-10|722B-S-S1|26/06/2017|12:30|26/06/2017|14:25||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3  - R04|16|32|2|||26/06/2017|10:10|26/06/2017|06:00|26/06/2017|06:00||23/06/2017|07:30|2606||||
9|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A4743|2017062606|26/06/2017|11:00|26/06/2017|13:50|PPA1|17|CB09|02|||||||||||||PPA1-17|722F-P-P1|26/06/2017|13:50|26/06/2017|22:13||1|86160-0K430-00|SPEAKER ASSY  RADIO|I880|B2.SX- L04|16|112|7|||26/06/2017|11:00|26/06/2017|05:05|26/06/2017|05:05||23/06/2017|07:30|2606||||
10|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A4743|2017062606|26/06/2017|11:00|26/06/2017|13:50|PPA1|17|CB09|02|||||||||||||PPA1-17|722F-P-P1|26/06/2017|13:50|26/06/2017|22:13||2|86160-0K430-00|SPEAKER ASSY  RADIO|I880|C4.SW- R06|16|80|5|||26/06/2017|11:00|26/06/2017|05:05|26/06/2017|05:05||23/06/2017|07:30|2606||||
11|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A7585|2017062606|26/06/2017|10:10|26/06/2017|12:30|PSA|12|SB04|01|||||||||||||PSA-12|722B-S-S1|26/06/2017|12:30|26/06/2017|15:51||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1  - R11|16|128|8|||26/06/2017|10:10|26/06/2017|06:00|26/06/2017|06:00||23/06/2017|07:30|2606||||
12|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A7585|2017062606|26/06/2017|10:10|26/06/2017|12:30|PSA|12|SB04|01|||||||||||||PSA-12|722B-S-S1|26/06/2017|12:30|26/06/2017|15:51||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3  - L05|16|32|2|||26/06/2017|10:10|26/06/2017|06:00|26/06/2017|06:00||23/06/2017|07:30|2606||||
13|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A7585|2017062606|26/06/2017|10:10|26/06/2017|12:30|PSA|12|SB04|01|||||||||||||PSA-12|722B-S-S1|26/06/2017|12:30|26/06/2017|15:51||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3  - R04|16|32|2|||26/06/2017|10:10|26/06/2017|06:00|26/06/2017|06:00||23/06/2017|07:30|2606||||
14|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A4744|2017062607|26/06/2017|16:55|26/06/2017|19:30|PPA1|20|CB09|03|||||||||||||PPA1-20|722F-P-P1|26/06/2017|19:30|27/06/2017|01:08||1|86160-0K430-00|SPEAKER ASSY  RADIO|I880|B2.SX- L04|16|80|5|||26/06/2017|16:55|26/06/2017|11:00|26/06/2017|11:00||26/06/2017|07:30|2606||||
15|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A4744|2017062607|26/06/2017|16:55|26/06/2017|19:30|PPA1|20|CB09|03|||||||||||||PPA1-20|722F-P-P1|26/06/2017|19:30|27/06/2017|01:08||2|86160-0K430-00|SPEAKER ASSY  RADIO|I880|C4.SW- R06|16|48|3|||26/06/2017|16:55|26/06/2017|11:00|26/06/2017|11:00||26/06/2017|07:30|2606||||
16|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A7586|2017062607|26/06/2017|10:10|26/06/2017|12:30|PSA|14|SB04|01|||||||||||||PSA-14|722B-S-S1|26/06/2017|12:30|26/06/2017|20:08||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1  - R11|16|128|8|||26/06/2017|10:10|26/06/2017|06:00|26/06/2017|06:00||23/06/2017|07:30|2606||||
17|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A7586|2017062607|26/06/2017|10:10|26/06/2017|12:30|PSA|14|SB04|01|||||||||||||PSA-14|722B-S-S1|26/06/2017|12:30|26/06/2017|20:08||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3  - L05|16|32|2|||26/06/2017|10:10|26/06/2017|06:00|26/06/2017|06:00||23/06/2017|07:30|2606||||
18|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A7586|2017062607|26/06/2017|10:10|26/06/2017|12:30|PSA|14|SB04|01|||||||||||||PSA-14|722B-S-S1|26/06/2017|12:30|26/06/2017|20:08||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3  - R04|16|32|2|||26/06/2017|10:10|26/06/2017|06:00|26/06/2017|06:00||23/06/2017|07:30|2606||||
19|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A4745|2017062608|26/06/2017|16:55|26/06/2017|19:30|PPA1|23|CB09|03|||||||||||||PPA1-23|722F-P-P1|26/06/2017|19:30|27/06/2017|03:13||1|86160-0K430-00|SPEAKER ASSY  RADIO|I880|B2.SX- L04|16|80|5|||26/06/2017|16:55|26/06/2017|11:00|26/06/2017|11:00||26/06/2017|07:30|2606||||
