1|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3137|2022100301|01/10/2022|20:47|03/10/2022|13:21|PG2|12|GD04|03|PG2-12|722C-G-G2|02/10/2022|03:30|03/10/2022|13:21|||||||PG2-12||03/10/2022|13:21||||1|P2600-0D003-00|MANUAL  OWNERS(RADIO)|4A74|ZC   -   9|30|30|1|||01/10/2022|20:47|01/10/2022|01:47|01/10/2022|01:47||30/09/2022|07:30|0310||||
2|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3137|2022100301|01/10/2022|20:47|03/10/2022|13:21|PG2|12|GD04|03|PG2-12|722C-G-G2|02/10/2022|03:30|03/10/2022|13:21|||||||PG2-12||03/10/2022|13:21||||2|PC5C2-BY001-00|TRANSCEIVER  TELEPHONE|7U62|ZI   -  12|10|60|6|||01/10/2022|20:47|01/10/2022|01:47|01/10/2022|01:47||30/09/2022|07:30|0310||||
3|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3137|2022100301|01/10/2022|20:47|03/10/2022|13:21|PG2|12|GD04|03|PG2-12|722C-G-G2|02/10/2022|03:30|03/10/2022|13:21|||||||PG2-12||03/10/2022|13:21||||3|P2600-0D001-00|RECEIVER ASSY  RADIO & DISPLAY  E-DA|49A2|ZK   -  02|4|36|9|||01/10/2022|20:47|01/10/2022|01:47|01/10/2022|01:47||30/09/2022|07:30|0310||||
4|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OW|1|1G FTTL1OWA1639|2022100301|29/09/2022|00:00|03/10/2022|10:30|-|-||||||||||||||||||||||1|P2600-0D004-T2|RECEIVER ASSY, RADIO&DISPLAY,EDA|1||3|3|1|||03/10/2022|10:30|01/10/2022|17:00|01/10/2022|17:00||29/09/2022|17:01|||||
5|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OW|1|1G FTTL1OWA1639|2022100301|29/09/2022|00:00|03/10/2022|10:30|-|-||||||||||||||||||||||2|P2600-0D008-T2|RECEIVER ASSY, RADIO&DISPLAY,EDA|1||3|3|1|||03/10/2022|10:30|01/10/2022|17:00|01/10/2022|17:00||29/09/2022|17:01|||||
6|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3138|2022100302|03/10/2022|13:07|04/10/2022|01:21|PG2|30|GD04|03|PG2-30|722C-G-G2|03/10/2022|21:24|04/10/2022|01:21|||||||PG2-30||04/10/2022|01:21||||1|P2600-0D003-00|MANUAL  OWNERS(RADIO)|4A74|ZC   -   9|30|30|1|||03/10/2022|13:07|01/10/2022|18:07|01/10/2022|18:07||01/10/2022|07:30|0310||||
7|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3138|2022100302|03/10/2022|13:07|04/10/2022|01:21|PG2|30|GD04|03|PG2-30|722C-G-G2|03/10/2022|21:24|04/10/2022|01:21|||||||PG2-30||04/10/2022|01:21||||2|PC5C2-BY001-00|TRANSCEIVER  TELEPHONE|7U62|ZI   -  12|10|60|6|||03/10/2022|13:07|01/10/2022|18:07|01/10/2022|18:07||01/10/2022|07:30|0310||||
8|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3138|2022100302|03/10/2022|13:07|04/10/2022|01:21|PG2|30|GD04|03|PG2-30|722C-G-G2|03/10/2022|21:24|04/10/2022|01:21|||||||PG2-30||04/10/2022|01:21||||3|P2600-0D001-00|RECEIVER ASSY  RADIO & DISPLAY  E-DA|49A2|ZK   -  02|4|36|9|||03/10/2022|13:07|01/10/2022|18:07|01/10/2022|18:07||01/10/2022|07:30|0310||||
9|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3139|2022100401|03/10/2022|20:48|04/10/2022|13:21|PG2|12|GD04|04|PG2-12|722C-G-G2|04/10/2022|03:45|04/10/2022|13:21|||||||PG2-12||04/10/2022|13:21||||1|P2600-0D003-00|MANUAL  OWNERS(RADIO)|4A74|ZC   -   9|30|60|2|||03/10/2022|20:48|03/10/2022|01:48|03/10/2022|01:48||01/10/2022|07:30|0410||||
10|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3139|2022100401|03/10/2022|20:48|04/10/2022|13:21|PG2|12|GD04|04|PG2-12|722C-G-G2|04/10/2022|03:45|04/10/2022|13:21|||||||PG2-12||04/10/2022|13:21||||2|PC5C2-BY001-00|TRANSCEIVER  TELEPHONE|7U62|ZI   -  12|10|60|6|||03/10/2022|20:48|03/10/2022|01:48|03/10/2022|01:48||01/10/2022|07:30|0410||||
11|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3139|2022100401|03/10/2022|20:48|04/10/2022|13:21|PG2|12|GD04|04|PG2-12|722C-G-G2|04/10/2022|03:45|04/10/2022|13:21|||||||PG2-12||04/10/2022|13:21||||3|P2600-0D001-00|RECEIVER ASSY  RADIO & DISPLAY  E-DA|49A2|ZK   -  02|4|32|8|||03/10/2022|20:48|03/10/2022|01:48|03/10/2022|01:48||01/10/2022|07:30|0410||||
12|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OW|1|1G FTTL1OWA1640|2022100401|30/09/2022|00:00|04/10/2022|10:30|-|-||||||||||||||||||||||1|P2600-0D007-T2|RECEIVER ASSY, RADIO&DISPLAY,EDA|1||3|3|1|||04/10/2022|10:30|03/10/2022|17:00|03/10/2022|17:00||30/09/2022|17:01|||||
13|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3140|2022100402|04/10/2022|13:07|05/10/2022|01:21|PG2|30|GD04|03|PG2-30|722C-G-G2|04/10/2022|21:24|05/10/2022|01:21|||||||PG2-30||05/10/2022|01:21||||1|P2600-0D003-00|MANUAL  OWNERS(RADIO)|4A74|ZC   -   9|30|30|1|||04/10/2022|13:07|03/10/2022|18:07|03/10/2022|18:07||03/10/2022|07:30|0410||||
14|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3140|2022100402|04/10/2022|13:07|05/10/2022|01:21|PG2|30|GD04|03|PG2-30|722C-G-G2|04/10/2022|21:24|05/10/2022|01:21|||||||PG2-30||05/10/2022|01:21||||2|PC5C2-BY001-00|TRANSCEIVER  TELEPHONE|7U62|ZI   -  12|10|120|12|||04/10/2022|13:07|03/10/2022|18:07|03/10/2022|18:07||03/10/2022|07:30|0410||||
15|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3140|2022100402|04/10/2022|13:07|05/10/2022|01:21|PG2|30|GD04|03|PG2-30|722C-G-G2|04/10/2022|21:24|05/10/2022|01:21|||||||PG2-30||05/10/2022|01:21||||3|P2600-0D001-00|RECEIVER ASSY  RADIO & DISPLAY  E-DA|49A2|ZK   -  02|4|36|9|||04/10/2022|13:07|03/10/2022|18:07|03/10/2022|18:07||03/10/2022|07:30|0410||||
16|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3141|2022100501|04/10/2022|20:48|05/10/2022|13:21|PG2|12|GD04|04|PG2-12|722C-G-G2|05/10/2022|03:45|05/10/2022|13:21|||||||PG2-12||05/10/2022|13:21||||1|P2600-0D003-00|MANUAL  OWNERS(RADIO)|4A74|ZC   -   9|30|30|1|||04/10/2022|20:48|04/10/2022|01:48|04/10/2022|01:48||03/10/2022|07:30|0510||||
17|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3141|2022100501|04/10/2022|20:48|05/10/2022|13:21|PG2|12|GD04|04|PG2-12|722C-G-G2|05/10/2022|03:45|05/10/2022|13:21|||||||PG2-12||05/10/2022|13:21||||2|PC5C2-BY001-00|TRANSCEIVER  TELEPHONE|7U62|ZI   -  12|10|60|6|||04/10/2022|20:48|04/10/2022|01:48|04/10/2022|01:48||03/10/2022|07:30|0510||||
18|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3141|2022100501|04/10/2022|20:48|05/10/2022|13:21|PG2|12|GD04|04|PG2-12|722C-G-G2|05/10/2022|03:45|05/10/2022|13:21|||||||PG2-12||05/10/2022|13:21||||3|P2600-0D001-00|RECEIVER ASSY  RADIO & DISPLAY  E-DA|49A2|ZK   -  02|4|36|9|||04/10/2022|20:48|04/10/2022|01:48|04/10/2022|01:48||03/10/2022|07:30|0510||||
19|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OW|1|1G FTTL1OWA1641|2022100501|01/10/2022|00:00|05/10/2022|10:30|-|-||||||||||||||||||||||1|P2600-0D004-T2|RECEIVER ASSY, RADIO&DISPLAY,EDA|1||3|3|1|||05/10/2022|10:30|04/10/2022|17:00|04/10/2022|17:00||01/10/2022|17:00|||||
