1|FTTL|B|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLBBNA0775|2018031201|10/03/2018|16:00|12/03/2018|07:45|PSF|05|EB01|01|||||||||||||PSF-05|722E-B-PK|12/03/2018|07:45|12/03/2018|10:13||1|86160-0K430-00|SPEAKER ASSY  RADIO|H660|M1-08-A2|10|220|22||G|10/03/2018|16:00|10/03/2018|11:00|10/03/2018|11:00||10/03/2018|07:30|1203|||CB1|
2|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0169|2018031201|10/03/2018|16:31|12/03/2018|07:56|PK2|04|KB03|01|||||||||||||PK2-04|722C-C-C2|12/03/2018|07:56|12/03/2018|09:57||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LB   -  02|8|48|6||A|10/03/2018|16:31|10/03/2018|11:38|10/03/2018|11:38||09/03/2018|07:30|1203||||
3|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0169|2018031201|10/03/2018|16:31|12/03/2018|07:56|PK2|04|KB03|01|||||||||||||PK2-04|722C-C-C2|12/03/2018|07:56|12/03/2018|09:57||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LD   -  02|8|48|6||A|10/03/2018|16:31|10/03/2018|11:38|10/03/2018|11:38||09/03/2018|07:30|1203||||
4|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0169|2018031201|10/03/2018|16:31|12/03/2018|07:56|PK2|04|KB03|01|||||||||||||PK2-04|722C-C-C2|12/03/2018|07:56|12/03/2018|09:57||3|86160-0K270-00|SPEAKER ASSY  RADIO|1A87|LO   -  11|30|60|2||D|10/03/2018|16:31|10/03/2018|11:38|10/03/2018|11:38||09/03/2018|07:30|1203||||
5|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|XA|1|1G FTTLBXAA1127|2018031201|10/03/2018|08:31|10/03/2018|14:05|PXA|05|WB07|01|||||||||||||PXA-05|722C-G-XA|10/03/2018|14:05|12/03/2018|10:13||1|86160-0K270-00|SPEAKER ASSY  RADIO|L518|C1-08-54|20|40|2||H|10/03/2018|08:31|10/03/2018|04:31|10/03/2018|04:31||09/03/2018|07:30|1203|||CB1|
6|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|XA|1|1G FTTLBXAA1127|2018031201|10/03/2018|08:31|10/03/2018|14:05|PXA|05|WB07|01|||||||||||||PXA-05|722C-G-XA|10/03/2018|14:05|12/03/2018|10:13||2|86160-02B00-00|SPEAKER ASSY RADIO|K087|C2-05-11|10|200|20||H|10/03/2018|08:31|10/03/2018|04:31|10/03/2018|04:31||09/03/2018|07:30|1203|||CB1|
7|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0170|2018031202|10/03/2018|16:31|12/03/2018|07:56|PK2|08|KB03|01|||||||||||||PK2-08|722C-C-C2|12/03/2018|07:56|12/03/2018|14:00||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LB   -  02|8|40|5||A|10/03/2018|16:31|10/03/2018|11:38|10/03/2018|11:38||09/03/2018|07:30|1203||||
8|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0170|2018031202|10/03/2018|16:31|12/03/2018|07:56|PK2|08|KB03|01|||||||||||||PK2-08|722C-C-C2|12/03/2018|07:56|12/03/2018|14:00||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LD   -  02|8|40|5||A|10/03/2018|16:31|10/03/2018|11:38|10/03/2018|11:38||09/03/2018|07:30|1203||||
9|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0170|2018031202|10/03/2018|16:31|12/03/2018|07:56|PK2|08|KB03|01|||||||||||||PK2-08|722C-C-C2|12/03/2018|07:56|12/03/2018|14:00||3|86160-0K270-00|SPEAKER ASSY  RADIO|1A87|LO   -  11|30|30|1||D|10/03/2018|16:31|10/03/2018|11:38|10/03/2018|11:38||09/03/2018|07:30|1203||||
10|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0171|2018031203|10/03/2018|16:31|12/03/2018|07:56|PK2|12|KB03|01|||||||||||||PK2-12|722C-C-C2|12/03/2018|07:56|12/03/2018|17:24||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LB   -  02|8|48|6||A|10/03/2018|16:31|10/03/2018|11:38|10/03/2018|11:38||09/03/2018|07:30|1203||||
11|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0171|2018031203|10/03/2018|16:31|12/03/2018|07:56|PK2|12|KB03|01|||||||||||||PK2-12|722C-C-C2|12/03/2018|07:56|12/03/2018|17:24||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LD   -  02|8|48|6||A|10/03/2018|16:31|10/03/2018|11:38|10/03/2018|11:38||09/03/2018|07:30|1203||||
