FTTL_6600007,IMCT,SPTISM,4-Jul-16,FTTL,1,898193-6310,USB Cable,121140-71300121 ,USB Cable,1G6A627200,50,50
FTTL_6600010,IMCT,SPIMIT,4-Jul-16,FTTL,1,898052-9370,"6 x 9"" Full (Fr)",153000-04700101,SPEAKER ASM ,2G6A295300,3,3
