1|FTTL|A|DENSO TEN (THAILAND) LIMITED.|G|GATEWAY|Z1|1|1G FTTLAZ1A0296|2022020701|07/02/2022|13:37|07/02/2022|20:50|PZ1|24|WD17|02|||||||||||||PZ1-24|722C-G-XA|07/02/2022|20:50|08/02/2022|03:51||1|86160-0K270-00|SPEAKER ASSY  RADIO|L518||20|160|8|||07/02/2022|13:37|07/02/2022|11:17|07/02/2022|11:17||07/02/2022|07:30|0702|||SN1|
2|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8082|2022020803|07/02/2022|22:30|08/02/2022|04:00|PSG|09|ED40|04|||||||||||||PSG-09|722E-B-PK|08/02/2022|04:00|08/02/2022|13:46||1|86120-0KE91-00|RECEIVER ASSY  RADIO|T597||2|6|3|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||CB1|
3|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8082|2022020803|07/02/2022|22:30|08/02/2022|04:00|PSG|09|ED40|04|||||||||||||PSG-09|722E-B-PK|08/02/2022|04:00|08/02/2022|13:46||2|86140-0KC00-00|RECEIVER ASSY  RADIO & DISPLAY|M679||2|6|3|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||CB1|
4|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8082|2022020803|07/02/2022|22:30|08/02/2022|04:00|PSG|09|ED40|04|||||||||||||PSG-09|722E-B-PK|08/02/2022|04:00|08/02/2022|13:46||3|86140-0KP30-00|RECEIVER ASSY  RADIO & DISPLAY|T574||2|2|1|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||CB1|
5|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8082|2022020803|07/02/2022|22:30|08/02/2022|04:00|PSG|09|ED40|04|||||||||||||PSG-09|722E-B-PK|08/02/2022|04:00|08/02/2022|13:46||4|86140-0KQ00-00|RECEIVER ASSY  RADIO & DISPLAY|M685||2|26|13|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||CB1|
6|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8082|2022020803|07/02/2022|22:30|08/02/2022|04:00|PSG|09|ED40|04|||||||||||||PSG-09|722E-B-PK|08/02/2022|04:00|08/02/2022|13:46||5|86140-0KS60-00|RECEIVER ASSY  RADIO & DISPLAY|M955||2|2|1|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||CB1|
7|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8082|2022020803|07/02/2022|22:30|08/02/2022|04:00|PSG|09|ED40|04|||||||||||||PSG-09|722E-B-PK|08/02/2022|04:00|08/02/2022|13:46||6|89040-0K020-00|SIREN ASSY  THEFT WARNING|H682||5|85|17|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||SN1|
8|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8082|2022020803|07/02/2022|22:30|08/02/2022|04:00|PSG|09|ED40|04|||||||||||||PSG-09|722E-B-PK|08/02/2022|04:00|08/02/2022|13:46||7|89040-0K030-00|SIREN ASSY  THEFT WARNING|I257||16|32|2|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||SN1|
9|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8083|2022020804|07/02/2022|22:30|08/02/2022|04:00|PSG|13|ED40|04|||||||||||||PSG-13|722E-B-PK|08/02/2022|04:00|08/02/2022|19:30||1|86120-0KE91-00|RECEIVER ASSY  RADIO|T597||2|6|3|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||CB1|
10|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8083|2022020804|07/02/2022|22:30|08/02/2022|04:00|PSG|13|ED40|04|||||||||||||PSG-13|722E-B-PK|08/02/2022|04:00|08/02/2022|19:30||2|86140-0KC00-00|RECEIVER ASSY  RADIO & DISPLAY|M679||2|4|2|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||CB1|
11|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8083|2022020804|07/02/2022|22:30|08/02/2022|04:00|PSG|13|ED40|04|||||||||||||PSG-13|722E-B-PK|08/02/2022|04:00|08/02/2022|19:30||3|86140-0KF91-00|RECEIVER ASSY  RADIO & DISPLAY|T737||2|2|1|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||CB1|
12|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8083|2022020804|07/02/2022|22:30|08/02/2022|04:00|PSG|13|ED40|04|||||||||||||PSG-13|722E-B-PK|08/02/2022|04:00|08/02/2022|19:30||4|86140-0KP30-00|RECEIVER ASSY  RADIO & DISPLAY|T574||2|4|2|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||CB1|
13|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8083|2022020804|07/02/2022|22:30|08/02/2022|04:00|PSG|13|ED40|04|||||||||||||PSG-13|722E-B-PK|08/02/2022|04:00|08/02/2022|19:30||5|86140-0KQ00-00|RECEIVER ASSY  RADIO & DISPLAY|M685||2|24|12|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||CB1|
14|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8083|2022020804|07/02/2022|22:30|08/02/2022|04:00|PSG|13|ED40|04|||||||||||||PSG-13|722E-B-PK|08/02/2022|04:00|08/02/2022|19:30||6|86140-0KS60-00|RECEIVER ASSY  RADIO & DISPLAY|M955||2|2|1|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||CB1|
15|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8083|2022020804|07/02/2022|22:30|08/02/2022|04:00|PSG|13|ED40|04|||||||||||||PSG-13|722E-B-PK|08/02/2022|04:00|08/02/2022|19:30||7|89040-0K020-00|SIREN ASSY  THEFT WARNING|H682||5|85|17|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||SN1|
16|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A8083|2022020804|07/02/2022|22:30|08/02/2022|04:00|PSG|13|ED40|04|||||||||||||PSG-13|722E-B-PK|08/02/2022|04:00|08/02/2022|19:30||8|89040-0K030-00|SIREN ASSY  THEFT WARNING|I257||16|32|2|||07/02/2022|22:30|07/02/2022|02:30|07/02/2022|02:30||05/02/2022|07:30|0802|||SN1|
