1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1716|2018011801|18/01/2018|20:45|19/01/2018|01:45|PSF|23|ED06|04|||||||||||||PSF-23|722E-B-PK|19/01/2018|01:45|19/01/2018|03:13||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-08-C4|10|10|1||G|18/01/2018|20:45|18/01/2018|15:45|18/01/2018|15:45||18/01/2018|07:30|1801|||CB2|
12|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5833|2018011804|18/01/2018|13:17|18/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|18/01/2018|20:00|18/01/2018|21:25||6|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|4|1|||18/01/2018|13:17|18/01/2018|07:22|18/01/2018|07:22||17/01/2018|07:30|1801||||
13|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5833|2018011804|18/01/2018|13:17|18/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|18/01/2018|20:00|18/01/2018|21:25||7|89040-0K030-00|SIREN ASSY  THEFT WARNING|U365|T4.SW- R06|16|16|1|||18/01/2018|13:17|18/01/2018|07:22|18/01/2018|07:22||17/01/2018|07:30|1801||||
14|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5936|2018011804|18/01/2018|04:52|18/01/2018|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|18/01/2018|10:20|18/01/2018|19:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|28|7|||18/01/2018|04:52|18/01/2018|00:42|18/01/2018|00:42||17/01/2018|07:30|1801||||
15|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5936|2018011804|18/01/2018|04:52|18/01/2018|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|18/01/2018|10:20|18/01/2018|19:30||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|16|4||8|18/01/2018|04:52|18/01/2018|00:42|18/01/2018|00:42||17/01/2018|07:30|1801||||
16|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5936|2018011804|18/01/2018|04:52|18/01/2018|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|18/01/2018|10:20|18/01/2018|19:30||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|20|5||8|18/01/2018|04:52|18/01/2018|00:42|18/01/2018|00:42||17/01/2018|07:30|1801||||
17|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5936|2018011804|18/01/2018|04:52|18/01/2018|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|18/01/2018|10:20|18/01/2018|19:30||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||8|18/01/2018|04:52|18/01/2018|00:42|18/01/2018|00:42||17/01/2018|07:30|1801||||
18|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5834|2018011805|18/01/2018|13:17|18/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|18/01/2018|20:00|19/01/2018|01:08||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|4|1|||18/01/2018|13:17|18/01/2018|07:22|18/01/2018|07:22||17/01/2018|07:30|1801||||
19|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5834|2018011805|18/01/2018|13:17|18/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|18/01/2018|20:00|19/01/2018|01:08||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||18/01/2018|13:17|18/01/2018|07:22|18/01/2018|07:22||17/01/2018|07:30|1801||||
20|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5834|2018011805|18/01/2018|13:17|18/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|18/01/2018|20:00|19/01/2018|01:08||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||18/01/2018|13:17|18/01/2018|07:22|18/01/2018|07:22||17/01/2018|07:30|1801||||
21|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5834|2018011805|18/01/2018|13:17|18/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|18/01/2018|20:00|19/01/2018|01:08||4|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1|||18/01/2018|13:17|18/01/2018|07:22|18/01/2018|07:22||17/01/2018|07:30|1801||||
22|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5834|2018011805|18/01/2018|13:17|18/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|18/01/2018|20:00|19/01/2018|01:08||5|86100-0K143-00|RECEIVER ASSY  RADIO & NAVIGATION|U803|A5.SA- R10|4|4|1|||18/01/2018|13:17|18/01/2018|07:22|18/01/2018|07:22||17/01/2018|07:30|1801||||
23|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5834|2018011805|18/01/2018|13:17|18/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|18/01/2018|20:00|19/01/2018|01:08||6|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|8|2|||18/01/2018|13:17|18/01/2018|07:22|18/01/2018|07:22||17/01/2018|07:30|1801||||
24|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5937|2018011805|18/01/2018|04:52|18/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|18/01/2018|10:20|18/01/2018|22:33||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|24|6|||18/01/2018|04:52|18/01/2018|00:42|18/01/2018|00:42||17/01/2018|07:30|1801||||
25|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5937|2018011805|18/01/2018|04:52|18/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|18/01/2018|10:20|18/01/2018|22:33||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|20|5||8|18/01/2018|04:52|18/01/2018|00:42|18/01/2018|00:42||17/01/2018|07:30|1801||||
26|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5937|2018011805|18/01/2018|04:52|18/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|18/01/2018|10:20|18/01/2018|22:33||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||8|18/01/2018|04:52|18/01/2018|00:42|18/01/2018|00:42||17/01/2018|07:30|1801||||
27|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5937|2018011805|18/01/2018|04:52|18/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|18/01/2018|10:20|18/01/2018|22:33||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|16|4||8|18/01/2018|04:52|18/01/2018|00:42|18/01/2018|00:42||17/01/2018|07:30|1801||||
28|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5937|2018011805|18/01/2018|04:52|18/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|18/01/2018|10:20|18/01/2018|22:33||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||8|18/01/2018|04:52|18/01/2018|00:42|18/01/2018|00:42||17/01/2018|07:30|1801||||
29|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5835|2018011806|18/01/2018|13:17|18/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|18/01/2018|20:00|19/01/2018|03:51||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|28|7|||18/01/2018|13:17|18/01/2018|07:22|18/01/2018|07:22||17/01/2018|07:30|1801||||
30|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5835|2018011806|18/01/2018|13:17|18/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|18/01/2018|20:00|19/01/2018|03:51||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||18/01/2018|13:17|18/01/2018|07:22|18/01/2018|07:22||17/01/2018|07:30|1801||||
31|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5835|2018011806|18/01/2018|13:17|18/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|18/01/2018|20:00|19/01/2018|03:51||3|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|12|3|||18/01/2018|13:17|18/01/2018|07:22|18/01/2018|07:22||17/01/2018|07:30|1801||||
32|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5835|2018011806|18/01/2018|13:17|18/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|18/01/2018|20:00|19/01/2018|03:51||4|86140-0KA70-00|RECEIVER ASSY  RADIO & DISPLAY|H704|A4.SA- R11|4|4|1|||18/01/2018|13:17|18/01/2018|07:22|18/01/2018|07:22||17/01/2018|07:30|1801||||
33|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5835|2018011806|18/01/2018|13:17|18/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|18/01/2018|20:00|19/01/2018|03:51||5|86100-0K101-00|RECEIVER ASSY  RADIO & NAVIGATION|U805|A5.SA- R10|4|4|1|||18/01/2018|13:17|18/01/2018|07:22|18/01/2018|07:22||17/01/2018|07:30|1801||||
34|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5835|2018011806|18/01/2018|13:17|18/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|18/01/2018|20:00|19/01/2018|03:51||6|86100-0K213-00|RECEIVER ASSY  RADIO & NAVIGATION|U804|A5.SA- R10|4|4|1|||18/01/2018|13:17|18/01/2018|07:22|18/01/2018|07:22||17/01/2018|07:30|1801||||
35|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5938|2018011806|18/01/2018|16:10|18/01/2018|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|18/01/2018|22:40|19/01/2018|02:26||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|40|10|||18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1801||||
36|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5938|2018011806|18/01/2018|16:10|18/01/2018|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|18/01/2018|22:40|19/01/2018|02:26||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|24|6||8|18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1801||||
37|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5938|2018011806|18/01/2018|16:10|18/01/2018|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|18/01/2018|22:40|19/01/2018|02:26||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||8|18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1801||||
38|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5938|2018011806|18/01/2018|16:10|18/01/2018|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|18/01/2018|22:40|19/01/2018|02:26||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|20|5||8|18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1801||||
39|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5938|2018011806|18/01/2018|16:10|18/01/2018|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|18/01/2018|22:40|19/01/2018|02:26||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||8|18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1801||||
40|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0296|2018011901|19/01/2018|00:05|19/01/2018|08:48|KD02|01|KD02|01|||||||||||||||||19/01/2018|08:48||1|86100-02241-00|RECEIVER ASSY  RADIO & NAVIGATION|T575|LQ   -  04|3|12|4|||19/01/2018|00:05|18/01/2018|19:12|18/01/2018|19:12||18/01/2018|07:30|1901||||
41|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0296|2018011901|19/01/2018|00:05|19/01/2018|08:48|KD02|01|KD02|01|||||||||||||||||19/01/2018|08:48||2|86140-02550-00|RECEIVER ASSY  RADIO & DISPLAY|T502|LQ   -  04|3|51|17|||19/01/2018|00:05|18/01/2018|19:12|18/01/2018|19:12||18/01/2018|07:30|1901||||
42|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0278|2018011901|19/01/2018|01:55|19/01/2018|10:17|GD05|01|GD05|01|||||||||||||GD05-01||19/01/2018|10:17||||1|PC600-0D01D-00|RECEIVER ASSY  RADIO&DISPLAY|29A5|..ZK -  05|3|6|2|||19/01/2018|01:55|18/01/2018|19:55|18/01/2018|19:55||18/01/2018|07:30|1901||||
43|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5836|2018011901|19/01/2018|02:07|19/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|19/01/2018|07:30|19/01/2018|09:25||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|28|7|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
44|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5836|2018011901|19/01/2018|02:07|19/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|19/01/2018|07:30|19/01/2018|09:25||2|86120-0KA11-00|RECEIVER ASSY  RADIO|U587|A4.SA- R11|4|4|1|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
45|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5836|2018011901|19/01/2018|02:07|19/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|19/01/2018|07:30|19/01/2018|09:25||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
46|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5836|2018011901|19/01/2018|02:07|19/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|19/01/2018|07:30|19/01/2018|09:25||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
47|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5836|2018011901|19/01/2018|02:07|19/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|19/01/2018|07:30|19/01/2018|09:25||5|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
48|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5836|2018011901|19/01/2018|02:07|19/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|19/01/2018|07:30|19/01/2018|09:25||6|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|4|1|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
49|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5836|2018011901|19/01/2018|02:07|19/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|19/01/2018|07:30|19/01/2018|09:25||7|89040-0K030-00|SIREN ASSY  THEFT WARNING|U365|T4.SW- R06|16|16|1|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
50|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5939|2018011901|18/01/2018|16:10|18/01/2018|22:40|PSA|01|SD11|06|||||||||||||PSA-01|722B-S-S1|18/01/2018|22:40|19/01/2018|07:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|20|5|||18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1901||||
51|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5939|2018011901|18/01/2018|16:10|18/01/2018|22:40|PSA|01|SD11|06|||||||||||||PSA-01|722B-S-S1|18/01/2018|22:40|19/01/2018|07:30||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|12|3||8|18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1901||||
52|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5939|2018011901|18/01/2018|16:10|18/01/2018|22:40|PSA|01|SD11|06|||||||||||||PSA-01|722B-S-S1|18/01/2018|22:40|19/01/2018|07:30||3|86120-0KA41-00|RECEIVER ASSY RADIO|D885|IP1  - A03|4|4|1||8|18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1901||||
53|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5939|2018011901|18/01/2018|16:10|18/01/2018|22:40|PSA|01|SD11|06|||||||||||||PSA-01|722B-S-S1|18/01/2018|22:40|19/01/2018|07:30||4|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||8|18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1901||||
54|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5939|2018011901|18/01/2018|16:10|18/01/2018|22:40|PSA|01|SD11|06|||||||||||||PSA-01|722B-S-S1|18/01/2018|22:40|19/01/2018|07:30||5|86120-0KA50-00|RECEIVER ASSY RADIO|A796|IP1. - A08|4|4|1||8|18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1901||||
55|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5939|2018011901|18/01/2018|16:10|18/01/2018|22:40|PSA|01|SD11|06|||||||||||||PSA-01|722B-S-S1|18/01/2018|22:40|19/01/2018|07:30||6|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|16|4||8|18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1901||||
56|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5939|2018011901|18/01/2018|16:10|18/01/2018|22:40|PSA|01|SD11|06|||||||||||||PSA-01|722B-S-S1|18/01/2018|22:40|19/01/2018|07:30||7|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|12|3||8|18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1901||||
57|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5837|2018011902|19/01/2018|02:07|19/01/2018|07:30|PPA1|08|CD16|01|||||||||||||PPA1-08|722F-P-P1|19/01/2018|07:30|19/01/2018|13:08||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|28|7|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
58|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5837|2018011902|19/01/2018|02:07|19/01/2018|07:30|PPA1|08|CD16|01|||||||||||||PPA1-08|722F-P-P1|19/01/2018|07:30|19/01/2018|13:08||2|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
