TNTH__2D00008,IMCT,SPTISM,22-Dec-22,TNTH,1,898396-3161,PWI-003TH,111140-05310101,,1NNC195300,1,1,,,
TNTH__2D00009,IMCT,SPIMIT,22-Dec-22,TNTH,1,897663-4340,BATTERY,411939-0080A121,,2NNB058600,1,1,,,
