1|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|B|BANGPAKONG|BN|1|1B FTTLBBNA0045|2016062901|29/06/2016|21:25|30/06/2016|01:00|PSF|22|EB01|03|||||||||||||PSF-22|722E-B-PK|30/06/2016|01:00|30/06/2016|02:25||1|86160-0K430-00|SPEAKER ASSY  RADIO|H660|M2-12-A1|10|90|9||U|29/06/2016|21:25|29/06/2016|16:25|29/06/2016|16:25||29/06/2016|07:30|2906|||
2|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|XA|1|1G FTTLBXAA0086|2016062901|29/06/2016|09:35|29/06/2016|17:00|PXA|16|WB07|02|||||||||||||PXA-16|722C-G-XA|29/06/2016|17:00|29/06/2016|21:25||1|86160-0K270-00|SPEAKER ASSY  RADIO|L518|C4-09-45|20|20|1||I|29/06/2016|09:35|29/06/2016|05:35|29/06/2016|05:35||28/06/2016|07:30|2906|||
3|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|XA|1|1G FTTLBXAA0086|2016062901|29/06/2016|09:35|29/06/2016|17:00|PXA|16|WB07|02|||||||||||||PXA-16|722C-G-XA|29/06/2016|17:00|29/06/2016|21:25||2|86160-02B00-00|SPEAKER ASSY RADIO|K087|D2-10-21|10|50|5||2|29/06/2016|09:35|29/06/2016|05:35|29/06/2016|05:35||28/06/2016|07:30|2906|||
4|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4767|2016062904|29/06/2016|05:30|29/06/2016|08:25|PSA|07|SB06|01|||||||||||||PSA-07|722B-S-S1|29/06/2016|08:25|29/06/2016|10:32||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|128|8|||29/06/2016|05:30|29/06/2016|01:20|29/06/2016|01:20||28/06/2016|07:30|2906|||
5|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4767|2016062904|29/06/2016|05:30|29/06/2016|08:25|PSA|07|SB06|01|||||||||||||PSA-07|722B-S-S1|29/06/2016|08:25|29/06/2016|10:32||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3. - L07|16|32|2|||29/06/2016|05:30|29/06/2016|01:20|29/06/2016|01:20||28/06/2016|07:30|2906|||
6|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4767|2016062904|29/06/2016|05:30|29/06/2016|08:25|PSA|07|SB06|01|||||||||||||PSA-07|722B-S-S1|29/06/2016|08:25|29/06/2016|10:32||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3. - R07|16|32|2|||29/06/2016|05:30|29/06/2016|01:20|29/06/2016|01:20||28/06/2016|07:30|2906|||
7|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4768|2016062905|29/06/2016|05:30|29/06/2016|08:25|PSA|09|SB06|01|||||||||||||PSA-09|722B-S-S1|29/06/2016|08:25|29/06/2016|12:30||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|64|4|||29/06/2016|05:30|29/06/2016|01:20|29/06/2016|01:20||28/06/2016|07:30|2906|||
8|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4768|2016062905|29/06/2016|05:30|29/06/2016|08:25|PSA|09|SB06|01|||||||||||||PSA-09|722B-S-S1|29/06/2016|08:25|29/06/2016|12:30||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3. - L07|16|32|2|||29/06/2016|05:30|29/06/2016|01:20|29/06/2016|01:20||28/06/2016|07:30|2906|||
9|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4768|2016062905|29/06/2016|05:30|29/06/2016|08:25|PSA|09|SB06|01|||||||||||||PSA-09|722B-S-S1|29/06/2016|08:25|29/06/2016|12:30||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3. - R07|16|32|2|||29/06/2016|05:30|29/06/2016|01:20|29/06/2016|01:20||28/06/2016|07:30|2906|||
10|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4769|2016062906|29/06/2016|05:30|29/06/2016|08:25|PSA|11|SB06|01|||||||||||||PSA-11|722B-S-S1|29/06/2016|08:25|29/06/2016|13:27||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|128|8|||29/06/2016|05:30|29/06/2016|01:20|29/06/2016|01:20||28/06/2016|07:30|2906|||
11|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4769|2016062906|29/06/2016|05:30|29/06/2016|08:25|PSA|11|SB06|01|||||||||||||PSA-11|722B-S-S1|29/06/2016|08:25|29/06/2016|13:27||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3. - L07|16|32|2|||29/06/2016|05:30|29/06/2016|01:20|29/06/2016|01:20||28/06/2016|07:30|2906|||
