1|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|B|BANGPAKONG|BN|1|1B FTTLBBNA0007|2016051001|10/05/2016|21:25|11/05/2016|01:00|PSF|23|EB01|03|||||||||||||PSF-23|722E-B-PK|11/05/2016|01:00|11/05/2016|03:13||1|86160-0K430-00|SPEAKER ASSY  RADIO|H660|M2-12-11|10|40|4||U|10/05/2016|21:25|10/05/2016|16:25|10/05/2016|16:25||10/05/2016|07:30|1005|||
2|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|XA|1|1G FTTLBXAA0048|2016051001|10/05/2016|09:35|10/05/2016|17:00|PXA|16|WB07|02|||||||||||||PXA-16|722C-G-XA|10/05/2016|17:00|10/05/2016|21:25||1|86160-0K270-00|SPEAKER ASSY  RADIO|L518|C4-09-45|20|60|3||I|10/05/2016|09:35|10/05/2016|05:35|10/05/2016|05:35||09/05/2016|07:30|1005|||
3|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|XA|1|1G FTTLBXAA0048|2016051001|10/05/2016|09:35|10/05/2016|17:00|PXA|16|WB07|02|||||||||||||PXA-16|722C-G-XA|10/05/2016|17:00|10/05/2016|21:25||2|86160-02B00-00|SPEAKER ASSY RADIO|K087|D2-10-21|10|200|20||2|10/05/2016|09:35|10/05/2016|05:35|10/05/2016|05:35||09/05/2016|07:30|1005|||
4|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4176|2016051004|10/05/2016|05:30|10/05/2016|08:25|PSA|07|SB06|01|||||||||||||PSA-07|722B-S-S1|10/05/2016|08:25|10/05/2016|10:32||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - L05|16|48|3|||10/05/2016|05:30|10/05/2016|01:20|10/05/2016|01:20||09/05/2016|07:30|1005|||
5|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4176|2016051004|10/05/2016|05:30|10/05/2016|08:25|PSA|07|SB06|01|||||||||||||PSA-07|722B-S-S1|10/05/2016|08:25|10/05/2016|10:32||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - R05|16|48|3|||10/05/2016|05:30|10/05/2016|01:20|10/05/2016|01:20||09/05/2016|07:30|1005|||
6|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4176|2016051004|10/05/2016|05:30|10/05/2016|08:25|PSA|07|SB06|01|||||||||||||PSA-07|722B-S-S1|10/05/2016|08:25|10/05/2016|10:32||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|96|6|||10/05/2016|05:30|10/05/2016|01:20|10/05/2016|01:20||09/05/2016|07:30|1005|||
7|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4177|2016051005|10/05/2016|05:30|10/05/2016|08:25|PSA|09|SB06|01|||||||||||||PSA-09|722B-S-S1|10/05/2016|08:25|10/05/2016|12:30||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - L05|16|32|2|||10/05/2016|05:30|10/05/2016|01:20|10/05/2016|01:20||09/05/2016|07:30|1005|||
8|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4177|2016051005|10/05/2016|05:30|10/05/2016|08:25|PSA|09|SB06|01|||||||||||||PSA-09|722B-S-S1|10/05/2016|08:25|10/05/2016|12:30||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - R05|16|32|2|||10/05/2016|05:30|10/05/2016|01:20|10/05/2016|01:20||09/05/2016|07:30|1005|||
9|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4177|2016051005|10/05/2016|05:30|10/05/2016|08:25|PSA|09|SB06|01|||||||||||||PSA-09|722B-S-S1|10/05/2016|08:25|10/05/2016|12:30||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|128|8|||10/05/2016|05:30|10/05/2016|01:20|10/05/2016|01:20||09/05/2016|07:30|1005|||
10|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4178|2016051006|10/05/2016|05:30|10/05/2016|08:25|PSA|11|SB06|01|||||||||||||PSA-11|722B-S-S1|10/05/2016|08:25|10/05/2016|13:27||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - L05|16|32|2|||10/05/2016|05:30|10/05/2016|01:20|10/05/2016|01:20||09/05/2016|07:30|1005|||
11|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4178|2016051006|10/05/2016|05:30|10/05/2016|08:25|PSA|11|SB06|01|||||||||||||PSA-11|722B-S-S1|10/05/2016|08:25|10/05/2016|13:27||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - R05|16|32|2|||10/05/2016|05:30|10/05/2016|01:20|10/05/2016|01:20||09/05/2016|07:30|1005|||
