FTTL__7900012,IMCT,SPTISM,16-Oct-17,FTTL,1,898052-9370,"6 x 9"" Full (Fr)",153000-04700101,,1H9B182000,5,5
FTTL__7900012,IMCT,SPTISM,16-Oct-17,FTTL,2,898280-7030,6.5 Tweeter,153000-29600101 ,,1H9B280000,10,10
FTTL__7900012,IMCT,SPTISM,16-Oct-17,FTTL,3,898312-2830,I-47TH,123001-6540A101,,1H9B286900,2,2
