1|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|B|BANGPAKONG|BN|1|1B FTTLABNA1687|2017120101|01/12/2017|20:55|02/12/2017|02:00|PSF|24|ED06|04|||||||||||||PSF-24|722E-B-PK|02/12/2017|02:00|02/12/2017|03:51||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-08-C4|10|10|1||G|01/12/2017|20:55|01/12/2017|15:55|01/12/2017|15:55||01/12/2017|07:30|0112|||CB2|
2|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|OG|1|1G FTTLAOGA0247|2017120101|01/12/2017|13:42|01/12/2017|21:55|GD05|03|GD05|03|||||||||||||GD05-03||01/12/2017|21:55||||1|PC600-0D01D-00|RECEIVER ASSY  RADIO&DISPLAY|29A5|..ZK -  05|3|6|2|||01/12/2017|13:42|01/12/2017|07:42|01/12/2017|07:42||01/12/2017|07:30|0112||||
3|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5656|2017120103|01/12/2017|13:17|01/12/2017|20:00|PPA1|17|CD16|02|||||||||||||PPA1-17|722F-P-P1|01/12/2017|20:00|01/12/2017|22:13||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|56|14|||01/12/2017|13:17|01/12/2017|07:22|01/12/2017|07:22||30/11/2017|07:30|0112||||
4|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5656|2017120103|01/12/2017|13:17|01/12/2017|20:00|PPA1|17|CD16|02|||||||||||||PPA1-17|722F-P-P1|01/12/2017|20:00|01/12/2017|22:13||2|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|8|2|||01/12/2017|13:17|01/12/2017|07:22|01/12/2017|07:22||30/11/2017|07:30|0112||||
5|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5656|2017120103|01/12/2017|13:17|01/12/2017|20:00|PPA1|17|CD16|02|||||||||||||PPA1-17|722F-P-P1|01/12/2017|20:00|01/12/2017|22:13||3|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1|||01/12/2017|13:17|01/12/2017|07:22|01/12/2017|07:22||30/11/2017|07:30|0112||||
6|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5656|2017120103|01/12/2017|13:17|01/12/2017|20:00|PPA1|17|CD16|02|||||||||||||PPA1-17|722F-P-P1|01/12/2017|20:00|01/12/2017|22:13||4|86100-0K143-00|RECEIVER ASSY  RADIO & NAVIGATION|U803|A5.SA- R10|4|4|1|||01/12/2017|13:17|01/12/2017|07:22|01/12/2017|07:22||30/11/2017|07:30|0112||||
7|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5656|2017120103|01/12/2017|13:17|01/12/2017|20:00|PPA1|17|CD16|02|||||||||||||PPA1-17|722F-P-P1|01/12/2017|20:00|01/12/2017|22:13||5|86120-0KA41-00|RECEIVER ASSY  RADIO|K049|A5.SA- R10|4|4|1|||01/12/2017|13:17|01/12/2017|07:22|01/12/2017|07:22||30/11/2017|07:30|0112||||
8|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5755|2017120103|01/12/2017|05:23|01/12/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|01/12/2017|10:20|01/12/2017|14:26||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|28|7|||01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
9|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5755|2017120103|01/12/2017|05:23|01/12/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|01/12/2017|10:20|01/12/2017|14:26||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|8|2||8|01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
10|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5755|2017120103|01/12/2017|05:23|01/12/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|01/12/2017|10:20|01/12/2017|14:26||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||8|01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
11|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5755|2017120103|01/12/2017|05:23|01/12/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|01/12/2017|10:20|01/12/2017|14:26||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|8|2||8|01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
12|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5755|2017120103|01/12/2017|05:23|01/12/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|01/12/2017|10:20|01/12/2017|14:26||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||8|01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
13|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5657|2017120104|01/12/2017|13:17|01/12/2017|20:00|PPA1|23|CD16|02|||||||||||||PPA1-23|722F-P-P1|01/12/2017|20:00|02/12/2017|03:13||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|52|13|||01/12/2017|13:17|01/12/2017|07:22|01/12/2017|07:22||30/11/2017|07:30|0112||||
14|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5657|2017120104|01/12/2017|13:17|01/12/2017|20:00|PPA1|23|CD16|02|||||||||||||PPA1-23|722F-P-P1|01/12/2017|20:00|02/12/2017|03:13||2|86120-0KC40-00|RECEIVER ASSY  RADIO|H561|A4.SA- R11|4|4|1|||01/12/2017|13:17|01/12/2017|07:22|01/12/2017|07:22||30/11/2017|07:30|0112||||
15|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5657|2017120104|01/12/2017|13:17|01/12/2017|20:00|PPA1|23|CD16|02|||||||||||||PPA1-23|722F-P-P1|01/12/2017|20:00|02/12/2017|03:13||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|8|2|||01/12/2017|13:17|01/12/2017|07:22|01/12/2017|07:22||30/11/2017|07:30|0112||||
16|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5657|2017120104|01/12/2017|13:17|01/12/2017|20:00|PPA1|23|CD16|02|||||||||||||PPA1-23|722F-P-P1|01/12/2017|20:00|02/12/2017|03:13||4|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1|||01/12/2017|13:17|01/12/2017|07:22|01/12/2017|07:22||30/11/2017|07:30|0112||||
17|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5657|2017120104|01/12/2017|13:17|01/12/2017|20:00|PPA1|23|CD16|02|||||||||||||PPA1-23|722F-P-P1|01/12/2017|20:00|02/12/2017|03:13||5|86100-0K143-00|RECEIVER ASSY  RADIO & NAVIGATION|U803|A5.SA- R10|4|4|1|||01/12/2017|13:17|01/12/2017|07:22|01/12/2017|07:22||30/11/2017|07:30|0112||||
18|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5657|2017120104|01/12/2017|13:17|01/12/2017|20:00|PPA1|23|CD16|02|||||||||||||PPA1-23|722F-P-P1|01/12/2017|20:00|02/12/2017|03:13||6|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|4|1|||01/12/2017|13:17|01/12/2017|07:22|01/12/2017|07:22||30/11/2017|07:30|0112||||
19|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5756|2017120104|01/12/2017|05:23|01/12/2017|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|01/12/2017|10:20|01/12/2017|19:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|56|14|||01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
20|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5756|2017120104|01/12/2017|05:23|01/12/2017|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|01/12/2017|10:20|01/12/2017|19:30||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|4|1||8|01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
21|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5756|2017120104|01/12/2017|05:23|01/12/2017|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|01/12/2017|10:20|01/12/2017|19:30||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|8|2||8|01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
22|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5756|2017120104|01/12/2017|05:23|01/12/2017|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|01/12/2017|10:20|01/12/2017|19:30||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||8|01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
23|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5757|2017120105|01/12/2017|05:23|01/12/2017|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|01/12/2017|10:20|01/12/2017|22:33||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|24|6|||01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
24|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5757|2017120105|01/12/2017|05:23|01/12/2017|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|01/12/2017|10:20|01/12/2017|22:33||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|8|2||8|01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
25|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5757|2017120105|01/12/2017|05:23|01/12/2017|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|01/12/2017|10:20|01/12/2017|22:33||3|86120-0KA41-00|RECEIVER ASSY RADIO|D885|IP1  - A03|4|4|1||8|01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
26|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5757|2017120105|01/12/2017|05:23|01/12/2017|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|01/12/2017|10:20|01/12/2017|22:33||4|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||8|01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
27|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5757|2017120105|01/12/2017|05:23|01/12/2017|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|01/12/2017|10:20|01/12/2017|22:33||5|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|4|1||8|01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
28|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5757|2017120105|01/12/2017|05:23|01/12/2017|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|01/12/2017|10:20|01/12/2017|22:33||6|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|12|3||8|01/12/2017|05:23|01/12/2017|01:13|01/12/2017|01:13||30/11/2017|07:30|0112||||
