1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1720|2018012301|23/01/2018|20:45|24/01/2018|01:45|PSF|23|ED06|04|||||||||||||PSF-23|722E-B-PK|24/01/2018|01:45|24/01/2018|03:13||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-08-C4|10|10|1||G|23/01/2018|20:45|23/01/2018|15:45|23/01/2018|15:45||23/01/2018|07:30|2301|||CB2|
2|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5959|2018012303|23/01/2018|04:52|23/01/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|23/01/2018|10:20|23/01/2018|14:26||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|28|7|||23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5959|2018012303|23/01/2018|04:52|23/01/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|23/01/2018|10:20|23/01/2018|14:26||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|16|4||L|23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5959|2018012303|23/01/2018|04:52|23/01/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|23/01/2018|10:20|23/01/2018|14:26||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|20|5||L|23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5959|2018012303|23/01/2018|04:52|23/01/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|23/01/2018|10:20|23/01/2018|14:26||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||L|23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5857|2018012304|23/01/2018|13:17|23/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/01/2018|20:00|23/01/2018|21:25||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|24|6|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5857|2018012304|23/01/2018|13:17|23/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/01/2018|20:00|23/01/2018|21:25||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5857|2018012304|23/01/2018|13:17|23/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/01/2018|20:00|23/01/2018|21:25||3|86120-0KC40-00|RECEIVER ASSY  RADIO|H561|A4.SA- R11|4|4|1|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5857|2018012304|23/01/2018|13:17|23/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/01/2018|20:00|23/01/2018|21:25||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5857|2018012304|23/01/2018|13:17|23/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/01/2018|20:00|23/01/2018|21:25||5|86140-0K570-00|RECEIVER ASSY  RADIO & DISPLAY|H713|A4.SA- R11|4|4|1|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5857|2018012304|23/01/2018|13:17|23/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/01/2018|20:00|23/01/2018|21:25||6|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|8|2|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
12|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5857|2018012304|23/01/2018|13:17|23/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/01/2018|20:00|23/01/2018|21:25||7|86140-0KA70-00|RECEIVER ASSY  RADIO & DISPLAY|H704|A4.SA- R11|4|4|1|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
13|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5857|2018012304|23/01/2018|13:17|23/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/01/2018|20:00|23/01/2018|21:25||8|86120-0KA41-00|RECEIVER ASSY  RADIO|K049|A5.SA- R10|4|4|1|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
14|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5857|2018012304|23/01/2018|13:17|23/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/01/2018|20:00|23/01/2018|21:25||9|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|4|1|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
15|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5857|2018012304|23/01/2018|13:17|23/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/01/2018|20:00|23/01/2018|21:25||10|89040-0K030-00|SIREN ASSY  THEFT WARNING|U365|T4.SW- R06|16|16|1|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
16|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5960|2018012304|23/01/2018|04:52|23/01/2018|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|23/01/2018|10:20|23/01/2018|19:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|20|5|||23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
17|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5960|2018012304|23/01/2018|04:52|23/01/2018|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|23/01/2018|10:20|23/01/2018|19:30||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|20|5||L|23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
18|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5960|2018012304|23/01/2018|04:52|23/01/2018|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|23/01/2018|10:20|23/01/2018|19:30||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||L|23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
19|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5960|2018012304|23/01/2018|04:52|23/01/2018|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|23/01/2018|10:20|23/01/2018|19:30||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|20|5||L|23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
20|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5960|2018012304|23/01/2018|04:52|23/01/2018|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|23/01/2018|10:20|23/01/2018|19:30||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||L|23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
21|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5858|2018012305|23/01/2018|13:17|23/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|23/01/2018|20:00|24/01/2018|01:08||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|28|7|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
22|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5858|2018012305|23/01/2018|13:17|23/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|23/01/2018|20:00|24/01/2018|01:08||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
23|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5858|2018012305|23/01/2018|13:17|23/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|23/01/2018|20:00|24/01/2018|01:08||3|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|8|2|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
24|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5858|2018012305|23/01/2018|13:17|23/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|23/01/2018|20:00|24/01/2018|01:08||4|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|4|1|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
25|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5961|2018012305|23/01/2018|04:52|23/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|23/01/2018|10:20|23/01/2018|22:33||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|36|9|||23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
26|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5961|2018012305|23/01/2018|04:52|23/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|23/01/2018|10:20|23/01/2018|22:33||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|24|6||L|23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
27|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5961|2018012305|23/01/2018|04:52|23/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|23/01/2018|10:20|23/01/2018|22:33||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||L|23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
28|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5961|2018012305|23/01/2018|04:52|23/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|23/01/2018|10:20|23/01/2018|22:33||4|86140-0K140-00|RECEIVER ASSY RADIO & DISPLAY|A797|IP1. - A08|4|4|1||L|23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
29|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5961|2018012305|23/01/2018|04:52|23/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|23/01/2018|10:20|23/01/2018|22:33||5|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|16|4||L|23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
30|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5961|2018012305|23/01/2018|04:52|23/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|23/01/2018|10:20|23/01/2018|22:33||6|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|12|3||L|23/01/2018|04:52|23/01/2018|00:42|23/01/2018|00:42||22/01/2018|07:30|2301||||
31|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5859|2018012306|23/01/2018|13:17|23/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|23/01/2018|20:00|24/01/2018|03:51||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|28|7|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
32|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5859|2018012306|23/01/2018|13:17|23/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|23/01/2018|20:00|24/01/2018|03:51||2|86120-0KA11-00|RECEIVER ASSY  RADIO|U587|A4.SA- R11|4|4|1|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
33|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5859|2018012306|23/01/2018|13:17|23/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|23/01/2018|20:00|24/01/2018|03:51||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
34|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5859|2018012306|23/01/2018|13:17|23/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|23/01/2018|20:00|24/01/2018|03:51||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
35|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5859|2018012306|23/01/2018|13:17|23/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|23/01/2018|20:00|24/01/2018|03:51||5|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|8|2|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
36|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5859|2018012306|23/01/2018|13:17|23/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|23/01/2018|20:00|24/01/2018|03:51||6|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|8|2|||23/01/2018|13:17|23/01/2018|07:22|23/01/2018|07:22||22/01/2018|07:30|2301||||
37|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5962|2018012306|23/01/2018|16:10|23/01/2018|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|23/01/2018|22:40|24/01/2018|02:26||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|24|6|||23/01/2018|16:10|23/01/2018|12:00|23/01/2018|12:00||23/01/2018|07:30|2301||||
38|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5962|2018012306|23/01/2018|16:10|23/01/2018|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|23/01/2018|22:40|24/01/2018|02:26||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|16|4||L|23/01/2018|16:10|23/01/2018|12:00|23/01/2018|12:00||23/01/2018|07:30|2301||||
39|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5962|2018012306|23/01/2018|16:10|23/01/2018|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|23/01/2018|22:40|24/01/2018|02:26||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||L|23/01/2018|16:10|23/01/2018|12:00|23/01/2018|12:00||23/01/2018|07:30|2301||||
40|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5962|2018012306|23/01/2018|16:10|23/01/2018|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|23/01/2018|22:40|24/01/2018|02:26||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|16|4||L|23/01/2018|16:10|23/01/2018|12:00|23/01/2018|12:00||23/01/2018|07:30|2301||||
41|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5962|2018012306|23/01/2018|16:10|23/01/2018|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|23/01/2018|22:40|24/01/2018|02:26||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|12|3||L|23/01/2018|16:10|23/01/2018|12:00|23/01/2018|12:00||23/01/2018|07:30|2301||||
42|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0299|2018012401|24/01/2018|00:05|24/01/2018|08:48|KD02|01|KD02|01|||||||||||||||||24/01/2018|08:48||1|86100-02241-00|RECEIVER ASSY  RADIO & NAVIGATION|T575|LQ   -  04|3|12|4|||24/01/2018|00:05|23/01/2018|19:12|23/01/2018|19:12||23/01/2018|07:30|2401||||
43|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0299|2018012401|24/01/2018|00:05|24/01/2018|08:48|KD02|01|KD02|01|||||||||||||||||24/01/2018|08:48||2|86140-02550-00|RECEIVER ASSY  RADIO & DISPLAY|T502|LQ   -  04|3|54|18|||24/01/2018|00:05|23/01/2018|19:12|23/01/2018|19:12||23/01/2018|07:30|2401||||
44|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0281|2018012401|24/01/2018|01:55|24/01/2018|10:17|GD05|01|GD05|01|||||||||||||GD05-01||24/01/2018|10:17||||1|PC600-0D01D-00|RECEIVER ASSY  RADIO&DISPLAY|29A5|..ZK -  05|3|6|2|||24/01/2018|01:55|23/01/2018|19:55|23/01/2018|19:55||23/01/2018|07:30|2401||||
45|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0281|2018012401|24/01/2018|01:55|24/01/2018|10:17|GD05|01|GD05|01|||||||||||||GD05-01||24/01/2018|10:17||||2|PC600-0D01G-00|MANUAL  OWNERS RADIO|29A6|CS   -  17|10|10|1|||24/01/2018|01:55|23/01/2018|19:55|23/01/2018|19:55||23/01/2018|07:30|2401||||
46|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5860|2018012401|24/01/2018|02:07|24/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|24/01/2018|07:30|24/01/2018|09:25||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|24|6|||24/01/2018|02:07|23/01/2018|20:12|23/01/2018|20:12||23/01/2018|07:30|2401||||
47|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5860|2018012401|24/01/2018|02:07|24/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|24/01/2018|07:30|24/01/2018|09:25||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||24/01/2018|02:07|23/01/2018|20:12|23/01/2018|20:12||23/01/2018|07:30|2401||||
48|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5860|2018012401|24/01/2018|02:07|24/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|24/01/2018|07:30|24/01/2018|09:25||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||24/01/2018|02:07|23/01/2018|20:12|23/01/2018|20:12||23/01/2018|07:30|2401||||
49|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5860|2018012401|24/01/2018|02:07|24/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|24/01/2018|07:30|24/01/2018|09:25||4|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|8|2|||24/01/2018|02:07|23/01/2018|20:12|23/01/2018|20:12||23/01/2018|07:30|2401||||
50|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5860|2018012401|24/01/2018|02:07|24/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|24/01/2018|07:30|24/01/2018|09:25||5|86100-0K101-00|RECEIVER ASSY  RADIO & NAVIGATION|U805|A5.SA- R10|4|4|1|||24/01/2018|02:07|23/01/2018|20:12|23/01/2018|20:12||23/01/2018|07:30|2401||||
51|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5860|2018012401|24/01/2018|02:07|24/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|24/01/2018|07:30|24/01/2018|09:25||6|86100-0K143-00|RECEIVER ASSY  RADIO & NAVIGATION|U803|A5.SA- R10|4|16|4|||24/01/2018|02:07|23/01/2018|20:12|23/01/2018|20:12||23/01/2018|07:30|2401||||
52|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5860|2018012401|24/01/2018|02:07|24/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|24/01/2018|07:30|24/01/2018|09:25||7|86100-0K213-00|RECEIVER ASSY  RADIO & NAVIGATION|U804|A5.SA- R10|4|4|1|||24/01/2018|02:07|23/01/2018|20:12|23/01/2018|20:12||23/01/2018|07:30|2401||||
53|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5860|2018012401|24/01/2018|02:07|24/01/2018|07:30|PPA1|04|CD16|01|||||||||||||PPA1-04|722F-P-P1|24/01/2018|07:30|24/01/2018|09:25||8|89040-0K030-00|SIREN ASSY  THEFT WARNING|U365|T4.SW- R06|16|16|1|||24/01/2018|02:07|23/01/2018|20:12|23/01/2018|20:12||23/01/2018|07:30|2401||||
54|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5963|2018012401|23/01/2018|16:10|23/01/2018|22:40|PSA|01|SD11|06|||||||||||||PSA-01|722B-S-S1|23/01/2018|22:40|24/01/2018|07:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|44|11|||23/01/2018|16:10|23/01/2018|12:00|23/01/2018|12:00||23/01/2018|07:30|2401||||
55|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5963|2018012401|23/01/2018|16:10|23/01/2018|22:40|PSA|01|SD11|06|||||||||||||PSA-01|722B-S-S1|23/01/2018|22:40|24/01/2018|07:30||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|24|6||L|23/01/2018|16:10|23/01/2018|12:00|23/01/2018|12:00||23/01/2018|07:30|2401||||
