FTTL__7700015,IMCT,SPTISM,14-Aug-17,FTTL,1,898064-7040,NB-1TH,151121-00200101,,1H7B058000,1,1
FTTL__7700015,IMCT,SPTISM,14-Aug-17,FTTL,2,898193-6310,USB Cable,121140-71300121 ,,1H7B120800,50,50
FTTL__7700017,IMCT,SPTISM,14-Aug-17,FTTL,1,898296-4591,I-99TH,139001-10310101,,1H7B163400,1,1
FTTL__7800001,IMCT,SPIMIT,15-Aug-17,FTTL,1,898291-0011,I-117TH,139001-56410101,,2H7A478500,3,3
