1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1944|2018121301|13/12/2018|11:21|13/12/2018|17:25|PSF|16|ED06|01|||||||||||||PSF-16|722E-B-PK|13/12/2018|17:25|13/12/2018|21:25||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-12-43|10|10|1||G|13/12/2018|11:21|13/12/2018|06:21|13/12/2018|06:21||12/12/2018|07:30|1312|||CB2|
2|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0527|2018121301|13/12/2018|20:57|14/12/2018|03:16|KD02|02|KD02|02|||||||||||||||||14/12/2018|03:16||1|86100-02242-00|RECEIVER ASSY  RADIO & NAVIGATION|T616|LQ   -  04|3|3|1|||13/12/2018|20:57|13/12/2018|16:04|13/12/2018|16:04||13/12/2018|07:30|1312||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0527|2018121301|13/12/2018|20:57|14/12/2018|03:16|KD02|02|KD02|02|||||||||||||||||14/12/2018|03:16||2|86140-02550-00|RECEIVER ASSY  RADIO & DISPLAY|T502|LQ   -  04|3|15|5|||13/12/2018|20:57|13/12/2018|16:04|13/12/2018|16:04||13/12/2018|07:30|1312||||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6974|2018121301|13/12/2018|15:34|13/12/2018|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|13/12/2018|21:06|13/12/2018|23:16||1|89040-0K030-00|SIREN ASSY  THEFT WARNING|U365|SW.R -  10|16|16|1||H|13/12/2018|15:34|13/12/2018|09:39|13/12/2018|09:39||13/12/2018|07:30|1312||MX||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B7444|2018121303|13/12/2018|04:21|13/12/2018|08:35|PSA|07|PD02|01|||||||||||||PSA-07|722B-S-S1|13/12/2018|08:35|13/12/2018|13:00||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|IP1  - A07|4|32|8||F|13/12/2018|04:21|13/12/2018|00:11|13/12/2018|00:11||12/12/2018|07:30|1312||||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B7444|2018121303|13/12/2018|04:21|13/12/2018|08:35|PSA|07|PD02|01|||||||||||||PSA-07|722B-S-S1|13/12/2018|08:35|13/12/2018|13:00||2|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|4|1||F|13/12/2018|04:21|13/12/2018|00:11|13/12/2018|00:11||12/12/2018|07:30|1312||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B7444|2018121303|13/12/2018|04:21|13/12/2018|08:35|PSA|07|PD02|01|||||||||||||PSA-07|722B-S-S1|13/12/2018|08:35|13/12/2018|13:00||3|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|4|1||F|13/12/2018|04:21|13/12/2018|00:11|13/12/2018|00:11||12/12/2018|07:30|1312||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B7444|2018121303|13/12/2018|04:21|13/12/2018|08:35|PSA|07|PD02|01|||||||||||||PSA-07|722B-S-S1|13/12/2018|08:35|13/12/2018|13:00||4|86100-0K144-00|RECEIVER ASSY RADIO & NAVIGATION|F154|IP1  - A08|4|8|2||F|13/12/2018|04:21|13/12/2018|00:11|13/12/2018|00:11||12/12/2018|07:30|1312||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6970|2018121304|13/12/2018|15:34|13/12/2018|21:06|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|13/12/2018|21:06|14/12/2018|01:43||1|86100-0K144-00|RECEIVER ASSY  RADIO & NAVIGATION|B036|SA.R -  12|4|4|1||F|13/12/2018|15:34|13/12/2018|09:39|13/12/2018|09:39||13/12/2018|07:30|1312||F1||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6970|2018121304|13/12/2018|15:34|13/12/2018|21:06|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|13/12/2018|21:06|14/12/2018|01:43||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|SA.R -  12|4|52|13||F|13/12/2018|15:34|13/12/2018|09:39|13/12/2018|09:39||13/12/2018|07:30|1312||F1||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6970|2018121304|13/12/2018|15:34|13/12/2018|21:06|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|13/12/2018|21:06|14/12/2018|01:43||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|SA.R -  12|4|4|1||F|13/12/2018|15:34|13/12/2018|09:39|13/12/2018|09:39||13/12/2018|07:30|1312||F1||
12|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6970|2018121304|13/12/2018|15:34|13/12/2018|21:06|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|13/12/2018|21:06|14/12/2018|01:43||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|SA.R -  13|4|4|1||F|13/12/2018|15:34|13/12/2018|09:39|13/12/2018|09:39||13/12/2018|07:30|1312||F1||
13|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6970|2018121304|13/12/2018|15:34|13/12/2018|21:06|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|13/12/2018|21:06|14/12/2018|01:43||5|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|SA.R -  13|4|4|1||F|13/12/2018|15:34|13/12/2018|09:39|13/12/2018|09:39||13/12/2018|07:30|1312||F1||
14|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6970|2018121304|13/12/2018|15:34|13/12/2018|21:06|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|13/12/2018|21:06|14/12/2018|01:43||6|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|SA.R -  13|4|4|1||F|13/12/2018|15:34|13/12/2018|09:39|13/12/2018|09:39||13/12/2018|07:30|1312||F1||
