1|FTTL|B|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLBBNA0873|2018052101|19/05/2018|11:23|21/05/2018|09:12|PSF|07|EB01|01|||||||||||||PSF-07|722E-B-PK|21/05/2018|09:12|21/05/2018|12:30||1|86160-0K430-00|SPEAKER ASSY  RADIO|H660|M1-08-A2|10|230|23||G|19/05/2018|11:23|19/05/2018|06:23|19/05/2018|06:23||18/05/2018|07:30|2105|||CB1|
2|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0451|2018052101|19/05/2018|14:59|21/05/2018|07:56|PK2|04|KB03|01|||||||||||||PK2-04|722C-C-C2|21/05/2018|07:56|21/05/2018|09:57||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LB   -  04|8|32|4||A|19/05/2018|14:59|19/05/2018|10:06|19/05/2018|10:06||18/05/2018|07:30|2105||||
3|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0451|2018052101|19/05/2018|14:59|21/05/2018|07:56|PK2|04|KB03|01|||||||||||||PK2-04|722C-C-C2|21/05/2018|07:56|21/05/2018|09:57||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LD   -  04|8|32|4||A|19/05/2018|14:59|19/05/2018|10:06|19/05/2018|10:06||18/05/2018|07:30|2105||||
4|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|G2|1|1G FTTLBG2A6729|2018052101|19/05/2018|08:18|19/05/2018|16:06|PG2|01|GB02|02|||||||||||||PG2-01|722C-G-G2|19/05/2018|16:06|21/05/2018|07:30||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SI -  02|8|96|12||P|19/05/2018|08:18|19/05/2018|04:18|19/05/2018|04:18||18/05/2018|07:30|2105||S1||
5|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|G2|1|1G FTTLBG2A6729|2018052101|19/05/2018|08:18|19/05/2018|16:06|PG2|01|GB02|02|||||||||||||PG2-01|722C-G-G2|19/05/2018|16:06|21/05/2018|07:30||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SL -  03|8|96|12||P|19/05/2018|08:18|19/05/2018|04:18|19/05/2018|04:18||18/05/2018|07:30|2105||S1||
6|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0452|2018052102|19/05/2018|14:59|21/05/2018|07:56|PK2|08|KB03|01|||||||||||||PK2-08|722C-C-C2|21/05/2018|07:56|21/05/2018|14:00||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LB   -  04|8|64|8||A|19/05/2018|14:59|19/05/2018|10:06|19/05/2018|10:06||18/05/2018|07:30|2105||||
7|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0452|2018052102|19/05/2018|14:59|21/05/2018|07:56|PK2|08|KB03|01|||||||||||||PK2-08|722C-C-C2|21/05/2018|07:56|21/05/2018|14:00||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LD   -  04|8|64|8||A|19/05/2018|14:59|19/05/2018|10:06|19/05/2018|10:06||18/05/2018|07:30|2105||||
8|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0453|2018052103|19/05/2018|14:59|21/05/2018|07:56|PK2|12|KB03|01|||||||||||||PK2-12|722C-C-C2|21/05/2018|07:56|21/05/2018|17:24||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LB   -  04|8|32|4||A|19/05/2018|14:59|19/05/2018|10:06|19/05/2018|10:06||18/05/2018|07:30|2105||||
9|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0453|2018052103|19/05/2018|14:59|21/05/2018|07:56|PK2|12|KB03|01|||||||||||||PK2-12|722C-C-C2|21/05/2018|07:56|21/05/2018|17:24||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LD   -  04|8|32|4||A|19/05/2018|14:59|19/05/2018|10:06|19/05/2018|10:06||18/05/2018|07:30|2105||||
10|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|G2|1|1G FTTLBG2A6730|2018052103|19/05/2018|08:18|19/05/2018|16:06|PG2|03|GB02|02|||||||||||||PG2-03|722C-G-G2|19/05/2018|16:06|21/05/2018|08:56||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SI -  02|8|96|12||P|19/05/2018|08:18|19/05/2018|04:18|19/05/2018|04:18||18/05/2018|07:30|2105||S1||
11|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|G2|1|1G FTTLBG2A6730|2018052103|19/05/2018|08:18|19/05/2018|16:06|PG2|03|GB02|02|||||||||||||PG2-03|722C-G-G2|19/05/2018|16:06|21/05/2018|08:56||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SL -  03|8|96|12||P|19/05/2018|08:18|19/05/2018|04:18|19/05/2018|04:18||18/05/2018|07:30|2105||S1||
12|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0454|2018052104|19/05/2018|14:59|21/05/2018|07:56|PK2|16|KB03|01|||||||||||||PK2-16|722C-C-C2|21/05/2018|07:56|21/05/2018|21:57||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LB   -  04|8|32|4||A|19/05/2018|14:59|19/05/2018|10:06|19/05/2018|10:06||18/05/2018|07:30|2105||||
13|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0454|2018052104|19/05/2018|14:59|21/05/2018|07:56|PK2|16|KB03|01|||||||||||||PK2-16|722C-C-C2|21/05/2018|07:56|21/05/2018|21:57||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LD   -  04|8|32|4||A|19/05/2018|14:59|19/05/2018|10:06|19/05/2018|10:06||18/05/2018|07:30|2105||||
14|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0455|2018052105|19/05/2018|14:59|21/05/2018|07:56|PK2|20|KB03|01|||||||||||||PK2-20|722C-C-C2|21/05/2018|07:56|22/05/2018|02:00||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LB   -  04|8|64|8||A|19/05/2018|14:59|19/05/2018|10:06|19/05/2018|10:06||18/05/2018|07:30|2105||||
15|FTTL|B|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLBC2A0455|2018052105|19/05/2018|14:59|21/05/2018|07:56|PK2|20|KB03|01|||||||||||||PK2-20|722C-C-C2|21/05/2018|07:56|22/05/2018|02:00||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|LD   -  04|8|64|8||A|19/05/2018|14:59|19/05/2018|10:06|19/05/2018|10:06||18/05/2018|07:30|2105||||
16|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|G2|1|1G FTTLBG2A6731|2018052105|19/05/2018|08:18|19/05/2018|16:06|PG2|05|GB02|02|||||||||||||PG2-05|722C-G-G2|19/05/2018|16:06|21/05/2018|10:33||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SI -  02|8|96|12||P|19/05/2018|08:18|19/05/2018|04:18|19/05/2018|04:18||18/05/2018|07:30|2105||S1||
17|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|G2|1|1G FTTLBG2A6731|2018052105|19/05/2018|08:18|19/05/2018|16:06|PG2|05|GB02|02|||||||||||||PG2-05|722C-G-G2|19/05/2018|16:06|21/05/2018|10:33||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SL -  03|8|96|12||P|19/05/2018|08:18|19/05/2018|04:18|19/05/2018|04:18||18/05/2018|07:30|2105||S1||
18|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|G2|1|1G FTTLBG2A6731|2018052105|19/05/2018|08:18|19/05/2018|16:06|PG2|05|GB02|02|||||||||||||PG2-05|722C-G-G2|19/05/2018|16:06|21/05/2018|10:33||3|86160-0K270-00|SPEAKER ASSY  RADIO|1A87|..ZL -  09|30|240|8||W|19/05/2018|08:18|19/05/2018|04:18|19/05/2018|04:18||18/05/2018|07:30|2105||S1||
