1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1888|2018092501|25/09/2018|05:58|25/09/2018|09:55|PSF|08|ED06|01|||||||||||||PSF-08|722E-B-PK|25/09/2018|09:55|25/09/2018|13:08||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|T1-09-C4|10|10|1||F|25/09/2018|05:58|25/09/2018|00:58|25/09/2018|00:58||24/09/2018|07:30|2509|||CB2|
2|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0472|2018092501|25/09/2018|11:48|25/09/2018|20:56|KD02|02|KD02|02|||||||||||||||||25/09/2018|20:56||1|86100-02242-00|RECEIVER ASSY  RADIO & NAVIGATION|T616|ECI  -  T1|3|3|1|||25/09/2018|11:48|25/09/2018|06:55|25/09/2018|06:55||24/09/2018|07:30|2509||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0472|2018092501|25/09/2018|11:48|25/09/2018|20:56|KD02|02|KD02|02|||||||||||||||||25/09/2018|20:56||2|86140-02550-00|RECEIVER ASSY  RADIO & DISPLAY|T502|LQ   -  04|3|33|11|||25/09/2018|11:48|25/09/2018|06:55|25/09/2018|06:55||24/09/2018|07:30|2509||||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6993|2018092502|25/09/2018|04:15|25/09/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|25/09/2018|08:35|25/09/2018|10:33||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 02.|4|48|12|||25/09/2018|04:15|25/09/2018|00:05|25/09/2018|00:05||24/09/2018|07:30|2509||||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6993|2018092502|25/09/2018|04:15|25/09/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|25/09/2018|08:35|25/09/2018|10:33||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A07|4|8|2||0|25/09/2018|04:15|25/09/2018|00:05|25/09/2018|00:05||24/09/2018|07:30|2509|2|||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6993|2018092502|25/09/2018|04:15|25/09/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|25/09/2018|08:35|25/09/2018|10:33||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|8|2||0|25/09/2018|04:15|25/09/2018|00:05|25/09/2018|00:05||24/09/2018|07:30|2509||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6993|2018092502|25/09/2018|04:15|25/09/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|25/09/2018|08:35|25/09/2018|10:33||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|8|2||0|25/09/2018|04:15|25/09/2018|00:05|25/09/2018|00:05||24/09/2018|07:30|2509||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6994|2018092503|25/09/2018|04:15|25/09/2018|08:35|PSA|09|PD02|01|||||||||||||PSA-09|722B-S-S1|25/09/2018|08:35|25/09/2018|14:26||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 02.|4|24|6|||25/09/2018|04:15|25/09/2018|00:05|25/09/2018|00:05||24/09/2018|07:30|2509||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6994|2018092503|25/09/2018|04:15|25/09/2018|08:35|PSA|09|PD02|01|||||||||||||PSA-09|722B-S-S1|25/09/2018|08:35|25/09/2018|14:26||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A07|4|8|2||0|25/09/2018|04:15|25/09/2018|00:05|25/09/2018|00:05||24/09/2018|07:30|2509|2|||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6994|2018092503|25/09/2018|04:15|25/09/2018|08:35|PSA|09|PD02|01|||||||||||||PSA-09|722B-S-S1|25/09/2018|08:35|25/09/2018|14:26||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1  - A07|4|4|1||0|25/09/2018|04:15|25/09/2018|00:05|25/09/2018|00:05||24/09/2018|07:30|2509||||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6994|2018092503|25/09/2018|04:15|25/09/2018|08:35|PSA|09|PD02|01|||||||||||||PSA-09|722B-S-S1|25/09/2018|08:35|25/09/2018|14:26||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|8|2||0|25/09/2018|04:15|25/09/2018|00:05|25/09/2018|00:05||24/09/2018|07:30|2509||||
12|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6994|2018092503|25/09/2018|04:15|25/09/2018|08:35|PSA|09|PD02|01|||||||||||||PSA-09|722B-S-S1|25/09/2018|08:35|25/09/2018|14:26||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|4|1||0|25/09/2018|04:15|25/09/2018|00:05|25/09/2018|00:05||24/09/2018|07:30|2509||||
13|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6995|2018092504|25/09/2018|04:15|25/09/2018|08:35|PSA|13|PD02|01|||||||||||||PSA-13|722B-S-S1|25/09/2018|08:35|25/09/2018|19:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 02.|4|44|11|||25/09/2018|04:15|25/09/2018|00:05|25/09/2018|00:05||24/09/2018|07:30|2509||||
14|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6995|2018092504|25/09/2018|04:15|25/09/2018|08:35|PSA|13|PD02|01|||||||||||||PSA-13|722B-S-S1|25/09/2018|08:35|25/09/2018|19:30||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A07|4|8|2||0|25/09/2018|04:15|25/09/2018|00:05|25/09/2018|00:05||24/09/2018|07:30|2509|2|||
15|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6995|2018092504|25/09/2018|04:15|25/09/2018|08:35|PSA|13|PD02|01|||||||||||||PSA-13|722B-S-S1|25/09/2018|08:35|25/09/2018|19:30||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1  - A07|4|4|1||0|25/09/2018|04:15|25/09/2018|00:05|25/09/2018|00:05||24/09/2018|07:30|2509||||
16|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6995|2018092504|25/09/2018|04:15|25/09/2018|08:35|PSA|13|PD02|01|||||||||||||PSA-13|722B-S-S1|25/09/2018|08:35|25/09/2018|19:30||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|4|1||0|25/09/2018|04:15|25/09/2018|00:05|25/09/2018|00:05||24/09/2018|07:30|2509||||
