1|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0399|2018061401|14/06/2018|11:36|14/06/2018|19:53|KD02|02|KD02|02|||||||||||||||||14/06/2018|19:53||1|86140-02550-00|RECEIVER ASSY  RADIO & DISPLAY|T502|LQ   -  04|3|18|6|||14/06/2018|11:36|14/06/2018|06:43|14/06/2018|06:43||13/06/2018|07:30|1406||||
2|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0447|2018061402|14/06/2018|23:21|15/06/2018|03:11|GD05|04|GD05|04|||||||||||||GD05-04||15/06/2018|03:11||||1|PC600-0D01D-00|RECEIVER ASSY  RADIO&DISPLAY|29A5|..ZK -  05|3|6|2|||14/06/2018|23:21|14/06/2018|17:21|14/06/2018|17:21||14/06/2018|07:30|1406||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6304|2018061403|14/06/2018|15:35|14/06/2018|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|14/06/2018|21:06|14/06/2018|22:51||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|40|10|||14/06/2018|15:35|14/06/2018|09:40|14/06/2018|09:40||14/06/2018|07:30|1406||||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6304|2018061403|14/06/2018|15:35|14/06/2018|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|14/06/2018|21:06|14/06/2018|22:51||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|8|2|||14/06/2018|15:35|14/06/2018|09:40|14/06/2018|09:40||14/06/2018|07:30|1406||||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6304|2018061403|14/06/2018|15:35|14/06/2018|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|14/06/2018|21:06|14/06/2018|22:51||3|86120-0KA50-00|RECEIVER ASSY  RADIO|H559|A4.SA- R11|4|4|1|||14/06/2018|15:35|14/06/2018|09:40|14/06/2018|09:40||14/06/2018|07:30|1406||||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6304|2018061403|14/06/2018|15:35|14/06/2018|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|14/06/2018|21:06|14/06/2018|22:51||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||14/06/2018|15:35|14/06/2018|09:40|14/06/2018|09:40||14/06/2018|07:30|1406||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6304|2018061403|14/06/2018|15:35|14/06/2018|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|14/06/2018|21:06|14/06/2018|22:51||5|86140-0K570-00|RECEIVER ASSY  RADIO & DISPLAY|H713|A4.SA- R11|4|4|1|||14/06/2018|15:35|14/06/2018|09:40|14/06/2018|09:40||14/06/2018|07:30|1406||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6304|2018061403|14/06/2018|15:35|14/06/2018|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|14/06/2018|21:06|14/06/2018|22:51||6|86100-0K101-00|RECEIVER ASSY  RADIO & NAVIGATION|U805|A5.SA- R10|4|4|1|||14/06/2018|15:35|14/06/2018|09:40|14/06/2018|09:40||14/06/2018|07:30|1406||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6304|2018061403|14/06/2018|15:35|14/06/2018|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|14/06/2018|21:06|14/06/2018|22:51||7|86100-0K143-00|RECEIVER ASSY  RADIO & NAVIGATION|U803|A5.SA- R10|4|4|1|||14/06/2018|15:35|14/06/2018|09:40|14/06/2018|09:40||14/06/2018|07:30|1406||||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6304|2018061403|14/06/2018|15:35|14/06/2018|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|14/06/2018|21:06|14/06/2018|22:51||8|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|4|1|||14/06/2018|15:35|14/06/2018|09:40|14/06/2018|09:40||14/06/2018|07:30|1406||||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6543|2018061403|14/06/2018|04:27|14/06/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|14/06/2018|10:20|14/06/2018|14:26||1|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A07|4|16|4||0|14/06/2018|04:27|14/06/2018|00:17|14/06/2018|00:17||13/06/2018|07:30|1406||||
12|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6543|2018061403|14/06/2018|04:27|14/06/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|14/06/2018|10:20|14/06/2018|14:26||2|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1  - A07|4|4|1||0|14/06/2018|04:27|14/06/2018|00:17|14/06/2018|00:17||13/06/2018|07:30|1406||||
13|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6543|2018061403|14/06/2018|04:27|14/06/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|14/06/2018|10:20|14/06/2018|14:26||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|16|4||0|14/06/2018|04:27|14/06/2018|00:17|14/06/2018|00:17||13/06/2018|07:30|1406||||
14|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6543|2018061403|14/06/2018|04:27|14/06/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|14/06/2018|10:20|14/06/2018|14:26||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|12|3||0|14/06/2018|04:27|14/06/2018|00:17|14/06/2018|00:17||13/06/2018|07:30|1406||||
15|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6543|2018061403|14/06/2018|04:27|14/06/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|14/06/2018|10:20|14/06/2018|14:26||5|86120-0KA00-00|RECEIVER ASSY RADIO|A792|PC   -DIRE|4|24|6|||14/06/2018|04:27|14/06/2018|00:17|14/06/2018|00:17||13/06/2018|07:30|1406||||
16|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6305|2018061404|14/06/2018|15:35|14/06/2018|21:06|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|14/06/2018|21:06|15/06/2018|03:51||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|16|4|||14/06/2018|15:35|14/06/2018|09:40|14/06/2018|09:40||14/06/2018|07:30|1406||||
17|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6305|2018061404|14/06/2018|15:35|14/06/2018|21:06|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|14/06/2018|21:06|15/06/2018|03:51||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|8|2|||14/06/2018|15:35|14/06/2018|09:40|14/06/2018|09:40||14/06/2018|07:30|1406||||
18|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6305|2018061404|14/06/2018|15:35|14/06/2018|21:06|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|14/06/2018|21:06|15/06/2018|03:51||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|8|2|||14/06/2018|15:35|14/06/2018|09:40|14/06/2018|09:40||14/06/2018|07:30|1406||||
19|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6305|2018061404|14/06/2018|15:35|14/06/2018|21:06|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|14/06/2018|21:06|15/06/2018|03:51||4|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1|||14/06/2018|15:35|14/06/2018|09:40|14/06/2018|09:40||14/06/2018|07:30|1406||||
20|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6305|2018061404|14/06/2018|15:35|14/06/2018|21:06|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|14/06/2018|21:06|15/06/2018|03:51||5|86100-0K143-00|RECEIVER ASSY  RADIO & NAVIGATION|U803|A5.SA- R10|4|4|1|||14/06/2018|15:35|14/06/2018|09:40|14/06/2018|09:40||14/06/2018|07:30|1406||||
21|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6305|2018061404|14/06/2018|15:35|14/06/2018|21:06|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|14/06/2018|21:06|15/06/2018|03:51||6|86100-0K213-00|RECEIVER ASSY  RADIO & NAVIGATION|U804|A5.SA- R10|4|4|1|||14/06/2018|15:35|14/06/2018|09:40|14/06/2018|09:40||14/06/2018|07:30|1406||||
