TNTH__2900013,IMCT,SPTISM,7-Oct-22,TNTH,1,897537-9231,PWI-004TH,111135-00110101,,1N9A676700,1,1,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,
