1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1691|2017120801|08/12/2017|20:45|09/12/2017|01:45|PSF|23|ED06|04|||||||||||||PSF-23|722E-B-PK|09/12/2017|01:45|09/12/2017|03:13||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-08-C4|10|10|1||G|08/12/2017|20:45|08/12/2017|15:45|08/12/2017|15:45||08/12/2017|07:30|0812|||CB2|
2|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0251|2017120801|08/12/2017|14:16|08/12/2017|15:59|GD05|02|GD05|02|||||||||||||GD05-02||08/12/2017|15:59||||1|PC600-0D01D-00|RECEIVER ASSY  RADIO&DISPLAY|29A5|..ZK -  05|3|6|2|||08/12/2017|14:16|08/12/2017|08:16|08/12/2017|08:16||08/12/2017|07:30|0812||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5779|2017120803|08/12/2017|04:52|08/12/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|08/12/2017|10:20|08/12/2017|14:26||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|60|15|||08/12/2017|04:52|08/12/2017|00:42|08/12/2017|00:42||07/12/2017|07:30|0812||||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5779|2017120803|08/12/2017|04:52|08/12/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|08/12/2017|10:20|08/12/2017|14:26||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|8|2||8|08/12/2017|04:52|08/12/2017|00:42|08/12/2017|00:42||07/12/2017|07:30|0812||||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5779|2017120803|08/12/2017|04:52|08/12/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|08/12/2017|10:20|08/12/2017|14:26||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|4|1||8|08/12/2017|04:52|08/12/2017|00:42|08/12/2017|00:42||07/12/2017|07:30|0812||||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5779|2017120803|08/12/2017|04:52|08/12/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|08/12/2017|10:20|08/12/2017|14:26||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||8|08/12/2017|04:52|08/12/2017|00:42|08/12/2017|00:42||07/12/2017|07:30|0812||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5677|2017120804|08/12/2017|13:17|08/12/2017|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|08/12/2017|20:00|08/12/2017|21:25||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|40|10|||08/12/2017|13:17|08/12/2017|07:22|08/12/2017|07:22||07/12/2017|07:30|0812||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5677|2017120804|08/12/2017|13:17|08/12/2017|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|08/12/2017|20:00|08/12/2017|21:25||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||08/12/2017|13:17|08/12/2017|07:22|08/12/2017|07:22||07/12/2017|07:30|0812||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5677|2017120804|08/12/2017|13:17|08/12/2017|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|08/12/2017|20:00|08/12/2017|21:25||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||08/12/2017|13:17|08/12/2017|07:22|08/12/2017|07:22||07/12/2017|07:30|0812||||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5677|2017120804|08/12/2017|13:17|08/12/2017|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|08/12/2017|20:00|08/12/2017|21:25||4|86100-0K143-00|RECEIVER ASSY  RADIO & NAVIGATION|U803|A5.SA- R10|4|4|1|||08/12/2017|13:17|08/12/2017|07:22|08/12/2017|07:22||07/12/2017|07:30|0812||||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5677|2017120804|08/12/2017|13:17|08/12/2017|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|08/12/2017|20:00|08/12/2017|21:25||5|89040-0K030-00|SIREN ASSY  THEFT WARNING|U365|T4.SW- R06|16|16|1|||08/12/2017|13:17|08/12/2017|07:22|08/12/2017|07:22||07/12/2017|07:30|0812||||
12|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5780|2017120804|08/12/2017|04:52|08/12/2017|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|08/12/2017|10:20|08/12/2017|19:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|28|7|||08/12/2017|04:52|08/12/2017|00:42|08/12/2017|00:42||07/12/2017|07:30|0812||||
13|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5780|2017120804|08/12/2017|04:52|08/12/2017|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|08/12/2017|10:20|08/12/2017|19:30||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|4|1||8|08/12/2017|04:52|08/12/2017|00:42|08/12/2017|00:42||07/12/2017|07:30|0812||||
14|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5780|2017120804|08/12/2017|04:52|08/12/2017|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|08/12/2017|10:20|08/12/2017|19:30||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||8|08/12/2017|04:52|08/12/2017|00:42|08/12/2017|00:42||07/12/2017|07:30|0812||||
15|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5780|2017120804|08/12/2017|04:52|08/12/2017|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|08/12/2017|10:20|08/12/2017|19:30||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|8|2||8|08/12/2017|04:52|08/12/2017|00:42|08/12/2017|00:42||07/12/2017|07:30|0812||||
16|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5780|2017120804|08/12/2017|04:52|08/12/2017|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|08/12/2017|10:20|08/12/2017|19:30||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||8|08/12/2017|04:52|08/12/2017|00:42|08/12/2017|00:42||07/12/2017|07:30|0812||||
17|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5678|2017120805|08/12/2017|13:17|08/12/2017|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|08/12/2017|20:00|09/12/2017|01:08||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|32|8|||08/12/2017|13:17|08/12/2017|07:22|08/12/2017|07:22||07/12/2017|07:30|0812||||
18|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5678|2017120805|08/12/2017|13:17|08/12/2017|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|08/12/2017|20:00|09/12/2017|01:08||2|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||08/12/2017|13:17|08/12/2017|07:22|08/12/2017|07:22||07/12/2017|07:30|0812||||
19|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5678|2017120805|08/12/2017|13:17|08/12/2017|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|08/12/2017|20:00|09/12/2017|01:08||3|86140-0K570-00|RECEIVER ASSY  RADIO & DISPLAY|H713|A4.SA- R11|4|4|1|||08/12/2017|13:17|08/12/2017|07:22|08/12/2017|07:22||07/12/2017|07:30|0812||||
20|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5678|2017120805|08/12/2017|13:17|08/12/2017|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|08/12/2017|20:00|09/12/2017|01:08||4|86100-0K213-00|RECEIVER ASSY  RADIO & NAVIGATION|U804|A5.SA- R10|4|4|1|||08/12/2017|13:17|08/12/2017|07:22|08/12/2017|07:22||07/12/2017|07:30|0812||||
21|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5678|2017120805|08/12/2017|13:17|08/12/2017|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|08/12/2017|20:00|09/12/2017|01:08||5|86120-0KA41-00|RECEIVER ASSY  RADIO|K049|A5.SA- R10|4|4|1|||08/12/2017|13:17|08/12/2017|07:22|08/12/2017|07:22||07/12/2017|07:30|0812||||
22|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5678|2017120805|08/12/2017|13:17|08/12/2017|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|08/12/2017|20:00|09/12/2017|01:08||6|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|4|1|||08/12/2017|13:17|08/12/2017|07:22|08/12/2017|07:22||07/12/2017|07:30|0812||||
