TNTH__0600010,IMCT,SPTISM,17-Jul-20,TNTH,1,897537-9220,CMI-002TH,134000-9630B101,,1L6B326000,2,2
TNTH__0600011,IMCT,SPIMIT,17-Jul-20,TNTH,1,898485-8280,I-143TH,114001-05800101,,2L6A058300,2,2
