FTTL__7900004,IMCT,SPTISM,2-Oct-17,FTTL,1,898052-9370,"6 x 9"" Full (Fr)",153000-04700101,,1H9A253900,1,1
FTTL__7900004,IMCT,SPTISM,2-Oct-17,FTTL,2,898052-9400,6.5 Tweeter,153000-04600101,,1H9A254000,4,4
FTTL__7900004,IMCT,SPTISM,2-Oct-17,FTTL,3,898064-7040,NB-1TH,151121-00200101,,1H9A259400,3,3
FTTL__7900005,IMCT,SPTISM,2-Oct-17,FTTL,1,898485-8150,I-135TH,114001-04700101,,1H9A379400,3,3
FTTL__7900005,IMCT,SPTISM,2-Oct-17,FTTL,2,898485-8160,I-134TH,114001-04600101,,1H9A379500,3,3
FTTL__7900006,IMCT,SPTISM,2-Oct-17,FTTL,1,898312-2840,I-48TH,123001-6550A101 ,,1H9A363700,2,2
