1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1848|2018072601|26/07/2018|05:42|26/07/2018|09:55|PSF|07|ED06|01|||||||||||||PSF-07|722E-B-PK|26/07/2018|09:55|26/07/2018|12:30||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|T1-09-C4|10|10|1||F|26/07/2018|05:42|26/07/2018|00:42|26/07/2018|00:42||25/07/2018|07:30|2607|||CB2|
2|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0430|2018072601|26/07/2018|10:45|26/07/2018|20:19|KD02|02|KD02|02|||||||||||||||||26/07/2018|20:19||1|86100-02241-00|RECEIVER ASSY  RADIO & NAVIGATION|T575|LQ   -  04|3|3|1|||26/07/2018|10:45|26/07/2018|05:52|26/07/2018|05:52||25/07/2018|07:30|2607||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0430|2018072601|26/07/2018|10:45|26/07/2018|20:19|KD02|02|KD02|02|||||||||||||||||26/07/2018|20:19||2|86140-02550-00|RECEIVER ASSY  RADIO & DISPLAY|T502|LQ   -  04|3|15|5|||26/07/2018|10:45|26/07/2018|05:52|26/07/2018|05:52||25/07/2018|07:30|2607||||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0494|2018072602|26/07/2018|23:21|27/07/2018|03:11|GD05|04|GD05|04|||||||||||||GD05-04||27/07/2018|03:11||||1|PC600-0D01D-00|RECEIVER ASSY  RADIO&DISPLAY|29A5|..ZK -  05|3|3|1|||26/07/2018|23:21|26/07/2018|17:21|26/07/2018|17:21||26/07/2018|07:30|2607||||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0494|2018072602|26/07/2018|23:21|27/07/2018|03:11|GD05|04|GD05|04|||||||||||||GD05-04||27/07/2018|03:11||||2|PC600-0D01G-00|MANUAL  OWNERS RADIO|29A6|BN   -  27|10|10|1|||26/07/2018|23:21|26/07/2018|17:21|26/07/2018|17:21||26/07/2018|07:30|2607||||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6740|2018072602|26/07/2018|04:23|26/07/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|26/07/2018|08:35|26/07/2018|10:43||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 02.|4|16|4|||26/07/2018|04:23|26/07/2018|00:13|26/07/2018|00:13||25/07/2018|07:30|2607||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6740|2018072602|26/07/2018|04:23|26/07/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|26/07/2018|08:35|26/07/2018|10:43||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A07|4|8|2||0|26/07/2018|04:23|26/07/2018|00:13|26/07/2018|00:13||25/07/2018|07:30|2607||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6740|2018072602|26/07/2018|04:23|26/07/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|26/07/2018|08:35|26/07/2018|10:43||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1  - A07|4|4|1||0|26/07/2018|04:23|26/07/2018|00:13|26/07/2018|00:13||25/07/2018|07:30|2607||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6740|2018072602|26/07/2018|04:23|26/07/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|26/07/2018|08:35|26/07/2018|10:43||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|12|3||0|26/07/2018|04:23|26/07/2018|00:13|26/07/2018|00:13||25/07/2018|07:30|2607||||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6740|2018072602|26/07/2018|04:23|26/07/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|26/07/2018|08:35|26/07/2018|10:43||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|8|2||0|26/07/2018|04:23|26/07/2018|00:13|26/07/2018|00:13||25/07/2018|07:30|2607||||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6436|2018072603|26/07/2018|15:35|26/07/2018|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|26/07/2018|21:06|26/07/2018|22:51||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|60|15|||26/07/2018|15:35|26/07/2018|09:40|26/07/2018|09:40||26/07/2018|07:30|2607||||
