1|FTTL|B|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLBBNA1767|2020041401|14/04/2020|14:07|14/04/2020|17:21|PSF|14|EB12|02|||||||||||||PSF-14|722E-B-PK|14/04/2020|17:21|14/04/2020|20:13||1|86160-0K430-00|SPEAKER ASSY  RADIO|H660|U2-08-12|10|120|12||C|14/04/2020|14:07|14/04/2020|09:07|14/04/2020|09:07||14/04/2020|07:30|1404|||CB1|
2|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|XA|1|1G FTTLBXAA2199|2020041402|14/04/2020|04:55|14/04/2020|10:41|PXA|12|WB12|01|||||||||||||PXA-12|722C-G-XA|14/04/2020|10:41|14/04/2020|15:51||1|86160-0K270-00|SPEAKER ASSY  RADIO|L518|B5-05-52|20|20|1||F|14/04/2020|04:55|14/04/2020|00:55|14/04/2020|00:55||13/04/2020|07:30|1404|||CB1|
3|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|XA|1|1G FTTLBXAA2199|2020041402|14/04/2020|04:55|14/04/2020|10:41|PXA|12|WB12|01|||||||||||||PXA-12|722C-G-XA|14/04/2020|10:41|14/04/2020|15:51||2|86160-02B00-00|SPEAKER ASSY RADIO|K087|C2-05-11|10|240|24||H|14/04/2020|04:55|14/04/2020|00:55|14/04/2020|00:55||13/04/2020|07:30|1404|||CB1|
4|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|XA|1|1G FTTLBXAA2200|2020041403|14/04/2020|17:42|14/04/2020|21:20|PXA|20|WB12|02|||||||||||||PXA-20|722C-G-XA|14/04/2020|21:20|15/04/2020|01:08||1|86160-0K270-00|SPEAKER ASSY  RADIO|L518|B5-05-52|20|40|2||F|14/04/2020|17:42|14/04/2020|13:42|14/04/2020|13:42||14/04/2020|07:30|1404|||CB1|
5|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|XA|1|1G FTTLBXAA2200|2020041403|14/04/2020|17:42|14/04/2020|21:20|PXA|20|WB12|02|||||||||||||PXA-20|722C-G-XA|14/04/2020|21:20|15/04/2020|01:08||2|86160-02B00-00|SPEAKER ASSY RADIO|K087|C2-05-11|10|190|19||H|14/04/2020|17:42|14/04/2020|13:42|14/04/2020|13:42||14/04/2020|07:30|1404|||CB1|
6|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|XA|1|1G FTTLBXAA2201|2020041501|14/04/2020|22:25|15/04/2020|01:30|PXA|04|WB12|03|||||||||||||PXA-04|722C-G-XA|15/04/2020|01:30|15/04/2020|09:25||1|86160-0K270-00|SPEAKER ASSY  RADIO|L518|B5-05-52|20|40|2||F|14/04/2020|22:25|14/04/2020|18:25|14/04/2020|18:25||14/04/2020|07:30|1504|||CB1|
7|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|XA|1|1G FTTLBXAA2201|2020041501|14/04/2020|22:25|15/04/2020|01:30|PXA|04|WB12|03|||||||||||||PXA-04|722C-G-XA|15/04/2020|01:30|15/04/2020|09:25||2|86160-02B00-00|SPEAKER ASSY RADIO|K087|C2-05-11|10|190|19||H|14/04/2020|22:25|14/04/2020|18:25|14/04/2020|18:25||14/04/2020|07:30|1504|||CB1|
8|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|XA|1|1G FTTLBXAA2202|2020041502|15/04/2020|04:55|15/04/2020|10:41|PXA|12|WB12|01|||||||||||||PXA-12|722C-G-XA|15/04/2020|10:41|15/04/2020|15:51||1|86160-0K270-00|SPEAKER ASSY  RADIO|L518|B5-05-52|20|60|3||F|15/04/2020|04:55|15/04/2020|00:55|15/04/2020|00:55||14/04/2020|07:30|1504|||CB1|
9|FTTL|B|DENSO TEN (THAILAND) Limited.|G|GATEWAY|XA|1|1G FTTLBXAA2202|2020041502|15/04/2020|04:55|15/04/2020|10:41|PXA|12|WB12|01|||||||||||||PXA-12|722C-G-XA|15/04/2020|10:41|15/04/2020|15:51||2|86160-02B00-00|SPEAKER ASSY RADIO|K087|C2-05-11|10|190|19||H|15/04/2020|04:55|15/04/2020|00:55|15/04/2020|00:55||14/04/2020|07:30|1504|||CB1|
