1|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|B|BANGPAKONG|BN|1|1B FTTLABNA1528|2016122001|20/12/2016|20:50|21/12/2016|01:15|PSF|23|ED06|04|||||||||||||PSF-23|722E-B-PK|21/12/2016|01:15|21/12/2016|03:13||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-04-A4|10|30|3||V|20/12/2016|20:50|20/12/2016|15:50|20/12/2016|15:50||20/12/2016|07:30|2012|||CB2|
2|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|OB|1|1P FTTLAOBA0527|2016122001|20/12/2016|13:40|20/12/2016|21:10|CD16|02|CD16|02|||||||||||||CD16-02||20/12/2016|21:10||||1|PZ071-00A39-1C|RECEIVER ASSY  RADIO|J742|A4.SA- R11|4|8|2|||20/12/2016|13:40|20/12/2016|07:45|20/12/2016|07:45||20/12/2016|07:30|2012||||
3|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|OB|1|1P FTTLAOBA0527|2016122001|20/12/2016|13:40|20/12/2016|21:10|CD16|02|CD16|02|||||||||||||CD16-02||20/12/2016|21:10||||2|PC600-0K01G-00|MANUAL OWNERS|J743|O3.SI- R07|10|10|1|||20/12/2016|13:40|20/12/2016|07:45|20/12/2016|07:45||20/12/2016|07:30|2012||||
4|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4306|2016122005|20/12/2016|09:05|20/12/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|20/12/2016|15:45|20/12/2016|22:13||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|68|17||B|20/12/2016|09:05|20/12/2016|04:55|20/12/2016|04:55||19/12/2016|07:30|2012||||
5|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4306|2016122005|20/12/2016|09:05|20/12/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|20/12/2016|15:45|20/12/2016|22:13||2|86100-0K142-00|RECEIVER ASSY RADIO & NAVIGATION|D860|IP1  - A03|4|8|2||B|20/12/2016|09:05|20/12/2016|04:55|20/12/2016|04:55||19/12/2016|07:30|2012||||
6|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4306|2016122005|20/12/2016|09:05|20/12/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|20/12/2016|15:45|20/12/2016|22:13||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|8|2||B|20/12/2016|09:05|20/12/2016|04:55|20/12/2016|04:55||19/12/2016|07:30|2012||||
7|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4306|2016122005|20/12/2016|09:05|20/12/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|20/12/2016|15:45|20/12/2016|22:13||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|4|1||B|20/12/2016|09:05|20/12/2016|04:55|20/12/2016|04:55||19/12/2016|07:30|2012||||
8|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4306|2016122005|20/12/2016|09:05|20/12/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|20/12/2016|15:45|20/12/2016|22:13||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||B|20/12/2016|09:05|20/12/2016|04:55|20/12/2016|04:55||19/12/2016|07:30|2012||||
9|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4550|2016122006|20/12/2016|13:40|20/12/2016|21:10|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|20/12/2016|21:10|20/12/2016|23:01||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|40|10||3|20/12/2016|13:40|20/12/2016|07:45|20/12/2016|07:45||20/12/2016|07:30|2012||||
10|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4550|2016122006|20/12/2016|13:40|20/12/2016|21:10|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|20/12/2016|21:10|20/12/2016|23:01||2|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|8|2||3|20/12/2016|13:40|20/12/2016|07:45|20/12/2016|07:45||20/12/2016|07:30|2012||||
11|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4307|2016122006|20/12/2016|09:05|20/12/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|20/12/2016|15:45|21/12/2016|01:46||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|44|11||B|20/12/2016|09:05|20/12/2016|04:55|20/12/2016|04:55||19/12/2016|07:30|2012||||
12|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4307|2016122006|20/12/2016|09:05|20/12/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|20/12/2016|15:45|21/12/2016|01:46||2|86100-0K142-00|RECEIVER ASSY RADIO & NAVIGATION|D860|IP1  - A03|4|4|1||B|20/12/2016|09:05|20/12/2016|04:55|20/12/2016|04:55||19/12/2016|07:30|2012||||
13|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4307|2016122006|20/12/2016|09:05|20/12/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|20/12/2016|15:45|21/12/2016|01:46||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|8|2||B|20/12/2016|09:05|20/12/2016|04:55|20/12/2016|04:55||19/12/2016|07:30|2012||||
14|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4307|2016122006|20/12/2016|09:05|20/12/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|20/12/2016|15:45|21/12/2016|01:46||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|8|2||B|20/12/2016|09:05|20/12/2016|04:55|20/12/2016|04:55||19/12/2016|07:30|2012||||
15|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4307|2016122006|20/12/2016|09:05|20/12/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|20/12/2016|15:45|21/12/2016|01:46||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||B|20/12/2016|09:05|20/12/2016|04:55|20/12/2016|04:55||19/12/2016|07:30|2012||||
16|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4551|2016122007|20/12/2016|13:40|20/12/2016|21:10|PPA1|28|CD16|02|||||||||||||PPA1-28|722F-P-P1|20/12/2016|21:10|21/12/2016|01:56||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|4|1||3|20/12/2016|13:40|20/12/2016|07:45|20/12/2016|07:45||20/12/2016|07:30|2012||||
17|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4551|2016122007|20/12/2016|13:40|20/12/2016|21:10|PPA1|28|CD16|02|||||||||||||PPA1-28|722F-P-P1|20/12/2016|21:10|21/12/2016|01:56||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|12|3||3|20/12/2016|13:40|20/12/2016|07:45|20/12/2016|07:45||20/12/2016|07:30|2012||||
18|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4551|2016122007|20/12/2016|13:40|20/12/2016|21:10|PPA1|28|CD16|02|||||||||||||PPA1-28|722F-P-P1|20/12/2016|21:10|21/12/2016|01:56||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|8|2||3|20/12/2016|13:40|20/12/2016|07:45|20/12/2016|07:45||20/12/2016|07:30|2012||||
19|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4551|2016122007|20/12/2016|13:40|20/12/2016|21:10|PPA1|28|CD16|02|||||||||||||PPA1-28|722F-P-P1|20/12/2016|21:10|21/12/2016|01:56||4|86120-0KA41-00|RECEIVER ASSY  RADIO|K049|A4.SA- R11|4|4|1||3|20/12/2016|13:40|20/12/2016|07:45|20/12/2016|07:45||20/12/2016|07:30|2012||||
20|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4551|2016122007|20/12/2016|13:40|20/12/2016|21:10|PPA1|28|CD16|02|||||||||||||PPA1-28|722F-P-P1|20/12/2016|21:10|21/12/2016|01:56||5|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1||3|20/12/2016|13:40|20/12/2016|07:45|20/12/2016|07:45||20/12/2016|07:30|2012||||
21|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4552|2016122008|20/12/2016|13:40|20/12/2016|21:10|PPA1|32|CD16|02|||||||||||||PPA1-32|722F-P-P1|20/12/2016|21:10|21/12/2016|04:01||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|4|1||3|20/12/2016|13:40|20/12/2016|07:45|20/12/2016|07:45||20/12/2016|07:30|2012||||
22|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4552|2016122008|20/12/2016|13:40|20/12/2016|21:10|PPA1|32|CD16|02|||||||||||||PPA1-32|722F-P-P1|20/12/2016|21:10|21/12/2016|04:01||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|32|8||3|20/12/2016|13:40|20/12/2016|07:45|20/12/2016|07:45||20/12/2016|07:30|2012||||
23|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4552|2016122008|20/12/2016|13:40|20/12/2016|21:10|PPA1|32|CD16|02|||||||||||||PPA1-32|722F-P-P1|20/12/2016|21:10|21/12/2016|04:01||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1||3|20/12/2016|13:40|20/12/2016|07:45|20/12/2016|07:45||20/12/2016|07:30|2012||||
24|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4552|2016122008|20/12/2016|13:40|20/12/2016|21:10|PPA1|32|CD16|02|||||||||||||PPA1-32|722F-P-P1|20/12/2016|21:10|21/12/2016|04:01||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|8|2||3|20/12/2016|13:40|20/12/2016|07:45|20/12/2016|07:45||20/12/2016|07:30|2012||||
25|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4552|2016122008|20/12/2016|13:40|20/12/2016|21:10|PPA1|32|CD16|02|||||||||||||PPA1-32|722F-P-P1|20/12/2016|21:10|21/12/2016|04:01||5|86140-0KA70-00|RECEIVER ASSY  RADIO & DISPLAY|H704|A4.SA- R11|4|4|1||3|20/12/2016|13:40|20/12/2016|07:45|20/12/2016|07:45||20/12/2016|07:30|2012||||
