TNTH__1100030,IMCT,SPTISM,12-Feb-21,TNTH,1,897537-9210,CMI-001TH,134000-9620B101,,1M1A689500,1,1,,,
TNTH__1100031,IMCT,SPIMIT,12-Feb-21,TNTH,1,897537-9220,CMI-002TH,134000-9630B101,,2M1A453700,1,1,,,
TNTH__1100031,IMCT,SPIMIT,12-Feb-21,TNTH,2,898396-2671,CMI-010TH,134000-9750B101,,2M1A508100,1,1,,,
TNTH__1100032,IMCT,SPTISM,12-Feb-21,TNTH,1,898396-2911,PWI-001TH,161114-0160A101,,1M1B259100,1,1,,,
TNTH__1100033,IMCT,SPIMIT,12-Feb-21,TNTH,1,897540-5740,CMI-019TH,134000-9770A101,,2M1A528400,1,1,,,
TNTH__1100033,IMCT,SPIMIT,12-Feb-21,TNTH,2,897540-5780,CMI-018TH,134000-9760A101,,2M1A528500,1,1,,,
TNTH__1100033,IMCT,SPIMIT,12-Feb-21,TNTH,3,898052-9370,"6 x 9"" Full (Fr)",153000-04700101,,2M1A614600,2,2,,,
TNTH__1100033,IMCT,SPIMIT,12-Feb-21,TNTH,4,898280-7020,16 cm. RR ,153000-29800101,,2M1A636500,1,1,,,
TNTH__1100033,IMCT,SPIMIT,12-Feb-21,TNTH,5,898280-7030,6.5 Tweeter,153000-29600101,,2M1A636600,1,1,,,
