1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1740|2018021901|19/02/2018|20:45|20/02/2018|01:45|PSF|23|ED06|04|||||||||||||PSF-23|722E-B-PK|20/02/2018|01:45|20/02/2018|03:13||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|T1-09-C4|10|10|1||F|19/02/2018|20:45|19/02/2018|15:45|19/02/2018|15:45||19/02/2018|07:30|1902|||CB2|
2|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0316|2018021902|19/02/2018|13:24|19/02/2018|20:53|GD05|03|GD05|03|||||||||||||GD05-03||19/02/2018|20:53||||1|PC600-0D01D-00|RECEIVER ASSY  RADIO&DISPLAY|29A5|..ZK -  05|3|3|1|||19/02/2018|13:24|19/02/2018|07:24|19/02/2018|07:24||17/02/2018|07:30|1902||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5954|2018021903|19/02/2018|15:31|19/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|19/02/2018|21:00|19/02/2018|22:51||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|40|10|||19/02/2018|15:31|19/02/2018|09:36|19/02/2018|09:36||19/02/2018|07:30|1902||||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5954|2018021903|19/02/2018|15:31|19/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|19/02/2018|21:00|19/02/2018|22:51||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|12|3|||19/02/2018|15:31|19/02/2018|09:36|19/02/2018|09:36||19/02/2018|07:30|1902||||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5954|2018021903|19/02/2018|15:31|19/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|19/02/2018|21:00|19/02/2018|22:51||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||19/02/2018|15:31|19/02/2018|09:36|19/02/2018|09:36||19/02/2018|07:30|1902||||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5954|2018021903|19/02/2018|15:31|19/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|19/02/2018|21:00|19/02/2018|22:51||4|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|8|2|||19/02/2018|15:31|19/02/2018|09:36|19/02/2018|09:36||19/02/2018|07:30|1902||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5954|2018021903|19/02/2018|15:31|19/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|19/02/2018|21:00|19/02/2018|22:51||5|86100-0K213-00|RECEIVER ASSY  RADIO & NAVIGATION|U804|A5.SA- R10|4|4|1|||19/02/2018|15:31|19/02/2018|09:36|19/02/2018|09:36||19/02/2018|07:30|1902||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5954|2018021903|19/02/2018|15:31|19/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|19/02/2018|21:00|19/02/2018|22:51||6|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|4|1|||19/02/2018|15:31|19/02/2018|09:36|19/02/2018|09:36||19/02/2018|07:30|1902||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5955|2018021904|19/02/2018|15:31|19/02/2018|21:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|19/02/2018|21:00|20/02/2018|03:51||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|44|11|||19/02/2018|15:31|19/02/2018|09:36|19/02/2018|09:36||19/02/2018|07:30|1902||||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5955|2018021904|19/02/2018|15:31|19/02/2018|21:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|19/02/2018|21:00|20/02/2018|03:51||2|86120-0KA11-00|RECEIVER ASSY  RADIO|U587|A4.SA- R11|4|4|1|||19/02/2018|15:31|19/02/2018|09:36|19/02/2018|09:36||19/02/2018|07:30|1902||||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5955|2018021904|19/02/2018|15:31|19/02/2018|21:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|19/02/2018|21:00|20/02/2018|03:51||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||19/02/2018|15:31|19/02/2018|09:36|19/02/2018|09:36||19/02/2018|07:30|1902||||
