1|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3880|2016090203|02/09/2016|09:05|02/09/2016|15:45|PSA|19|SD10|02|||||||||||||PSA-19|722B-S-S1|02/09/2016|15:45|02/09/2016|20:27||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|20|5||7|02/09/2016|09:05|02/09/2016|04:55|02/09/2016|04:55||01/09/2016|07:30|0209||||
2|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3880|2016090203|02/09/2016|09:05|02/09/2016|15:45|PSA|19|SD10|02|||||||||||||PSA-19|722B-S-S1|02/09/2016|15:45|02/09/2016|20:27||2|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|B    - 04.|4|12|3||7|02/09/2016|09:05|02/09/2016|04:55|02/09/2016|04:55||01/09/2016|07:30|0209||||
3|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3880|2016090203|02/09/2016|09:05|02/09/2016|15:45|PSA|19|SD10|02|||||||||||||PSA-19|722B-S-S1|02/09/2016|15:45|02/09/2016|20:27||3|86100-0K141-00|RECEIVER ASSY RADIO & NAVIGATION|D594|C    - 08.|4|12|3||7|02/09/2016|09:05|02/09/2016|04:55|02/09/2016|04:55||01/09/2016|07:30|0209||||
4|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3880|2016090203|02/09/2016|09:05|02/09/2016|15:45|PSA|19|SD10|02|||||||||||||PSA-19|722B-S-S1|02/09/2016|15:45|02/09/2016|20:27||4|86120-0KA20-00|RECEIVER ASSY RADIO|A794|C    - 09.|4|12|3||7|02/09/2016|09:05|02/09/2016|04:55|02/09/2016|04:55||01/09/2016|07:30|0209||||
5|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3880|2016090203|02/09/2016|09:05|02/09/2016|15:45|PSA|19|SD10|02|||||||||||||PSA-19|722B-S-S1|02/09/2016|15:45|02/09/2016|20:27||5|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|C    - 09.|4|16|4||7|02/09/2016|09:05|02/09/2016|04:55|02/09/2016|04:55||01/09/2016|07:30|0209||||
6|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B3923|2016090204|02/09/2016|08:35|02/09/2016|13:45|PPA1|16|CD16|01|||||||||||||PPA1-16|722F-P-P1|02/09/2016|13:45|02/09/2016|16:01||1|86100-0K141-00|RECEIVER ASSY  RADIO & NAVIGATION|I874|A4.SA- R11|4|4|1||3|02/09/2016|08:35|02/09/2016|02:40|02/09/2016|02:40||01/09/2016|07:30|0209||||
7|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B3923|2016090204|02/09/2016|08:35|02/09/2016|13:45|PPA1|16|CD16|01|||||||||||||PPA1-16|722F-P-P1|02/09/2016|13:45|02/09/2016|16:01||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|24|6||3|02/09/2016|08:35|02/09/2016|02:40|02/09/2016|02:40||01/09/2016|07:30|0209||||
8|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B3923|2016090204|02/09/2016|08:35|02/09/2016|13:45|PPA1|16|CD16|01|||||||||||||PPA1-16|722F-P-P1|02/09/2016|13:45|02/09/2016|16:01||3|86120-0KA40-00|RECEIVER ASSY  RADIO|H558|A4.SA- R11|4|4|1||3|02/09/2016|08:35|02/09/2016|02:40|02/09/2016|02:40||01/09/2016|07:30|0209||||
9|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B3923|2016090204|02/09/2016|08:35|02/09/2016|13:45|PPA1|16|CD16|01|||||||||||||PPA1-16|722F-P-P1|02/09/2016|13:45|02/09/2016|16:01||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|8|2||3|02/09/2016|08:35|02/09/2016|02:40|02/09/2016|02:40||01/09/2016|07:30|0209||||
10|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B3923|2016090204|02/09/2016|08:35|02/09/2016|13:45|PPA1|16|CD16|01|||||||||||||PPA1-16|722F-P-P1|02/09/2016|13:45|02/09/2016|16:01||5|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|8|2||3|02/09/2016|08:35|02/09/2016|02:40|02/09/2016|02:40||01/09/2016|07:30|0209||||
