TNTH__1400008,IMCT,SPIMKD,27-Apr-21,TNTH,1,898396-2703,CMI-006TH,111000-7331A101,,7M3A021800,4,4,,,
TNTH__1400010,IMCT,SPIMKD,27-Apr-21,TNTH,1,897480-8232,CMI-007TH,111000-73410101,,7M3A021900,3,3,,,
