FTTL_6900001,IMCT,SPIMIT,19-Sep-16,FTTL,1,898052-9370,"6 x 9"" Full (Fr)",153000-04700101,SPEAKER ASM ,2G9A068400,1,1
FTTL_6900001,IMCT,SPIMIT,19-Sep-16,FTTL,2,898052-9400,6.5 Tweeter,153000-04600101,SPEAKER ASM ,2G9A068500,2,2
FTTL_6900001,IMCT,SPIMIT,19-Sep-16,FTTL,3,898126-0813,II-27EUC,123001-4000C101,"RADIO;AM/FM,CD ",2G9A079100,1,1
FTTL_6900001,IMCT,SPIMIT,19-Sep-16,FTTL,4,898241-3562,I-36TH,123001-4860D101,"RADIO;AM/FM,CD ",2G9A101500,2,2
