1|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|B|BANGPAKONG|BN|1|1B FTTLBBNA0016|2016052301|23/05/2016|21:25|24/05/2016|01:00|PSF|23|EB01|03|||||||||||||PSF-23|722E-B-PK|24/05/2016|01:00|24/05/2016|03:13||1|86160-0K430-00|SPEAKER ASSY  RADIO|H660|M2-12-11|10|40|4||U|23/05/2016|21:25|23/05/2016|16:25|23/05/2016|16:25||23/05/2016|07:30|2305|||
12|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4324|2016052308|23/05/2016|12:00|23/05/2016|13:40|PSA|15|SB06|02|||||||||||||PSA-15|722B-S-S1|23/05/2016|13:40|23/05/2016|15:32||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - L05|16|32|2|||23/05/2016|12:00|23/05/2016|07:50|23/05/2016|07:50||23/05/2016|07:30|2305|||
13|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4324|2016052308|23/05/2016|12:00|23/05/2016|13:40|PSA|15|SB06|02|||||||||||||PSA-15|722B-S-S1|23/05/2016|13:40|23/05/2016|15:32||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - R05|16|32|2|||23/05/2016|12:00|23/05/2016|07:50|23/05/2016|07:50||23/05/2016|07:30|2305|||
14|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4324|2016052308|23/05/2016|12:00|23/05/2016|13:40|PSA|15|SB06|02|||||||||||||PSA-15|722B-S-S1|23/05/2016|13:40|23/05/2016|15:32||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|128|8|||23/05/2016|12:00|23/05/2016|07:50|23/05/2016|07:50||23/05/2016|07:30|2305|||
15|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1547|2016052309|23/05/2016|10:00|23/05/2016|15:00|PG2|18|GB02|02|||||||||||||PG2-18|722C-G-G2|23/05/2016|15:00|23/05/2016|22:51||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SM -  01|8|48|6||K|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
16|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1547|2016052309|23/05/2016|10:00|23/05/2016|15:00|PG2|18|GB02|02|||||||||||||PG2-18|722C-G-G2|23/05/2016|15:00|23/05/2016|22:51||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SN -  01|8|48|6||K|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
17|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1547|2016052309|23/05/2016|10:00|23/05/2016|15:00|PG2|18|GB02|02|||||||||||||PG2-18|722C-G-G2|23/05/2016|15:00|23/05/2016|22:51||3|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SO -  01|8|40|5||L|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
18|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1547|2016052309|23/05/2016|10:00|23/05/2016|15:00|PG2|18|GB02|02|||||||||||||PG2-18|722C-G-G2|23/05/2016|15:00|23/05/2016|22:51||4|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SP -  01|8|56|7||L|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
19|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A2146|2016052309|23/05/2016|09:00|23/05/2016|12:30|PPA1|27|CB09|02|||||||||||||PPA1-27|722F-P-P1|23/05/2016|12:30|23/05/2016|23:04||1|86160-0K430-00|SPEAKER ASSY  RADIO|I880|B2.SX- L04|16|32|2||3|23/05/2016|09:00|23/05/2016|03:00|23/05/2016|03:00||19/05/2016|07:30|2305|||
20|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A2146|2016052309|23/05/2016|09:00|23/05/2016|12:30|PPA1|27|CB09|02|||||||||||||PPA1-27|722F-P-P1|23/05/2016|12:30|23/05/2016|23:04||2|86160-0K430-00|SPEAKER ASSY  RADIO|I880|C4.SW- R05|16|48|3||3|23/05/2016|09:00|23/05/2016|03:00|23/05/2016|03:00||19/05/2016|07:30|2305|||
21|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4325|2016052309|23/05/2016|12:00|23/05/2016|13:40|PSA|17|SB06|02|||||||||||||PSA-17|722B-S-S1|23/05/2016|13:40|23/05/2016|19:30||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - L05|16|32|2|||23/05/2016|12:00|23/05/2016|07:50|23/05/2016|07:50||23/05/2016|07:30|2305|||
22|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4325|2016052309|23/05/2016|12:00|23/05/2016|13:40|PSA|17|SB06|02|||||||||||||PSA-17|722B-S-S1|23/05/2016|13:40|23/05/2016|19:30||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - R05|16|32|2|||23/05/2016|12:00|23/05/2016|07:50|23/05/2016|07:50||23/05/2016|07:30|2305|||
23|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4325|2016052309|23/05/2016|12:00|23/05/2016|13:40|PSA|17|SB06|02|||||||||||||PSA-17|722B-S-S1|23/05/2016|13:40|23/05/2016|19:30||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|64|4|||23/05/2016|12:00|23/05/2016|07:50|23/05/2016|07:50||23/05/2016|07:30|2305|||
24|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1548|2016052310|23/05/2016|10:00|23/05/2016|15:00|PG2|20|GB02|02|||||||||||||PG2-20|722C-G-G2|23/05/2016|15:00|24/05/2016|01:08||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SM -  01|8|48|6||K|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
25|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1548|2016052310|23/05/2016|10:00|23/05/2016|15:00|PG2|20|GB02|02|||||||||||||PG2-20|722C-G-G2|23/05/2016|15:00|24/05/2016|01:08||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SN -  01|8|40|5||K|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
26|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1548|2016052310|23/05/2016|10:00|23/05/2016|15:00|PG2|20|GB02|02|||||||||||||PG2-20|722C-G-G2|23/05/2016|15:00|24/05/2016|01:08||3|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SO -  01|8|56|7||L|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
27|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1548|2016052310|23/05/2016|10:00|23/05/2016|15:00|PG2|20|GB02|02|||||||||||||PG2-20|722C-G-G2|23/05/2016|15:00|24/05/2016|01:08||4|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SP -  01|8|48|6||L|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
28|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A2147|2016052310|23/05/2016|09:00|23/05/2016|12:30|PPA1|30|CB09|02|||||||||||||PPA1-30|722F-P-P1|23/05/2016|12:30|24/05/2016|01:21||1|86160-0K430-00|SPEAKER ASSY  RADIO|I880|B2.SX- L04|16|48|3||3|23/05/2016|09:00|23/05/2016|03:00|23/05/2016|03:00||19/05/2016|07:30|2305|||
29|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A2147|2016052310|23/05/2016|09:00|23/05/2016|12:30|PPA1|30|CB09|02|||||||||||||PPA1-30|722F-P-P1|23/05/2016|12:30|24/05/2016|01:21||2|86160-0K430-00|SPEAKER ASSY  RADIO|I880|C4.SW- R05|16|32|2||3|23/05/2016|09:00|23/05/2016|03:00|23/05/2016|03:00||19/05/2016|07:30|2305|||
30|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4326|2016052310|23/05/2016|12:00|23/05/2016|13:40|PSA|19|SB06|02|||||||||||||PSA-19|722B-S-S1|23/05/2016|13:40|23/05/2016|20:27||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - L05|16|32|2|||23/05/2016|12:00|23/05/2016|07:50|23/05/2016|07:50||23/05/2016|07:30|2305|||
31|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4326|2016052310|23/05/2016|12:00|23/05/2016|13:40|PSA|19|SB06|02|||||||||||||PSA-19|722B-S-S1|23/05/2016|13:40|23/05/2016|20:27||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - R05|16|32|2|||23/05/2016|12:00|23/05/2016|07:50|23/05/2016|07:50||23/05/2016|07:30|2305|||
32|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4326|2016052310|23/05/2016|12:00|23/05/2016|13:40|PSA|19|SB06|02|||||||||||||PSA-19|722B-S-S1|23/05/2016|13:40|23/05/2016|20:27||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|128|8|||23/05/2016|12:00|23/05/2016|07:50|23/05/2016|07:50||23/05/2016|07:30|2305|||
33|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1549|2016052311|23/05/2016|10:00|23/05/2016|15:00|PG2|22|GB02|02|||||||||||||PG2-22|722C-G-G2|23/05/2016|15:00|24/05/2016|02:25||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SM -  01|8|40|5||K|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
34|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1549|2016052311|23/05/2016|10:00|23/05/2016|15:00|PG2|22|GB02|02|||||||||||||PG2-22|722C-G-G2|23/05/2016|15:00|24/05/2016|02:25||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SN -  01|8|48|6||K|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
35|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1549|2016052311|23/05/2016|10:00|23/05/2016|15:00|PG2|22|GB02|02|||||||||||||PG2-22|722C-G-G2|23/05/2016|15:00|24/05/2016|02:25||3|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SO -  01|8|48|6||L|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
36|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1549|2016052311|23/05/2016|10:00|23/05/2016|15:00|PG2|22|GB02|02|||||||||||||PG2-22|722C-G-G2|23/05/2016|15:00|24/05/2016|02:25||4|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SP -  01|8|56|7||L|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
37|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A2148|2016052311|23/05/2016|09:00|23/05/2016|12:30|PPA1|33|CB09|02|||||||||||||PPA1-33|722F-P-P1|23/05/2016|12:30|24/05/2016|02:47||1|86160-0K430-00|SPEAKER ASSY  RADIO|I880|B2.SX- L04|16|32|2||3|23/05/2016|09:00|23/05/2016|03:00|23/05/2016|03:00||19/05/2016|07:30|2305|||
38|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A2148|2016052311|23/05/2016|09:00|23/05/2016|12:30|PPA1|33|CB09|02|||||||||||||PPA1-33|722F-P-P1|23/05/2016|12:30|24/05/2016|02:47||2|86160-0K430-00|SPEAKER ASSY  RADIO|I880|C4.SW- R05|16|48|3||3|23/05/2016|09:00|23/05/2016|03:00|23/05/2016|03:00||19/05/2016|07:30|2305|||
39|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4327|2016052311|23/05/2016|12:00|23/05/2016|13:40|PSA|21|SB06|02|||||||||||||PSA-21|722B-S-S1|23/05/2016|13:40|23/05/2016|21:25||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - L05|16|32|2|||23/05/2016|12:00|23/05/2016|07:50|23/05/2016|07:50||23/05/2016|07:30|2305|||
40|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4327|2016052311|23/05/2016|12:00|23/05/2016|13:40|PSA|21|SB06|02|||||||||||||PSA-21|722B-S-S1|23/05/2016|13:40|23/05/2016|21:25||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - R05|16|32|2|||23/05/2016|12:00|23/05/2016|07:50|23/05/2016|07:50||23/05/2016|07:30|2305|||
41|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4327|2016052311|23/05/2016|12:00|23/05/2016|13:40|PSA|21|SB06|02|||||||||||||PSA-21|722B-S-S1|23/05/2016|13:40|23/05/2016|21:25||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|128|8|||23/05/2016|12:00|23/05/2016|07:50|23/05/2016|07:50||23/05/2016|07:30|2305|||
42|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1550|2016052312|23/05/2016|10:00|23/05/2016|15:00|PG2|24|GB02|02|||||||||||||PG2-24|722C-G-G2|23/05/2016|15:00|24/05/2016|03:51||1|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SM -  01|8|48|6||K|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
43|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1550|2016052312|23/05/2016|10:00|23/05/2016|15:00|PG2|24|GB02|02|||||||||||||PG2-24|722C-G-G2|23/05/2016|15:00|24/05/2016|03:51||2|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SN -  01|8|48|6||K|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
44|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1550|2016052312|23/05/2016|10:00|23/05/2016|15:00|PG2|24|GB02|02|||||||||||||PG2-24|722C-G-G2|23/05/2016|15:00|24/05/2016|03:51||3|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SO -  01|8|48|6||L|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
45|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1550|2016052312|23/05/2016|10:00|23/05/2016|15:00|PG2|24|GB02|02|||||||||||||PG2-24|722C-G-G2|23/05/2016|15:00|24/05/2016|03:51||4|86160-02B00-00|SPEAKER ASSY  RADIO|7T62|..SP -  01|8|48|6||L|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
46|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|G2|1|1G FTTLBG2A1550|2016052312|23/05/2016|10:00|23/05/2016|15:00|PG2|24|GB02|02|||||||||||||PG2-24|722C-G-G2|23/05/2016|15:00|24/05/2016|03:51||5|86160-0K270-00|SPEAKER ASSY  RADIO|1A87|..SX -  28|30|150|5||J|23/05/2016|10:00|23/05/2016|06:00|23/05/2016|06:00||19/05/2016|07:30|2305||S1|
47|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A2149|2016052312|23/05/2016|09:00|23/05/2016|12:30|PPA1|36|CB09|02|||||||||||||PPA1-36|722F-P-P1|23/05/2016|12:30|24/05/2016|04:04||1|86160-0K430-00|SPEAKER ASSY  RADIO|I880|B2.SX- L04|16|48|3||3|23/05/2016|09:00|23/05/2016|03:00|23/05/2016|03:00||19/05/2016|07:30|2305|||
48|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLBP1A2149|2016052312|23/05/2016|09:00|23/05/2016|12:30|PPA1|36|CB09|02|||||||||||||PPA1-36|722F-P-P1|23/05/2016|12:30|24/05/2016|04:04||2|86160-0K430-00|SPEAKER ASSY  RADIO|I880|C4.SW- R05|16|32|2||3|23/05/2016|09:00|23/05/2016|03:00|23/05/2016|03:00||19/05/2016|07:30|2305|||
49|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4328|2016052312|23/05/2016|17:20|23/05/2016|20:10|PSA|23|SB06|03|||||||||||||PSA-23|722B-S-S1|23/05/2016|20:10|23/05/2016|22:32||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - L05|16|32|2|||23/05/2016|17:20|23/05/2016|13:10|23/05/2016|13:10||23/05/2016|07:30|2305|||
50|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4328|2016052312|23/05/2016|17:20|23/05/2016|20:10|PSA|23|SB06|03|||||||||||||PSA-23|722B-S-S1|23/05/2016|20:10|23/05/2016|22:32||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - R05|16|32|2|||23/05/2016|17:20|23/05/2016|13:10|23/05/2016|13:10||23/05/2016|07:30|2305|||
51|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4328|2016052312|23/05/2016|17:20|23/05/2016|20:10|PSA|23|SB06|03|||||||||||||PSA-23|722B-S-S1|23/05/2016|20:10|23/05/2016|22:32||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|64|4|||23/05/2016|17:20|23/05/2016|13:10|23/05/2016|13:10||23/05/2016|07:30|2305|||
52|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4329|2016052313|23/05/2016|17:20|23/05/2016|20:10|PSA|25|SB06|03|||||||||||||PSA-25|722B-S-S1|23/05/2016|20:10|24/05/2016|00:30||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - L05|16|48|3|||23/05/2016|17:20|23/05/2016|13:10|23/05/2016|13:10||23/05/2016|07:30|2305|||
53|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4329|2016052313|23/05/2016|17:20|23/05/2016|20:10|PSA|25|SB06|03|||||||||||||PSA-25|722B-S-S1|23/05/2016|20:10|24/05/2016|00:30||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - R05|16|32|2|||23/05/2016|17:20|23/05/2016|13:10|23/05/2016|13:10||23/05/2016|07:30|2305|||
54|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4329|2016052313|23/05/2016|17:20|23/05/2016|20:10|PSA|25|SB06|03|||||||||||||PSA-25|722B-S-S1|23/05/2016|20:10|24/05/2016|00:30||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|112|7|||23/05/2016|17:20|23/05/2016|13:10|23/05/2016|13:10||23/05/2016|07:30|2305|||
55|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4330|2016052314|23/05/2016|17:20|23/05/2016|20:10|PSA|27|SB06|03|||||||||||||PSA-27|722B-S-S1|23/05/2016|20:10|24/05/2016|01:27||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - L05|16|32|2|||23/05/2016|17:20|23/05/2016|13:10|23/05/2016|13:10||23/05/2016|07:30|2305|||
56|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4330|2016052314|23/05/2016|17:20|23/05/2016|20:10|PSA|27|SB06|03|||||||||||||PSA-27|722B-S-S1|23/05/2016|20:10|24/05/2016|01:27||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|BP1. - R05|16|48|3|||23/05/2016|17:20|23/05/2016|13:10|23/05/2016|13:10||23/05/2016|07:30|2305|||
57|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4330|2016052314|23/05/2016|17:20|23/05/2016|20:10|PSA|27|SB06|03|||||||||||||PSA-27|722B-S-S1|23/05/2016|20:10|24/05/2016|01:27||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|112|7|||23/05/2016|17:20|23/05/2016|13:10|23/05/2016|13:10||23/05/2016|07:30|2305|||
