1|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|B|BANGPAKONG|BN|1|1B FTTLABNA1672|2017111001|10/11/2017|20:55|11/11/2017|02:00|PSF|24|ED06|04|||||||||||||PSF-24|722E-B-PK|11/11/2017|02:00|11/11/2017|03:51||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-08-C4|10|10|1||G|10/11/2017|20:55|10/11/2017|15:55|10/11/2017|15:55||10/11/2017|07:30|1011|||CB2|
12|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5659|2017111003|10/11/2017|05:23|10/11/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|10/11/2017|10:20|10/11/2017|14:26||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|32|8|||10/11/2017|05:23|10/11/2017|01:13|10/11/2017|01:13||09/11/2017|07:30|1011||||
13|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5659|2017111003|10/11/2017|05:23|10/11/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|10/11/2017|10:20|10/11/2017|14:26||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|12|3||8|10/11/2017|05:23|10/11/2017|01:13|10/11/2017|01:13||09/11/2017|07:30|1011||||
14|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5659|2017111003|10/11/2017|05:23|10/11/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|10/11/2017|10:20|10/11/2017|14:26||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||8|10/11/2017|05:23|10/11/2017|01:13|10/11/2017|01:13||09/11/2017|07:30|1011||||
15|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5659|2017111003|10/11/2017|05:23|10/11/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|10/11/2017|10:20|10/11/2017|14:26||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|24|6||8|10/11/2017|05:23|10/11/2017|01:13|10/11/2017|01:13||09/11/2017|07:30|1011||||
16|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5659|2017111003|10/11/2017|05:23|10/11/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|10/11/2017|10:20|10/11/2017|14:26||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|12|3||8|10/11/2017|05:23|10/11/2017|01:13|10/11/2017|01:13||09/11/2017|07:30|1011||||
17|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5593|2017111004|10/11/2017|13:17|10/11/2017|20:00|PPA1|23|CD16|02|||||||||||||PPA1-23|722F-P-P1|10/11/2017|20:00|11/11/2017|03:13||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|36|9|||10/11/2017|13:17|10/11/2017|07:22|10/11/2017|07:22||09/11/2017|07:30|1011||||
18|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5593|2017111004|10/11/2017|13:17|10/11/2017|20:00|PPA1|23|CD16|02|||||||||||||PPA1-23|722F-P-P1|10/11/2017|20:00|11/11/2017|03:13||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|16|4|||10/11/2017|13:17|10/11/2017|07:22|10/11/2017|07:22||09/11/2017|07:30|1011||||
19|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5593|2017111004|10/11/2017|13:17|10/11/2017|20:00|PPA1|23|CD16|02|||||||||||||PPA1-23|722F-P-P1|10/11/2017|20:00|11/11/2017|03:13||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|8|2|||10/11/2017|13:17|10/11/2017|07:22|10/11/2017|07:22||09/11/2017|07:30|1011||||
20|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5593|2017111004|10/11/2017|13:17|10/11/2017|20:00|PPA1|23|CD16|02|||||||||||||PPA1-23|722F-P-P1|10/11/2017|20:00|11/11/2017|03:13||4|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1|||10/11/2017|13:17|10/11/2017|07:22|10/11/2017|07:22||09/11/2017|07:30|1011||||
21|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5593|2017111004|10/11/2017|13:17|10/11/2017|20:00|PPA1|23|CD16|02|||||||||||||PPA1-23|722F-P-P1|10/11/2017|20:00|11/11/2017|03:13||5|86140-0KA70-00|RECEIVER ASSY  RADIO & DISPLAY|H704|A4.SA- R11|4|4|1|||10/11/2017|13:17|10/11/2017|07:22|10/11/2017|07:22||09/11/2017|07:30|1011||||
22|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5593|2017111004|10/11/2017|13:17|10/11/2017|20:00|PPA1|23|CD16|02|||||||||||||PPA1-23|722F-P-P1|10/11/2017|20:00|11/11/2017|03:13||6|86120-0KA41-00|RECEIVER ASSY  RADIO|K049|A5.SA- R10|4|4|1|||10/11/2017|13:17|10/11/2017|07:22|10/11/2017|07:22||09/11/2017|07:30|1011||||
23|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5660|2017111004|10/11/2017|05:23|10/11/2017|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|10/11/2017|10:20|10/11/2017|19:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|16|4|||10/11/2017|05:23|10/11/2017|01:13|10/11/2017|01:13||09/11/2017|07:30|1011||||
24|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5660|2017111004|10/11/2017|05:23|10/11/2017|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|10/11/2017|10:20|10/11/2017|19:30||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|16|4||8|10/11/2017|05:23|10/11/2017|01:13|10/11/2017|01:13||09/11/2017|07:30|1011||||
25|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5660|2017111004|10/11/2017|05:23|10/11/2017|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|10/11/2017|10:20|10/11/2017|19:30||3|86120-0KA41-00|RECEIVER ASSY RADIO|D885|IP1  - A03|4|4|1||8|10/11/2017|05:23|10/11/2017|01:13|10/11/2017|01:13||09/11/2017|07:30|1011||||
26|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5660|2017111004|10/11/2017|05:23|10/11/2017|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|10/11/2017|10:20|10/11/2017|19:30||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|16|4||8|10/11/2017|05:23|10/11/2017|01:13|10/11/2017|01:13||09/11/2017|07:30|1011||||
27|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5660|2017111004|10/11/2017|05:23|10/11/2017|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|10/11/2017|10:20|10/11/2017|19:30||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|12|3||8|10/11/2017|05:23|10/11/2017|01:13|10/11/2017|01:13||09/11/2017|07:30|1011||||
28|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5661|2017111005|10/11/2017|05:23|10/11/2017|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|10/11/2017|10:20|10/11/2017|22:33||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|16|4|||10/11/2017|05:23|10/11/2017|01:13|10/11/2017|01:13||09/11/2017|07:30|1011||||
29|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5661|2017111005|10/11/2017|05:23|10/11/2017|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|10/11/2017|10:20|10/11/2017|22:33||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|16|4||8|10/11/2017|05:23|10/11/2017|01:13|10/11/2017|01:13||09/11/2017|07:30|1011||||
30|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5661|2017111005|10/11/2017|05:23|10/11/2017|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|10/11/2017|10:20|10/11/2017|22:33||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|20|5||8|10/11/2017|05:23|10/11/2017|01:13|10/11/2017|01:13||09/11/2017|07:30|1011||||
31|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5661|2017111005|10/11/2017|05:23|10/11/2017|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|10/11/2017|10:20|10/11/2017|22:33||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|12|3||8|10/11/2017|05:23|10/11/2017|01:13|10/11/2017|01:13||09/11/2017|07:30|1011||||
32|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5662|2017111006|10/11/2017|16:50|10/11/2017|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|10/11/2017|22:40|11/11/2017|02:26||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|20|5|||10/11/2017|16:50|10/11/2017|12:40|10/11/2017|12:40||10/11/2017|07:30|1011||||
33|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5662|2017111006|10/11/2017|16:50|10/11/2017|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|10/11/2017|22:40|11/11/2017|02:26||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|16|4||8|10/11/2017|16:50|10/11/2017|12:40|10/11/2017|12:40||10/11/2017|07:30|1011||||
34|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5662|2017111006|10/11/2017|16:50|10/11/2017|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|10/11/2017|22:40|11/11/2017|02:26||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|8|2||8|10/11/2017|16:50|10/11/2017|12:40|10/11/2017|12:40||10/11/2017|07:30|1011||||
35|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5662|2017111006|10/11/2017|16:50|10/11/2017|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|10/11/2017|22:40|11/11/2017|02:26||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|12|3||8|10/11/2017|16:50|10/11/2017|12:40|10/11/2017|12:40||10/11/2017|07:30|1011||||
36|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5662|2017111006|10/11/2017|16:50|10/11/2017|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|10/11/2017|22:40|11/11/2017|02:26||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||8|10/11/2017|16:50|10/11/2017|12:40|10/11/2017|12:40||10/11/2017|07:30|1011||||
37|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|C|GATEWAY#2|C5|1|1C FTTLAC5A0249|2017111101|10/11/2017|11:54|11/11/2017|08:56|KD01|01|KD01|01|||||||||||||||||11/11/2017|08:56||1|86100-02241-00|RECEIVER ASSY  RADIO & NAVIGATION|T575|ECI  -  C1|3|3|1|||10/11/2017|11:54|10/11/2017|07:01|10/11/2017|07:01||09/11/2017|07:30|1111||||
38|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|C|GATEWAY#2|C5|1|1C FTTLAC5A0249|2017111101|10/11/2017|11:54|11/11/2017|08:56|KD01|01|KD01|01|||||||||||||||||11/11/2017|08:56||2|86140-02550-00|RECEIVER ASSY  RADIO & DISPLAY|T502|LQ   -  04|3|27|9|||10/11/2017|11:54|10/11/2017|07:01|10/11/2017|07:01||09/11/2017|07:30|1111||||
39|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5594|2017111101|11/11/2017|02:07|11/11/2017|07:30|PPA1|05|CD16|01|||||||||||||PPA1-05|722F-P-P1|11/11/2017|07:30|11/11/2017|10:13||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|16|4|||11/11/2017|02:07|10/11/2017|20:12|10/11/2017|20:12||10/11/2017|07:30|1111||||
40|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5594|2017111101|11/11/2017|02:07|11/11/2017|07:30|PPA1|05|CD16|01|||||||||||||PPA1-05|722F-P-P1|11/11/2017|07:30|11/11/2017|10:13||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||11/11/2017|02:07|10/11/2017|20:12|10/11/2017|20:12||10/11/2017|07:30|1111||||
41|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5594|2017111101|11/11/2017|02:07|11/11/2017|07:30|PPA1|05|CD16|01|||||||||||||PPA1-05|722F-P-P1|11/11/2017|07:30|11/11/2017|10:13||3|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1|||11/11/2017|02:07|10/11/2017|20:12|10/11/2017|20:12||10/11/2017|07:30|1111||||
42|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5594|2017111101|11/11/2017|02:07|11/11/2017|07:30|PPA1|05|CD16|01|||||||||||||PPA1-05|722F-P-P1|11/11/2017|07:30|11/11/2017|10:13||4|86100-0K101-00|RECEIVER ASSY  RADIO & NAVIGATION|U805|A5.SA- R10|4|4|1|||11/11/2017|02:07|10/11/2017|20:12|10/11/2017|20:12||10/11/2017|07:30|1111||||
43|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5594|2017111101|11/11/2017|02:07|11/11/2017|07:30|PPA1|05|CD16|01|||||||||||||PPA1-05|722F-P-P1|11/11/2017|07:30|11/11/2017|10:13||5|86100-0K143-00|RECEIVER ASSY  RADIO & NAVIGATION|U803|A5.SA- R10|4|4|1|||11/11/2017|02:07|10/11/2017|20:12|10/11/2017|20:12||10/11/2017|07:30|1111||||
44|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5663|2017111101|10/11/2017|16:50|10/11/2017|22:40|PSA|01|SD11|06|||||||||||||PSA-01|722B-S-S1|10/11/2017|22:40|11/11/2017|07:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|28|7|||10/11/2017|16:50|10/11/2017|12:40|10/11/2017|12:40||10/11/2017|07:30|1111||||
45|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5663|2017111101|10/11/2017|16:50|10/11/2017|22:40|PSA|01|SD11|06|||||||||||||PSA-01|722B-S-S1|10/11/2017|22:40|11/11/2017|07:30||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|12|3||8|10/11/2017|16:50|10/11/2017|12:40|10/11/2017|12:40||10/11/2017|07:30|1111||||
46|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5663|2017111101|10/11/2017|16:50|10/11/2017|22:40|PSA|01|SD11|06|||||||||||||PSA-01|722B-S-S1|10/11/2017|22:40|11/11/2017|07:30||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||8|10/11/2017|16:50|10/11/2017|12:40|10/11/2017|12:40||10/11/2017|07:30|1111||||
47|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5663|2017111101|10/11/2017|16:50|10/11/2017|22:40|PSA|01|SD11|06|||||||||||||PSA-01|722B-S-S1|10/11/2017|22:40|11/11/2017|07:30||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|28|7||8|10/11/2017|16:50|10/11/2017|12:40|10/11/2017|12:40||10/11/2017|07:30|1111||||
48|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5663|2017111101|10/11/2017|16:50|10/11/2017|22:40|PSA|01|SD11|06|||||||||||||PSA-01|722B-S-S1|10/11/2017|22:40|11/11/2017|07:30||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|12|3||8|10/11/2017|16:50|10/11/2017|12:40|10/11/2017|12:40||10/11/2017|07:30|1111||||
49|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5595|2017111102|11/11/2017|02:07|11/11/2017|07:30|PPA1|11|CD16|01|||||||||||||PPA1-11|722F-P-P1|11/11/2017|07:30|11/11/2017|15:13||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|20|5|||11/11/2017|02:07|10/11/2017|20:12|10/11/2017|20:12||10/11/2017|07:30|1111||||
50|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5595|2017111102|11/11/2017|02:07|11/11/2017|07:30|PPA1|11|CD16|01|||||||||||||PPA1-11|722F-P-P1|11/11/2017|07:30|11/11/2017|15:13||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|16|4|||11/11/2017|02:07|10/11/2017|20:12|10/11/2017|20:12||10/11/2017|07:30|1111||||
51|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5595|2017111102|11/11/2017|02:07|11/11/2017|07:30|PPA1|11|CD16|01|||||||||||||PPA1-11|722F-P-P1|11/11/2017|07:30|11/11/2017|15:13||3|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1|||11/11/2017|02:07|10/11/2017|20:12|10/11/2017|20:12||10/11/2017|07:30|1111||||
52|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5595|2017111102|11/11/2017|02:07|11/11/2017|07:30|PPA1|11|CD16|01|||||||||||||PPA1-11|722F-P-P1|11/11/2017|07:30|11/11/2017|15:13||4|86100-0K213-00|RECEIVER ASSY  RADIO & NAVIGATION|U804|A5.SA- R10|4|4|1|||11/11/2017|02:07|10/11/2017|20:12|10/11/2017|20:12||10/11/2017|07:30|1111||||
53|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5595|2017111102|11/11/2017|02:07|11/11/2017|07:30|PPA1|11|CD16|01|||||||||||||PPA1-11|722F-P-P1|11/11/2017|07:30|11/11/2017|15:13||5|86120-0KA41-00|RECEIVER ASSY  RADIO|K049|A5.SA- R10|4|4|1|||11/11/2017|02:07|10/11/2017|20:12|10/11/2017|20:12||10/11/2017|07:30|1111||||
54|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5595|2017111102|11/11/2017|02:07|11/11/2017|07:30|PPA1|11|CD16|01|||||||||||||PPA1-11|722F-P-P1|11/11/2017|07:30|11/11/2017|15:13||6|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|4|1|||11/11/2017|02:07|10/11/2017|20:12|10/11/2017|20:12||10/11/2017|07:30|1111||||
55|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B5595|2017111102|11/11/2017|02:07|11/11/2017|07:30|PPA1|11|CD16|01|||||||||||||PPA1-11|722F-P-P1|11/11/2017|07:30|11/11/2017|15:13||7|89040-0K030-00|SIREN ASSY  THEFT WARNING|U365|T4.SW- R06|16|16|1|||11/11/2017|02:07|10/11/2017|20:12|10/11/2017|20:12||10/11/2017|07:30|1111||||
56|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5664|2017111102|10/11/2017|16:50|10/11/2017|22:40|PSA|05|SD11|06|||||||||||||PSA-05|722B-S-S1|10/11/2017|22:40|11/11/2017|10:33||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|20|5|||10/11/2017|16:50|10/11/2017|12:40|10/11/2017|12:40||10/11/2017|07:30|1111||||
57|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B5664|2017111102|10/11/2017|16:50|10/11/2017|22:40|PSA|05|SD11|06|||||||||||||PSA-05|722B-S-S1|10/11/2017|22:40|11/11/2017|10:33||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|12|3||8|10/11/2017|16:50|10/11/2017|12:40|10/11/2017|12:40||10/11/2017|07:30|1111||||
