ASN201603040,GM,GGA1,3-Mar-16,FTTL,09:20,1,23402910,T-6,,111000-58810101,RADIO ASM-RECEIVER,GGA1,128,32,
ASN201603046,GM,GGA1,4-Mar-16,FTTL,09:20,1,52033622,16cm full,,153000-23100101,Speaker with inductor,GGA1,5,1,
ASN201603046,GM,GGA1,4-Mar-16,FTTL,09:20,2,52033623,16cm full,,153000-23200101,Speaker with inductor,GGA1,480,96,
ASN201603046,GM,GGA1,4-Mar-16,FTTL,09:20,3,52033624,"6""x 9""",,153000-23000101,Speaker 6x9'' Woofer,GGA1,6,2,
ASN201603046,GM,GGA1,4-Mar-16,FTTL,09:20,4,52033625,"6""x 9""",,153000-22900101,"Speaker 6""x9"" 4W Full Range",GGA1,432,144,
