1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1703|2017122301|23/12/2017|20:45|24/12/2017|01:45|PSF|23|ED06|04|||||||||||||PSF-23|722E-B-PK|24/12/2017|01:45|24/12/2017|03:13||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-08-C4|10|10|1||G|23/12/2017|20:45|23/12/2017|15:45|23/12/2017|15:45||23/12/2017|07:30|2312|||CB2|
2|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5851|2017122303|23/12/2017|04:52|23/12/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|23/12/2017|10:20|23/12/2017|14:26||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|36|9|||23/12/2017|04:52|23/12/2017|00:42|23/12/2017|00:42||22/12/2017|07:30|2312||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5851|2017122303|23/12/2017|04:52|23/12/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|23/12/2017|10:20|23/12/2017|14:26||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|8|2||8|23/12/2017|04:52|23/12/2017|00:42|23/12/2017|00:42||22/12/2017|07:30|2312||||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5851|2017122303|23/12/2017|04:52|23/12/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|23/12/2017|10:20|23/12/2017|14:26||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|4|1||8|23/12/2017|04:52|23/12/2017|00:42|23/12/2017|00:42||22/12/2017|07:30|2312||||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5851|2017122303|23/12/2017|04:52|23/12/2017|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|23/12/2017|10:20|23/12/2017|14:26||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||8|23/12/2017|04:52|23/12/2017|00:42|23/12/2017|00:42||22/12/2017|07:30|2312||||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5749|2017122304|23/12/2017|13:17|23/12/2017|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/12/2017|20:00|23/12/2017|21:25||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|28|7|||23/12/2017|13:17|23/12/2017|07:22|23/12/2017|07:22||22/12/2017|07:30|2312||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5749|2017122304|23/12/2017|13:17|23/12/2017|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/12/2017|20:00|23/12/2017|21:25||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||23/12/2017|13:17|23/12/2017|07:22|23/12/2017|07:22||22/12/2017|07:30|2312||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5749|2017122304|23/12/2017|13:17|23/12/2017|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/12/2017|20:00|23/12/2017|21:25||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||23/12/2017|13:17|23/12/2017|07:22|23/12/2017|07:22||22/12/2017|07:30|2312||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5749|2017122304|23/12/2017|13:17|23/12/2017|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/12/2017|20:00|23/12/2017|21:25||4|86140-0K570-00|RECEIVER ASSY  RADIO & DISPLAY|H713|A4.SA- R11|4|4|1|||23/12/2017|13:17|23/12/2017|07:22|23/12/2017|07:22||22/12/2017|07:30|2312||||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5749|2017122304|23/12/2017|13:17|23/12/2017|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/12/2017|20:00|23/12/2017|21:25||5|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1|||23/12/2017|13:17|23/12/2017|07:22|23/12/2017|07:22||22/12/2017|07:30|2312||||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5749|2017122304|23/12/2017|13:17|23/12/2017|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/12/2017|20:00|23/12/2017|21:25||6|86100-0K143-00|RECEIVER ASSY  RADIO & NAVIGATION|U803|A5.SA- R10|4|4|1|||23/12/2017|13:17|23/12/2017|07:22|23/12/2017|07:22||22/12/2017|07:30|2312||||
