1|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|P|BANPHO|OP|1|1P FTTL1OPA0980|2023020801|04/02/2023|00:00|08/02/2023|13:30|-|-||||||||||||||||||||||1|PC5C2-0K00R-T2|TRANSCEIVER, TELEPHONE SET|1||5|90|18|||08/02/2023|13:30|07/02/2023|17:00|07/02/2023|17:00||04/02/2023|17:01|||||
2|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|S|SAMRONG|OS|1|1S FTTL1OSA1641|2023020801|04/02/2023|00:00|08/02/2023|10:20|-|-||||||||||||||||||||||1|PC5C2-0K00R-T2|TRANSCEIVER, TELEPHONE SET|1||5|70|14|||08/02/2023|10:20|07/02/2023|17:00|07/02/2023|17:00||04/02/2023|17:01|||||
3|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OW|1|1G FTTL1OWA1704|2023020801|04/02/2023|00:00|08/02/2023|10:30|-|-||||||||||||||||||||||1|P2600-0D004-T2|RECEIVER ASSY, RADIO&DISPLAY,EDA|1||3|3|1|||08/02/2023|10:30|07/02/2023|17:00|07/02/2023|17:00||04/02/2023|17:01|||||
4|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OW|1|1G FTTL1OWA1704|2023020801|04/02/2023|00:00|08/02/2023|10:30|-|-||||||||||||||||||||||2|P2600-0D007-T2|RECEIVER ASSY, RADIO&DISPLAY,EDA|1||3|6|2|||08/02/2023|10:30|07/02/2023|17:00|07/02/2023|17:00||04/02/2023|17:01|||||
5|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3322|2023020802|07/02/2023|20:48|08/02/2023|05:18|PG2|16|GD04|03|||||||||||||PG2-16|722C-G-G2|08/02/2023|05:18|08/02/2023|15:13||1|PC5C2-BY006-00|TRANSCEIVER  TELEPHONE|7U76|ZI   -  12|10|120|12|||07/02/2023|20:48|07/02/2023|01:48|07/02/2023|01:48||06/02/2023|07:30|0802||||
6|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3323|2023020803|08/02/2023|13:07|08/02/2023|21:24|PG2|28|GD04|02|||||||||||||PG2-28|722C-G-G2|08/02/2023|21:24|09/02/2023|00:30||1|PC5C2-BY006-00|TRANSCEIVER  TELEPHONE|7U76|ZI   -  12|10|60|6|||08/02/2023|13:07|07/02/2023|18:07|07/02/2023|18:07||07/02/2023|07:30|0802||||
7|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3324|2023020901|08/02/2023|13:07|08/02/2023|21:24|PG2|04|GD04|02|||||||||||||PG2-04|722C-G-G2|08/02/2023|21:24|09/02/2023|08:46||1|PC5C2-BY006-00|TRANSCEIVER  TELEPHONE|7U76|ZI   -  12|10|120|12|||08/02/2023|13:07|07/02/2023|18:07|07/02/2023|18:07||07/02/2023|07:30|0902||||
8|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|P|BANPHO|OP|1|1P FTTL1OPA0982|2023020901|06/02/2023|00:00|09/02/2023|13:30|-|-||||||||||||||||||||||1|PC5C2-0K00R-T2|TRANSCEIVER, TELEPHONE SET|1||5|90|18|||09/02/2023|13:30|08/02/2023|17:00|08/02/2023|17:00||06/02/2023|17:01|||||
9|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|S|SAMRONG|OS|1|1S FTTL1OSA1642|2023020901|06/02/2023|00:00|09/02/2023|10:20|-|-||||||||||||||||||||||1|PC5C2-0K00R-T2|TRANSCEIVER, TELEPHONE SET|1||5|70|14|||09/02/2023|10:20|08/02/2023|17:00|08/02/2023|17:00||06/02/2023|17:01|||||
10|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3325|2023020902|08/02/2023|20:48|09/02/2023|05:18|PG2|16|GD04|03|||||||||||||PG2-16|722C-G-G2|09/02/2023|05:18|09/02/2023|15:13||1|PC5C2-BY006-00|TRANSCEIVER  TELEPHONE|7U76|ZI   -  12|10|120|12|||08/02/2023|20:48|08/02/2023|01:48|08/02/2023|01:48||07/02/2023|07:30|0902||||
