TNTH__2500002,IMCT,SPIMIT,9-May-22,TNTH,1,898296-4501,I-107TH,139001-55310101,,2N1A428400,1,1,,,
TNTH__2500002,IMCT,SPIMIT,9-May-22,TNTH,2,898296-4501,I-107TH,139001-55310101,,2N1A466600,1,1,,,
