1|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|B|BANGPAKONG|BN|1|1B FTTLABNA1498|2016110701|07/11/2016|20:55|08/11/2016|00:50|PSF|22|ED06|02|||||||||||||PSF-22|722E-B-PK|08/11/2016|00:50|08/11/2016|02:25||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-04-A4|10|20|2||V|07/11/2016|20:55|07/11/2016|15:55|07/11/2016|15:55||07/11/2016|07:30|0711|||CB2|
2|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|OB|1|1P FTTLAOBA0499|2016110701|07/11/2016|19:45|08/11/2016|03:00|CD16|02|CD16|02|||||||||||||CD16-02||08/11/2016|03:00||||1|PC600-0K01G-00|MANUAL OWNERS|J743|O3.SI- R07|10|10|1|||07/11/2016|19:45|07/11/2016|13:50|07/11/2016|13:50||07/11/2016|07:30|0711||||
3|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4309|2016110705|07/11/2016|08:15|07/11/2016|14:40|PPA1|20|CD16|01|||||||||||||PPA1-20|722F-P-P1|07/11/2016|14:40|07/11/2016|20:56||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|8|2||3|07/11/2016|08:15|07/11/2016|02:20|07/11/2016|02:20||04/11/2016|07:30|0711||||
4|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4309|2016110705|07/11/2016|08:15|07/11/2016|14:40|PPA1|20|CD16|01|||||||||||||PPA1-20|722F-P-P1|07/11/2016|14:40|07/11/2016|20:56||2|86100-0K212-00|RECEIVER ASSY  RADIO & NAVIGATION|K030|A4.SA- R11|4|4|1||3|07/11/2016|08:15|07/11/2016|02:20|07/11/2016|02:20||04/11/2016|07:30|0711||||
5|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4309|2016110705|07/11/2016|08:15|07/11/2016|14:40|PPA1|20|CD16|01|||||||||||||PPA1-20|722F-P-P1|07/11/2016|14:40|07/11/2016|20:56||3|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|32|8||3|07/11/2016|08:15|07/11/2016|02:20|07/11/2016|02:20||04/11/2016|07:30|0711||||
6|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4309|2016110705|07/11/2016|08:15|07/11/2016|14:40|PPA1|20|CD16|01|||||||||||||PPA1-20|722F-P-P1|07/11/2016|14:40|07/11/2016|20:56||4|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|8|2||3|07/11/2016|08:15|07/11/2016|02:20|07/11/2016|02:20||04/11/2016|07:30|0711||||
7|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4309|2016110705|07/11/2016|08:15|07/11/2016|14:40|PPA1|20|CD16|01|||||||||||||PPA1-20|722F-P-P1|07/11/2016|14:40|07/11/2016|20:56||5|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1||3|07/11/2016|08:15|07/11/2016|02:20|07/11/2016|02:20||04/11/2016|07:30|0711||||
8|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4309|2016110705|07/11/2016|08:15|07/11/2016|14:40|PPA1|20|CD16|01|||||||||||||PPA1-20|722F-P-P1|07/11/2016|14:40|07/11/2016|20:56||6|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1||3|07/11/2016|08:15|07/11/2016|02:20|07/11/2016|02:20||04/11/2016|07:30|0711||||
9|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4124|2016110705|07/11/2016|09:05|07/11/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|07/11/2016|15:45|07/11/2016|22:13||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|52|13||B|07/11/2016|09:05|07/11/2016|04:55|07/11/2016|04:55||04/11/2016|07:30|0711||||
10|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4124|2016110705|07/11/2016|09:05|07/11/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|07/11/2016|15:45|07/11/2016|22:13||2|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|B    - 02.|4|8|2||B|07/11/2016|09:05|07/11/2016|04:55|07/11/2016|04:55||04/11/2016|07:30|0711||||
11|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4124|2016110705|07/11/2016|09:05|07/11/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|07/11/2016|15:45|07/11/2016|22:13||3|86100-0K142-00|RECEIVER ASSY RADIO & NAVIGATION|D860|IP1. - A03|4|8|2||B|07/11/2016|09:05|07/11/2016|04:55|07/11/2016|04:55||04/11/2016|07:30|0711||||
12|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4124|2016110705|07/11/2016|09:05|07/11/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|07/11/2016|15:45|07/11/2016|22:13||4|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||B|07/11/2016|09:05|07/11/2016|04:55|07/11/2016|04:55||04/11/2016|07:30|0711||||
13|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4310|2016110706|07/11/2016|08:15|07/11/2016|14:40|PPA1|24|CD16|01|||||||||||||PPA1-24|722F-P-P1|07/11/2016|14:40|07/11/2016|23:01||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|8|2||3|07/11/2016|08:15|07/11/2016|02:20|07/11/2016|02:20||04/11/2016|07:30|0711||||
14|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4310|2016110706|07/11/2016|08:15|07/11/2016|14:40|PPA1|24|CD16|01|||||||||||||PPA1-24|722F-P-P1|07/11/2016|14:40|07/11/2016|23:01||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|32|8||3|07/11/2016|08:15|07/11/2016|02:20|07/11/2016|02:20||04/11/2016|07:30|0711||||
