1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1711|2018011101|11/01/2018|20:45|12/01/2018|01:45|PSF|23|ED06|04|||||||||||||PSF-23|722E-B-PK|12/01/2018|01:45|12/01/2018|03:13||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-08-C4|10|10|1||G|11/01/2018|20:45|11/01/2018|15:45|11/01/2018|15:45||11/01/2018|07:30|1101|||CB2|
2|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5905|2018011103|11/01/2018|04:52|11/01/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|11/01/2018|10:20|11/01/2018|14:26||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|36|9|||11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5905|2018011103|11/01/2018|04:52|11/01/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|11/01/2018|10:20|11/01/2018|14:26||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|20|5||8|11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5905|2018011103|11/01/2018|04:52|11/01/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|11/01/2018|10:20|11/01/2018|14:26||3|86120-0KA41-00|RECEIVER ASSY RADIO|D885|IP1  - A03|4|4|1||8|11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5905|2018011103|11/01/2018|04:52|11/01/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|11/01/2018|10:20|11/01/2018|14:26||4|86120-0KA50-00|RECEIVER ASSY RADIO|A796|IP1. - A08|4|4|1||8|11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5905|2018011103|11/01/2018|04:52|11/01/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|11/01/2018|10:20|11/01/2018|14:26||5|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|20|5||8|11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5905|2018011103|11/01/2018|04:52|11/01/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|11/01/2018|10:20|11/01/2018|14:26||6|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||8|11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5803|2018011104|11/01/2018|13:17|11/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|11/01/2018|20:00|11/01/2018|21:25||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|28|7|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5803|2018011104|11/01/2018|13:17|11/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|11/01/2018|20:00|11/01/2018|21:25||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5803|2018011104|11/01/2018|13:17|11/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|11/01/2018|20:00|11/01/2018|21:25||3|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|8|2|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5803|2018011104|11/01/2018|13:17|11/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|11/01/2018|20:00|11/01/2018|21:25||4|86100-0K143-00|RECEIVER ASSY  RADIO & NAVIGATION|U803|A5.SA- R10|4|4|1|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
12|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5803|2018011104|11/01/2018|13:17|11/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|11/01/2018|20:00|11/01/2018|21:25||5|86100-0K213-00|RECEIVER ASSY  RADIO & NAVIGATION|U804|A5.SA- R10|4|4|1|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
13|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5803|2018011104|11/01/2018|13:17|11/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|11/01/2018|20:00|11/01/2018|21:25||6|86120-0KA41-00|RECEIVER ASSY  RADIO|K049|A5.SA- R10|4|4|1|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
14|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5803|2018011104|11/01/2018|13:17|11/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|11/01/2018|20:00|11/01/2018|21:25||7|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|4|1|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
15|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5906|2018011104|11/01/2018|04:52|11/01/2018|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|11/01/2018|10:20|11/01/2018|19:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|16|4|||11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
16|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5906|2018011104|11/01/2018|04:52|11/01/2018|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|11/01/2018|10:20|11/01/2018|19:30||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|16|4||8|11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
17|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5906|2018011104|11/01/2018|04:52|11/01/2018|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|11/01/2018|10:20|11/01/2018|19:30||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||8|11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
18|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5906|2018011104|11/01/2018|04:52|11/01/2018|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|11/01/2018|10:20|11/01/2018|19:30||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|16|4||8|11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
19|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5906|2018011104|11/01/2018|04:52|11/01/2018|10:20|PSA|13|SD11|02|||||||||||||PSA-13|722B-S-S1|11/01/2018|10:20|11/01/2018|19:30||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|12|3||8|11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
20|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5804|2018011105|11/01/2018|13:17|11/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|11/01/2018|20:00|12/01/2018|01:08||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|4|1|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
21|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5804|2018011105|11/01/2018|13:17|11/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|11/01/2018|20:00|12/01/2018|01:08||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
22|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5804|2018011105|11/01/2018|13:17|11/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|11/01/2018|20:00|12/01/2018|01:08||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|8|2|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
23|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5804|2018011105|11/01/2018|13:17|11/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|11/01/2018|20:00|12/01/2018|01:08||4|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|8|2|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
24|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5804|2018011105|11/01/2018|13:17|11/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|11/01/2018|20:00|12/01/2018|01:08||5|86100-0K101-00|RECEIVER ASSY  RADIO & NAVIGATION|U805|A5.SA- R10|4|4|1|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
25|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5907|2018011105|11/01/2018|04:52|11/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|11/01/2018|10:20|11/01/2018|22:33||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|40|10|||11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
26|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5907|2018011105|11/01/2018|04:52|11/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|11/01/2018|10:20|11/01/2018|22:33||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|20|5||8|11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
27|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5907|2018011105|11/01/2018|04:52|11/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|11/01/2018|10:20|11/01/2018|22:33||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||8|11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
28|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5907|2018011105|11/01/2018|04:52|11/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|11/01/2018|10:20|11/01/2018|22:33||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|20|5||8|11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
29|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5907|2018011105|11/01/2018|04:52|11/01/2018|10:20|PSA|17|SD11|02|||||||||||||PSA-17|722B-S-S1|11/01/2018|10:20|11/01/2018|22:33||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||8|11/01/2018|04:52|11/01/2018|00:42|11/01/2018|00:42||10/01/2018|07:30|1101||||
30|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5805|2018011106|11/01/2018|13:17|11/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|11/01/2018|20:00|12/01/2018|03:51||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|28|7|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
31|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5805|2018011106|11/01/2018|13:17|11/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|11/01/2018|20:00|12/01/2018|03:51||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
32|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5805|2018011106|11/01/2018|13:17|11/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|11/01/2018|20:00|12/01/2018|03:51||3|86140-0K570-00|RECEIVER ASSY  RADIO & DISPLAY|H713|A4.SA- R11|4|4|1|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
33|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5805|2018011106|11/01/2018|13:17|11/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|11/01/2018|20:00|12/01/2018|03:51||4|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
34|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5805|2018011106|11/01/2018|13:17|11/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|11/01/2018|20:00|12/01/2018|03:51||5|86100-0K143-00|RECEIVER ASSY  RADIO & NAVIGATION|U803|A5.SA- R10|4|4|1|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
35|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5805|2018011106|11/01/2018|13:17|11/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|11/01/2018|20:00|12/01/2018|03:51||6|86100-0K213-00|RECEIVER ASSY  RADIO & NAVIGATION|U804|A5.SA- R10|4|4|1|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
36|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5805|2018011106|11/01/2018|13:17|11/01/2018|20:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|11/01/2018|20:00|12/01/2018|03:51||7|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|8|2|||11/01/2018|13:17|11/01/2018|07:22|11/01/2018|07:22||10/01/2018|07:30|1101||||
37|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5908|2018011106|11/01/2018|16:10|11/01/2018|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|11/01/2018|22:40|12/01/2018|02:26||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|40|10|||11/01/2018|16:10|11/01/2018|12:00|11/01/2018|12:00||11/01/2018|07:30|1101||||
38|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5908|2018011106|11/01/2018|16:10|11/01/2018|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|11/01/2018|22:40|12/01/2018|02:26||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|20|5||8|11/01/2018|16:10|11/01/2018|12:00|11/01/2018|12:00||11/01/2018|07:30|1101||||
39|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5908|2018011106|11/01/2018|16:10|11/01/2018|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|11/01/2018|22:40|12/01/2018|02:26||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|20|5||8|11/01/2018|16:10|11/01/2018|12:00|11/01/2018|12:00||11/01/2018|07:30|1101||||
40|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5908|2018011106|11/01/2018|16:10|11/01/2018|22:40|PSA|21|SD11|06|||||||||||||PSA-21|722B-S-S1|11/01/2018|22:40|12/01/2018|02:26||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|12|3||8|11/01/2018|16:10|11/01/2018|12:00|11/01/2018|12:00||11/01/2018|07:30|1101||||
41|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0291|2018011201|11/01/2018|15:30|12/01/2018|09:40|KD02|01|KD02|01|||||||||||||||||12/01/2018|09:40||1|86100-02241-00|RECEIVER ASSY  RADIO & NAVIGATION|T575|LQ   -  04|3|3|1|||11/01/2018|15:30|11/01/2018|10:37|11/01/2018|10:37||11/01/2018|07:30|1201||||
42|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0291|2018011201|11/01/2018|15:30|12/01/2018|09:40|KD02|01|KD02|01|||||||||||||||||12/01/2018|09:40||2|86140-02550-00|RECEIVER ASSY  RADIO & DISPLAY|T502|LQ   -  04|3|27|9|||11/01/2018|15:30|11/01/2018|10:37|11/01/2018|10:37||11/01/2018|07:30|1201||||
