1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1745|2018022601|26/02/2018|20:45|27/02/2018|01:45|PSF|23|ED06|04|||||||||||||PSF-23|722E-B-PK|27/02/2018|01:45|27/02/2018|03:13||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|T1-09-C4|10|20|2||F|26/02/2018|20:45|26/02/2018|15:45|26/02/2018|15:45||26/02/2018|07:30|2602|||CB2|
2|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0326|2018022602|26/02/2018|13:24|26/02/2018|20:53|GD05|03|GD05|03|||||||||||||GD05-03||26/02/2018|20:53||||1|PC600-0D01D-00|RECEIVER ASSY  RADIO&DISPLAY|29A5|..ZK -  05|3|3|1|||26/02/2018|13:24|26/02/2018|07:24|26/02/2018|07:24||23/02/2018|07:30|2602||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0326|2018022602|26/02/2018|13:24|26/02/2018|20:53|GD05|03|GD05|03|||||||||||||GD05-03||26/02/2018|20:53||||2|PC600-0D01G-00|MANUAL  OWNERS RADIO|29A6|BN   -  27|10|10|1|||26/02/2018|13:24|26/02/2018|07:24|26/02/2018|07:24||23/02/2018|07:30|2602||||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5974|2018022603|26/02/2018|15:31|26/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|26/02/2018|21:00|26/02/2018|22:51||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|44|11|||26/02/2018|15:31|26/02/2018|09:36|26/02/2018|09:36||26/02/2018|07:30|2602||||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5974|2018022603|26/02/2018|15:31|26/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|26/02/2018|21:00|26/02/2018|22:51||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|8|2|||26/02/2018|15:31|26/02/2018|09:36|26/02/2018|09:36||26/02/2018|07:30|2602||||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5974|2018022603|26/02/2018|15:31|26/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|26/02/2018|21:00|26/02/2018|22:51||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||26/02/2018|15:31|26/02/2018|09:36|26/02/2018|09:36||26/02/2018|07:30|2602||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5974|2018022603|26/02/2018|15:31|26/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|26/02/2018|21:00|26/02/2018|22:51||4|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|8|2|||26/02/2018|15:31|26/02/2018|09:36|26/02/2018|09:36||26/02/2018|07:30|2602||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5974|2018022603|26/02/2018|15:31|26/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|26/02/2018|21:00|26/02/2018|22:51||5|86120-0KA41-00|RECEIVER ASSY  RADIO|K049|A5.SA- R10|4|4|1|||26/02/2018|15:31|26/02/2018|09:36|26/02/2018|09:36||26/02/2018|07:30|2602||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5974|2018022603|26/02/2018|15:31|26/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|26/02/2018|21:00|26/02/2018|22:51||6|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|4|1|||26/02/2018|15:31|26/02/2018|09:36|26/02/2018|09:36||26/02/2018|07:30|2602||||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5975|2018022604|26/02/2018|15:31|26/02/2018|21:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|26/02/2018|21:00|27/02/2018|03:51||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|24|6|||26/02/2018|15:31|26/02/2018|09:36|26/02/2018|09:36||26/02/2018|07:30|2602||||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5975|2018022604|26/02/2018|15:31|26/02/2018|21:00|PPA1|24|CD16|02|||||||||||||PPA1-24|722F-P-P1|26/02/2018|21:00|27/02/2018|03:51||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||26/02/2018|15:31|26/02/2018|09:36|26/02/2018|09:36||26/02/2018|07:30|2602||||
