1|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLAC2A0944|2019080501|05/08/2019|13:31|05/08/2019|19:30|PK2|15|KD02|01|||||||||||||PK2-15|722C-C-C2|05/08/2019|19:30|05/08/2019|20:46||1|89040-02070-00|SIREN ASSY  THEFT WARNING|475C|LI   -  07|12|12|1||B|05/08/2019|13:31|05/08/2019|08:38|05/08/2019|08:38||05/08/2019|07:30|0508||||
2|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7977|2019080501|03/08/2019|15:31|05/08/2019|09:06|PPA1|09|CD16|01|||||||||||||PPA1-09|722F-P-P1|05/08/2019|09:06|05/08/2019|14:26||1|89040-0K020-00|SIREN ASSY  THEFT WARNING|H715|SD.R -   7|35|35|1||I|03/08/2019|15:31|03/08/2019|09:36|03/08/2019|09:36||02/08/2019|07:30|0508||MX||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7973|2019080503|03/08/2019|15:31|05/08/2019|09:06|PPA1|09|CD16|01|||||||||||||PPA1-09|722F-P-P1|05/08/2019|09:06|05/08/2019|14:26||1|86100-0K144-00|RECEIVER ASSY  RADIO & NAVIGATION|B036|SA.R -  12|4|8|2||F|03/08/2019|15:31|03/08/2019|09:36|03/08/2019|09:36||02/08/2019|07:30|0508||F1||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7973|2019080503|03/08/2019|15:31|05/08/2019|09:06|PPA1|09|CD16|01|||||||||||||PPA1-09|722F-P-P1|05/08/2019|09:06|05/08/2019|14:26||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|SA.R -  12|4|56|14||F|03/08/2019|15:31|03/08/2019|09:36|03/08/2019|09:36||02/08/2019|07:30|0508||F1||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7973|2019080503|03/08/2019|15:31|05/08/2019|09:06|PPA1|09|CD16|01|||||||||||||PPA1-09|722F-P-P1|05/08/2019|09:06|05/08/2019|14:26||3|86140-0KA70-00|RECEIVER ASSY  RADIO & DISPLAY|H704|SA.R -  12|4|4|1||F|03/08/2019|15:31|03/08/2019|09:36|03/08/2019|09:36||02/08/2019|07:30|0508||F1||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7973|2019080503|03/08/2019|15:31|05/08/2019|09:06|PPA1|09|CD16|01|||||||||||||PPA1-09|722F-P-P1|05/08/2019|09:06|05/08/2019|14:26||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|SA.R -  13|4|4|1||F|03/08/2019|15:31|03/08/2019|09:36|03/08/2019|09:36||02/08/2019|07:30|0508||F1||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8747|2019080503|03/08/2019|15:20|05/08/2019|08:30|PSA|07|PD02|01|||||||||||||PSA-07|722B-S-S1|05/08/2019|08:30|05/08/2019|13:15||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|IP1  - A07|4|36|9||F|03/08/2019|15:20|03/08/2019|11:10|03/08/2019|11:10||02/08/2019|07:30|0508||F1||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8747|2019080503|03/08/2019|15:20|05/08/2019|08:30|PSA|07|PD02|01|||||||||||||PSA-07|722B-S-S1|05/08/2019|08:30|05/08/2019|13:15||2|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|4|1||F|03/08/2019|15:20|03/08/2019|11:10|03/08/2019|11:10||02/08/2019|07:30|0508||F1||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8747|2019080503|03/08/2019|15:20|05/08/2019|08:30|PSA|07|PD02|01|||||||||||||PSA-07|722B-S-S1|05/08/2019|08:30|05/08/2019|13:15||3|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|4|1||F|03/08/2019|15:20|03/08/2019|11:10|03/08/2019|11:10||02/08/2019|07:30|0508||F1||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8747|2019080503|03/08/2019|15:20|05/08/2019|08:30|PSA|07|PD02|01|||||||||||||PSA-07|722B-S-S1|05/08/2019|08:30|05/08/2019|13:15||4|86100-0K144-00|RECEIVER ASSY RADIO & NAVIGATION|F154|IP1  - A08|4|4|1||F|03/08/2019|15:20|03/08/2019|11:10|03/08/2019|11:10||02/08/2019|07:30|0508||F1||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7974|2019080504|03/08/2019|15:31|05/08/2019|09:06|PPA1|13|CD16|01|||||||||||||PPA1-13|722F-P-P1|05/08/2019|09:06|05/08/2019|19:30||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|SA.R -  12|4|48|12||F|03/08/2019|15:31|03/08/2019|09:36|03/08/2019|09:36||02/08/2019|07:30|0508||F1||
12|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7974|2019080504|03/08/2019|15:31|05/08/2019|09:06|PPA1|13|CD16|01|||||||||||||PPA1-13|722F-P-P1|05/08/2019|09:06|05/08/2019|19:30||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|SA.R -  12|4|4|1||F|03/08/2019|15:31|03/08/2019|09:36|03/08/2019|09:36||02/08/2019|07:30|0508||F1||
