1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA2353|2020092401|24/09/2020|21:48|25/09/2020|02:38|PSF|24|ED06|02|||||||||||||PSF-24|722E-B-PK|25/09/2020|02:38|25/09/2020|03:51||1|89040-0K030-00|SIREN ASSY  THEFT WARNING|I257|DIRECT|10|40|4||Z|24/09/2020|21:48|24/09/2020|01:48|24/09/2020|01:48||23/09/2020|07:30|2409|||CB2|
2|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1104|2020092407|24/09/2020|09:43|24/09/2020|14:10|PSA|13|SD11|04|||||||||||||PSA-13|722B-S-S1|24/09/2020|14:10|24/09/2020|15:42||1|86140-0KQ10-00|RECEIVER ASSY RADIO & DISPLAY|G014|IP1  - A07|3|9|3||F|24/09/2020|09:43|24/09/2020|00:43|24/09/2020|00:43||23/09/2020|07:30|2409||F1||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1104|2020092407|24/09/2020|09:43|24/09/2020|14:10|PSA|13|SD11|04|||||||||||||PSA-13|722B-S-S1|24/09/2020|14:10|24/09/2020|15:42||2|86140-0KU50-00|RECEIVER ASSY RADIO & DISPLAY|G015|IP1  - A07|4|8|2||F|24/09/2020|09:43|24/09/2020|00:43|24/09/2020|00:43||23/09/2020|07:30|2409||F1||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1104|2020092407|24/09/2020|09:43|24/09/2020|14:10|PSA|13|SD11|04|||||||||||||PSA-13|722B-S-S1|24/09/2020|14:10|24/09/2020|15:42||3|86140-0KZ00-00|RECEIVER ASSY RADIO & DISPLAY|G021|IP1  - A07|4|4|1||F|24/09/2020|09:43|24/09/2020|00:43|24/09/2020|00:43||23/09/2020|07:30|2409||F1||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1104|2020092407|24/09/2020|09:43|24/09/2020|14:10|PSA|13|SD11|04|||||||||||||PSA-13|722B-S-S1|24/09/2020|14:10|24/09/2020|15:42||4|86741-0K050-00|TRABSCEIVER TELEPHONE|G100|IP1  - B06|10|30|3||H|24/09/2020|09:43|24/09/2020|00:43|24/09/2020|00:43||23/09/2020|07:30|2409||F1||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1104|2020092407|24/09/2020|09:43|24/09/2020|14:10|PSA|13|SD11|04|||||||||||||PSA-13|722B-S-S1|24/09/2020|14:10|24/09/2020|15:42||5|86764-0K020-00|ANTENNA TELEPHONE|G001|IP1  - B07|10|30|3||H|24/09/2020|09:43|24/09/2020|00:43|24/09/2020|00:43||23/09/2020|07:30|2409||F1||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1105|2020092408|24/09/2020|09:43|24/09/2020|14:10|PSA|15|SD11|04|||||||||||||PSA-15|722B-S-S1|24/09/2020|14:10|24/09/2020|17:01||1|86140-0KQ10-00|RECEIVER ASSY RADIO & DISPLAY|G014|IP1  - A07|3|6|2||F|24/09/2020|09:43|24/09/2020|00:43|24/09/2020|00:43||23/09/2020|07:30|2409||F1||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1105|2020092408|24/09/2020|09:43|24/09/2020|14:10|PSA|15|SD11|04|||||||||||||PSA-15|722B-S-S1|24/09/2020|14:10|24/09/2020|17:01||2|86140-0KU50-00|RECEIVER ASSY RADIO & DISPLAY|G015|IP1  - A07|4|12|3||F|24/09/2020|09:43|24/09/2020|00:43|24/09/2020|00:43||23/09/2020|07:30|2409||F1||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1105|2020092408|24/09/2020|09:43|24/09/2020|14:10|PSA|15|SD11|04|||||||||||||PSA-15|722B-S-S1|24/09/2020|14:10|24/09/2020|17:01||3|86140-0KZ00-00|RECEIVER ASSY RADIO & DISPLAY|G021|IP1  - A07|4|4|1||F|24/09/2020|09:43|24/09/2020|00:43|24/09/2020|00:43||23/09/2020|07:30|2409||F1||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1105|2020092408|24/09/2020|09:43|24/09/2020|14:10|PSA|15|SD11|04|||||||||||||PSA-15|722B-S-S1|24/09/2020|14:10|24/09/2020|17:01||4|86741-0K050-00|TRABSCEIVER TELEPHONE|G100|IP1  - B06|10|30|3||H|24/09/2020|09:43|24/09/2020|00:43|24/09/2020|00:43||23/09/2020|07:30|2409||F1||
