TNTH__4300001,IMCT,SPTISM,11-Mar-24,TNTH,1,897537-9231,PWI-004TH,111135-00110101,,1R2A754800,1,1,,,
TNTH__4300001,IMCT,SPTISM,11-Mar-24,TNTH,2,897670-4841,CMI-037TH,137000-0010B101,,1R2B432900,2,2,,,
TNTH__4300002,IMCT,SPIMIT,11-Mar-24,TNTH,1,898396-2673,CMI-010TH,134000-9751A101,,2R2A391500,2,2,,,
TNTH__4300002,IMCT,SPIMIT,11-Mar-24,TNTH,2,898396-2911,PWI-001TH,161114-0160A101,,2R2A391600,4,4,,,
