1|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3706|2023100601|06/10/2023|00:00|06/10/2023|08:06|PG2|09|GD04|01|||||||||||||PG2-09|722C-G-G2|06/10/2023|08:06|06/10/2023|11:04||1|86764-YY010-00|ANTENNA  TELEPHONE|583V|ZF   -  06|12|48|4||C|06/10/2023|00:00|05/10/2023|05:00|05/10/2023|05:00||04/10/2023|07:30|0610||||
2|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3706|2023100601|06/10/2023|00:00|06/10/2023|08:06|PG2|09|GD04|01|||||||||||||PG2-09|722C-G-G2|06/10/2023|08:06|06/10/2023|11:04||2|86741-BP010-00|TRANSCEIVER  TELEPHONE|B799|ZI   -  13|10|60|6||E|06/10/2023|00:00|05/10/2023|05:00|05/10/2023|05:00||04/10/2023|07:30|0610||||
3|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3706|2023100601|06/10/2023|00:00|06/10/2023|08:06|PG2|09|GD04|01|||||||||||||PG2-09|722C-G-G2|06/10/2023|08:06|06/10/2023|11:04||3|PC5C2-BY006-00|TRANSCEIVER  TELEPHONE|7U76|ZI   -  13|10|80|8||E|06/10/2023|00:00|05/10/2023|05:00|05/10/2023|05:00||04/10/2023|07:30|0610||||
4|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|P|BANPHO|OP|1|1P FTTL1OPA1134|2023100601|03/10/2023|00:00|06/10/2023|15:00|-|-||||||||||||||||||||||1|PC5C2-0K00R-T2|TRANSCEIVER, TELEPHONE SET|1||5|80|16|||06/10/2023|15:00|05/10/2023|17:00|05/10/2023|17:00||03/10/2023|17:01|||||
5|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|S|SAMRONG|OS|1|1S FTTL1OSA1790|2023100601|03/10/2023|00:00|06/10/2023|12:50|-|-||||||||||||||||||||||1|PC5C2-0K00R-T2|TRANSCEIVER, TELEPHONE SET|1||5|25|5|||06/10/2023|12:50|05/10/2023|17:00|05/10/2023|17:00||03/10/2023|17:01|||||
6|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3707|2023100602|06/10/2023|13:08|06/10/2023|20:42|PG2|27|GD04|02|||||||||||||PG2-27|722C-G-G2|06/10/2023|20:42|06/10/2023|23:04||1|86764-YY010-00|ANTENNA  TELEPHONE|583V|ZF   -  06|12|60|5||C|06/10/2023|13:08|05/10/2023|18:08|05/10/2023|18:08||05/10/2023|07:30|0610||||
7|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3707|2023100602|06/10/2023|13:08|06/10/2023|20:42|PG2|27|GD04|02|||||||||||||PG2-27|722C-G-G2|06/10/2023|20:42|06/10/2023|23:04||2|86741-BP010-00|TRANSCEIVER  TELEPHONE|B799|ZI   -  13|10|60|6||E|06/10/2023|13:08|05/10/2023|18:08|05/10/2023|18:08||05/10/2023|07:30|0610||||
8|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3707|2023100602|06/10/2023|13:08|06/10/2023|20:42|PG2|27|GD04|02|||||||||||||PG2-27|722C-G-G2|06/10/2023|20:42|06/10/2023|23:04||3|PC5C2-BY006-00|TRANSCEIVER  TELEPHONE|7U76|ZI   -  13|10|130|13||E|06/10/2023|13:08|05/10/2023|18:08|05/10/2023|18:08||05/10/2023|07:30|0610||||
9|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3708|2023100901|06/10/2023|13:08|06/10/2023|20:42|PG2|04|GD04|02|||||||||||||PG2-04|722C-G-G2|06/10/2023|20:42|09/10/2023|08:46||1|86764-YY010-00|ANTENNA  TELEPHONE|583V|ZF   -  06|12|24|2||C|06/10/2023|13:08|05/10/2023|18:08|05/10/2023|18:08||05/10/2023|07:30|0910||||
10|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3708|2023100901|06/10/2023|13:08|06/10/2023|20:42|PG2|04|GD04|02|||||||||||||PG2-04|722C-G-G2|06/10/2023|20:42|09/10/2023|08:46||2|86741-BP010-00|TRANSCEIVER  TELEPHONE|B799|ZI   -  13|10|40|4||E|06/10/2023|13:08|05/10/2023|18:08|05/10/2023|18:08||05/10/2023|07:30|0910||||
