TNTH__0200011,IMCT,SPTISM,9-Mar-20,TNTH,1,898052-9370,"6 x 9"" Full (Fr)",153000-04700101,,1L2A435200,3,3
TNTH__0200011,IMCT,SPTISM,9-Mar-20,TNTH,2,898064-7040,NB-1TH,151121-00200101,,1L2A608800,3,3
