1|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|B|BANGPAKONG|BN|1|1B FTTLABNA1510|2016112201|22/11/2016|20:55|23/11/2016|00:50|PSF|22|ED06|02|||||||||||||PSF-22|722E-B-PK|23/11/2016|00:50|23/11/2016|02:25||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-04-A4|10|20|2||V|22/11/2016|20:55|22/11/2016|15:55|22/11/2016|15:55||22/11/2016|07:30|2211|||CB2|
12|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4196|2016112205|22/11/2016|09:05|22/11/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|22/11/2016|15:45|22/11/2016|22:13||5|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|8|2||B|22/11/2016|09:05|22/11/2016|04:55|22/11/2016|04:55||21/11/2016|07:30|2211||||
13|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4406|2016112206|22/11/2016|08:15|22/11/2016|14:40|PPA1|24|CD16|01|||||||||||||PPA1-24|722F-P-P1|22/11/2016|14:40|22/11/2016|23:01||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|8|2||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
14|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4406|2016112206|22/11/2016|08:15|22/11/2016|14:40|PPA1|24|CD16|01|||||||||||||PPA1-24|722F-P-P1|22/11/2016|14:40|22/11/2016|23:01||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|28|7||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
15|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4406|2016112206|22/11/2016|08:15|22/11/2016|14:40|PPA1|24|CD16|01|||||||||||||PPA1-24|722F-P-P1|22/11/2016|14:40|22/11/2016|23:01||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
16|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4406|2016112206|22/11/2016|08:15|22/11/2016|14:40|PPA1|24|CD16|01|||||||||||||PPA1-24|722F-P-P1|22/11/2016|14:40|22/11/2016|23:01||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|8|2||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
17|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4406|2016112206|22/11/2016|08:15|22/11/2016|14:40|PPA1|24|CD16|01|||||||||||||PPA1-24|722F-P-P1|22/11/2016|14:40|22/11/2016|23:01||5|86140-0K570-00|RECEIVER ASSY  RADIO & DISPLAY|H713|A4.SA- R11|4|4|1||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
18|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4406|2016112206|22/11/2016|08:15|22/11/2016|14:40|PPA1|24|CD16|01|||||||||||||PPA1-24|722F-P-P1|22/11/2016|14:40|22/11/2016|23:01||6|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
19|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4197|2016112206|22/11/2016|09:05|22/11/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|22/11/2016|15:45|23/11/2016|01:46||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|48|12||B|22/11/2016|09:05|22/11/2016|04:55|22/11/2016|04:55||21/11/2016|07:30|2211||||
20|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4197|2016112206|22/11/2016|09:05|22/11/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|22/11/2016|15:45|23/11/2016|01:46||2|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|B    - 02.|4|12|3||B|22/11/2016|09:05|22/11/2016|04:55|22/11/2016|04:55||21/11/2016|07:30|2211||||
21|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4197|2016112206|22/11/2016|09:05|22/11/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|22/11/2016|15:45|23/11/2016|01:46||3|86100-0K142-00|RECEIVER ASSY RADIO & NAVIGATION|D860|IP1  - A03|4|4|1||B|22/11/2016|09:05|22/11/2016|04:55|22/11/2016|04:55||21/11/2016|07:30|2211||||
22|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4197|2016112206|22/11/2016|09:05|22/11/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|22/11/2016|15:45|23/11/2016|01:46||4|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|8|2||B|22/11/2016|09:05|22/11/2016|04:55|22/11/2016|04:55||21/11/2016|07:30|2211||||
23|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4407|2016112207|22/11/2016|08:15|22/11/2016|14:40|PPA1|28|CD16|01|||||||||||||PPA1-28|722F-P-P1|22/11/2016|14:40|23/11/2016|01:56||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|8|2||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
24|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4407|2016112207|22/11/2016|08:15|22/11/2016|14:40|PPA1|28|CD16|01|||||||||||||PPA1-28|722F-P-P1|22/11/2016|14:40|23/11/2016|01:56||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|36|9||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
25|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4407|2016112207|22/11/2016|08:15|22/11/2016|14:40|PPA1|28|CD16|01|||||||||||||PPA1-28|722F-P-P1|22/11/2016|14:40|23/11/2016|01:56||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
26|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4407|2016112207|22/11/2016|08:15|22/11/2016|14:40|PPA1|28|CD16|01|||||||||||||PPA1-28|722F-P-P1|22/11/2016|14:40|23/11/2016|01:56||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
27|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4407|2016112207|22/11/2016|08:15|22/11/2016|14:40|PPA1|28|CD16|01|||||||||||||PPA1-28|722F-P-P1|22/11/2016|14:40|23/11/2016|01:56||5|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
28|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4408|2016112208|22/11/2016|08:15|22/11/2016|14:40|PPA1|32|CD16|01|||||||||||||PPA1-32|722F-P-P1|22/11/2016|14:40|23/11/2016|04:01||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|4|1||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
29|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4408|2016112208|22/11/2016|08:15|22/11/2016|14:40|PPA1|32|CD16|01|||||||||||||PPA1-32|722F-P-P1|22/11/2016|14:40|23/11/2016|04:01||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|24|6||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
30|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4408|2016112208|22/11/2016|08:15|22/11/2016|14:40|PPA1|32|CD16|01|||||||||||||PPA1-32|722F-P-P1|22/11/2016|14:40|23/11/2016|04:01||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|12|3||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
31|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4408|2016112208|22/11/2016|08:15|22/11/2016|14:40|PPA1|32|CD16|01|||||||||||||PPA1-32|722F-P-P1|22/11/2016|14:40|23/11/2016|04:01||4|86120-0KA41-00|RECEIVER ASSY  RADIO|K049|A4.SA- R11|4|4|1||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
32|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4408|2016112208|22/11/2016|08:15|22/11/2016|14:40|PPA1|32|CD16|01|||||||||||||PPA1-32|722F-P-P1|22/11/2016|14:40|23/11/2016|04:01||5|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|8|2||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
33|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4408|2016112208|22/11/2016|08:15|22/11/2016|14:40|PPA1|32|CD16|01|||||||||||||PPA1-32|722F-P-P1|22/11/2016|14:40|23/11/2016|04:01||6|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1||3|22/11/2016|08:15|22/11/2016|02:20|22/11/2016|02:20||21/11/2016|07:30|2211||||
34|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|C|GATEWAY#2|C5|1|1C FTTLAC5A0013|2016112301|22/11/2016|23:20|23/11/2016|08:15|KD01|01|KD01|01|||||||||||||||||23/11/2016|08:15||1|86100-02240-00|RECEIVER ASSY  RADIO & NAVIGATION|T497|DLR  -  08|3|9|3|||22/11/2016|23:20|22/11/2016|18:27|22/11/2016|18:27||22/11/2016|07:30|2311||||
35|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|C|GATEWAY#2|C5|1|1C FTTLAC5A0013|2016112301|22/11/2016|23:20|23/11/2016|08:15|KD01|01|KD01|01|||||||||||||||||23/11/2016|08:15||2|86140-02550-00|RECEIVER ASSY  RADIO & DISPLAY|T502|DLR  -  08|3|24|8|||22/11/2016|23:20|22/11/2016|18:27|22/11/2016|18:27||22/11/2016|07:30|2311||||
36|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4409|2016112301|22/11/2016|19:45|23/11/2016|03:00|PPA1|04|CD16|02|||||||||||||PPA1-04|722F-P-P1|23/11/2016|03:00|23/11/2016|08:56||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|8|2||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
37|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4409|2016112301|22/11/2016|19:45|23/11/2016|03:00|PPA1|04|CD16|02|||||||||||||PPA1-04|722F-P-P1|23/11/2016|03:00|23/11/2016|08:56||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|20|5||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
38|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4409|2016112301|22/11/2016|19:45|23/11/2016|03:00|PPA1|04|CD16|02|||||||||||||PPA1-04|722F-P-P1|23/11/2016|03:00|23/11/2016|08:56||3|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
39|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4198|2016112301|22/11/2016|14:08|22/11/2016|21:10|PSA|01|SD10|03|||||||||||||PSA-01|722B-S-S1|22/11/2016|21:10|23/11/2016|07:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|32|8||B|22/11/2016|14:08|22/11/2016|09:58|22/11/2016|09:58||22/11/2016|07:30|2311||||
40|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4198|2016112301|22/11/2016|14:08|22/11/2016|21:10|PSA|01|SD10|03|||||||||||||PSA-01|722B-S-S1|22/11/2016|21:10|23/11/2016|07:30||2|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|C    - 09.|4|4|1||B|22/11/2016|14:08|22/11/2016|09:58|22/11/2016|09:58||22/11/2016|07:30|2311||||
41|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4198|2016112301|22/11/2016|14:08|22/11/2016|21:10|PSA|01|SD10|03|||||||||||||PSA-01|722B-S-S1|22/11/2016|21:10|23/11/2016|07:30||3|86100-0K142-00|RECEIVER ASSY RADIO & NAVIGATION|D860|IP1  - A03|4|4|1||B|22/11/2016|14:08|22/11/2016|09:58|22/11/2016|09:58||22/11/2016|07:30|2311||||
42|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4198|2016112301|22/11/2016|14:08|22/11/2016|21:10|PSA|01|SD10|03|||||||||||||PSA-01|722B-S-S1|22/11/2016|21:10|23/11/2016|07:30||4|86120-0KA10-00|RECEIVER ASSY RADIO|A793|IP1. - A08|4|4|1||B|22/11/2016|14:08|22/11/2016|09:58|22/11/2016|09:58||22/11/2016|07:30|2311||||
43|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4198|2016112301|22/11/2016|14:08|22/11/2016|21:10|PSA|01|SD10|03|||||||||||||PSA-01|722B-S-S1|22/11/2016|21:10|23/11/2016|07:30||5|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||B|22/11/2016|14:08|22/11/2016|09:58|22/11/2016|09:58||22/11/2016|07:30|2311||||
44|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4410|2016112302|22/11/2016|19:45|23/11/2016|03:00|PPA1|08|CD16|02|||||||||||||PPA1-08|722F-P-P1|23/11/2016|03:00|23/11/2016|11:01||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|8|2||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
45|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4410|2016112302|22/11/2016|19:45|23/11/2016|03:00|PPA1|08|CD16|02|||||||||||||PPA1-08|722F-P-P1|23/11/2016|03:00|23/11/2016|11:01||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|36|9||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
46|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4410|2016112302|22/11/2016|19:45|23/11/2016|03:00|PPA1|08|CD16|02|||||||||||||PPA1-08|722F-P-P1|23/11/2016|03:00|23/11/2016|11:01||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
47|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4410|2016112302|22/11/2016|19:45|23/11/2016|03:00|PPA1|08|CD16|02|||||||||||||PPA1-08|722F-P-P1|23/11/2016|03:00|23/11/2016|11:01||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
48|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4410|2016112302|22/11/2016|19:45|23/11/2016|03:00|PPA1|08|CD16|02|||||||||||||PPA1-08|722F-P-P1|23/11/2016|03:00|23/11/2016|11:01||5|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
49|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4199|2016112302|22/11/2016|21:05|23/11/2016|03:41|PSA|05|SD10|04|||||||||||||PSA-05|722B-S-S1|23/11/2016|03:41|23/11/2016|10:13||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|48|12||B|22/11/2016|21:05|22/11/2016|16:55|22/11/2016|16:55||22/11/2016|07:30|2311||||
50|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4199|2016112302|22/11/2016|21:05|23/11/2016|03:41|PSA|05|SD10|04|||||||||||||PSA-05|722B-S-S1|23/11/2016|03:41|23/11/2016|10:13||2|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|B    - 02.|4|8|2||B|22/11/2016|21:05|22/11/2016|16:55|22/11/2016|16:55||22/11/2016|07:30|2311||||
51|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4199|2016112302|22/11/2016|21:05|23/11/2016|03:41|PSA|05|SD10|04|||||||||||||PSA-05|722B-S-S1|23/11/2016|03:41|23/11/2016|10:13||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|C    - 09.|4|4|1||B|22/11/2016|21:05|22/11/2016|16:55|22/11/2016|16:55||22/11/2016|07:30|2311||||
52|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4199|2016112302|22/11/2016|21:05|23/11/2016|03:41|PSA|05|SD10|04|||||||||||||PSA-05|722B-S-S1|23/11/2016|03:41|23/11/2016|10:13||4|86100-0K142-00|RECEIVER ASSY RADIO & NAVIGATION|D860|IP1  - A03|4|8|2||B|22/11/2016|21:05|22/11/2016|16:55|22/11/2016|16:55||22/11/2016|07:30|2311||||
53|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4199|2016112302|22/11/2016|21:05|23/11/2016|03:41|PSA|05|SD10|04|||||||||||||PSA-05|722B-S-S1|23/11/2016|03:41|23/11/2016|10:13||5|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||B|22/11/2016|21:05|22/11/2016|16:55|22/11/2016|16:55||22/11/2016|07:30|2311||||
54|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4411|2016112303|22/11/2016|19:45|23/11/2016|03:00|PPA1|12|CD16|02|||||||||||||PPA1-12|722F-P-P1|23/11/2016|03:00|23/11/2016|13:56||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|4|1||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
55|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4411|2016112303|22/11/2016|19:45|23/11/2016|03:00|PPA1|12|CD16|02|||||||||||||PPA1-12|722F-P-P1|23/11/2016|03:00|23/11/2016|13:56||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|32|8||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
56|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4411|2016112303|22/11/2016|19:45|23/11/2016|03:00|PPA1|12|CD16|02|||||||||||||PPA1-12|722F-P-P1|23/11/2016|03:00|23/11/2016|13:56||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|8|2||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
57|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4411|2016112303|22/11/2016|19:45|23/11/2016|03:00|PPA1|12|CD16|02|||||||||||||PPA1-12|722F-P-P1|23/11/2016|03:00|23/11/2016|13:56||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
