1|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|B|BANGPAKONG|BN|1|1B FTTLABNA1510|2016112201|22/11/2016|20:55|23/11/2016|00:50|PSF|22|ED06|02|||||||||||||PSF-22|722E-B-PK|23/11/2016|00:50|23/11/2016|02:25||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-04-A4|10|20|2||V|22/11/2016|20:55|22/11/2016|15:55|22/11/2016|15:55||22/11/2016|07:30|2211|||CB2|
58|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4411|2016112303|22/11/2016|19:45|23/11/2016|03:00|PPA1|12|CD16|02|||||||||||||PPA1-12|722F-P-P1|23/11/2016|03:00|23/11/2016|13:56||5|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
59|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4200|2016112303|22/11/2016|21:05|23/11/2016|03:41|PSA|09|SD10|04|||||||||||||PSA-09|722B-S-S1|23/11/2016|03:41|23/11/2016|13:46||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|36|9||B|22/11/2016|21:05|22/11/2016|16:55|22/11/2016|16:55||22/11/2016|07:30|2311||||
60|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4200|2016112303|22/11/2016|21:05|23/11/2016|03:41|PSA|09|SD10|04|||||||||||||PSA-09|722B-S-S1|23/11/2016|03:41|23/11/2016|13:46||2|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|B    - 02.|4|4|1||B|22/11/2016|21:05|22/11/2016|16:55|22/11/2016|16:55||22/11/2016|07:30|2311||||
61|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4200|2016112303|22/11/2016|21:05|23/11/2016|03:41|PSA|09|SD10|04|||||||||||||PSA-09|722B-S-S1|23/11/2016|03:41|23/11/2016|13:46||3|86100-0K142-00|RECEIVER ASSY RADIO & NAVIGATION|D860|IP1  - A03|4|4|1||B|22/11/2016|21:05|22/11/2016|16:55|22/11/2016|16:55||22/11/2016|07:30|2311||||
62|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4200|2016112303|22/11/2016|21:05|23/11/2016|03:41|PSA|09|SD10|04|||||||||||||PSA-09|722B-S-S1|23/11/2016|03:41|23/11/2016|13:46||4|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||B|22/11/2016|21:05|22/11/2016|16:55|22/11/2016|16:55||22/11/2016|07:30|2311||||
63|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4412|2016112304|22/11/2016|19:45|23/11/2016|03:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/11/2016|03:00|23/11/2016|16:01||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|12|3||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
64|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4412|2016112304|22/11/2016|19:45|23/11/2016|03:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/11/2016|03:00|23/11/2016|16:01||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|32|8||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
65|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4412|2016112304|22/11/2016|19:45|23/11/2016|03:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/11/2016|03:00|23/11/2016|16:01||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
66|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4412|2016112304|22/11/2016|19:45|23/11/2016|03:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/11/2016|03:00|23/11/2016|16:01||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
67|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4412|2016112304|22/11/2016|19:45|23/11/2016|03:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/11/2016|03:00|23/11/2016|16:01||5|86140-0K570-00|RECEIVER ASSY  RADIO & DISPLAY|H713|A4.SA- R11|4|4|1||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
68|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4412|2016112304|22/11/2016|19:45|23/11/2016|03:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|23/11/2016|03:00|23/11/2016|16:01||6|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1||3|22/11/2016|19:45|22/11/2016|13:50|22/11/2016|13:50||22/11/2016|07:30|2311||||
69|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4201|2016112304|23/11/2016|01:50|23/11/2016|09:00|PSA|13|SD10|01|||||||||||||PSA-13|722B-S-S1|23/11/2016|09:00|23/11/2016|19:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|28|7||B|23/11/2016|01:50|22/11/2016|21:40|22/11/2016|21:40||22/11/2016|07:30|2311||||
70|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4201|2016112304|23/11/2016|01:50|23/11/2016|09:00|PSA|13|SD10|01|||||||||||||PSA-13|722B-S-S1|23/11/2016|09:00|23/11/2016|19:30||2|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|B    - 02.|4|4|1||B|23/11/2016|01:50|22/11/2016|21:40|22/11/2016|21:40||22/11/2016|07:30|2311||||
71|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4201|2016112304|23/11/2016|01:50|23/11/2016|09:00|PSA|13|SD10|01|||||||||||||PSA-13|722B-S-S1|23/11/2016|09:00|23/11/2016|19:30||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|C    - 09.|4|4|1||B|23/11/2016|01:50|22/11/2016|21:40|22/11/2016|21:40||22/11/2016|07:30|2311||||
72|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4201|2016112304|23/11/2016|01:50|23/11/2016|09:00|PSA|13|SD10|01|||||||||||||PSA-13|722B-S-S1|23/11/2016|09:00|23/11/2016|19:30||4|86100-0K142-00|RECEIVER ASSY RADIO & NAVIGATION|D860|IP1  - A03|4|4|1||B|23/11/2016|01:50|22/11/2016|21:40|22/11/2016|21:40||22/11/2016|07:30|2311||||
73|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4201|2016112304|23/11/2016|01:50|23/11/2016|09:00|PSA|13|SD10|01|||||||||||||PSA-13|722B-S-S1|23/11/2016|09:00|23/11/2016|19:30||5|86120-0KA41-00|RECEIVER ASSY RADIO|D885|IP1  - A03|4|4|1||B|23/11/2016|01:50|22/11/2016|21:40|22/11/2016|21:40||22/11/2016|07:30|2311||||
74|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4201|2016112304|23/11/2016|01:50|23/11/2016|09:00|PSA|13|SD10|01|||||||||||||PSA-13|722B-S-S1|23/11/2016|09:00|23/11/2016|19:30||6|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|8|2||B|23/11/2016|01:50|22/11/2016|21:40|22/11/2016|21:40||22/11/2016|07:30|2311||||
