1|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|B|BANGPAKONG|BN|1|1B FTTLABNA1505|2016111501|15/11/2016|20:55|16/11/2016|00:50|PSF|22|ED06|02|||||||||||||PSF-22|722E-B-PK|16/11/2016|00:50|16/11/2016|02:25||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-04-A4|10|20|2||V|15/11/2016|20:55|15/11/2016|15:55|15/11/2016|15:55||15/11/2016|07:30|1511|||CB2|
2|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|OB|1|1P FTTLAOBA0505|2016111501|15/11/2016|19:45|16/11/2016|03:00|CD16|02|CD16|02|||||||||||||CD16-02||16/11/2016|03:00||||1|PC600-0K01G-00|MANUAL OWNERS|J743|O3.SI- R07|10|10|1|||15/11/2016|19:45|15/11/2016|13:50|15/11/2016|13:50||15/11/2016|07:30|1511||||
3|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4365|2016111505|15/11/2016|08:15|15/11/2016|14:40|PPA1|20|CD16|01|||||||||||||PPA1-20|722F-P-P1|15/11/2016|14:40|15/11/2016|20:56||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|8|2||3|15/11/2016|08:15|15/11/2016|02:20|15/11/2016|02:20||14/11/2016|07:30|1511||||
4|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4365|2016111505|15/11/2016|08:15|15/11/2016|14:40|PPA1|20|CD16|01|||||||||||||PPA1-20|722F-P-P1|15/11/2016|14:40|15/11/2016|20:56||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|36|9||3|15/11/2016|08:15|15/11/2016|02:20|15/11/2016|02:20||14/11/2016|07:30|1511||||
5|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4365|2016111505|15/11/2016|08:15|15/11/2016|14:40|PPA1|20|CD16|01|||||||||||||PPA1-20|722F-P-P1|15/11/2016|14:40|15/11/2016|20:56||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1||3|15/11/2016|08:15|15/11/2016|02:20|15/11/2016|02:20||14/11/2016|07:30|1511||||
6|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4365|2016111505|15/11/2016|08:15|15/11/2016|14:40|PPA1|20|CD16|01|||||||||||||PPA1-20|722F-P-P1|15/11/2016|14:40|15/11/2016|20:56||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|8|2||3|15/11/2016|08:15|15/11/2016|02:20|15/11/2016|02:20||14/11/2016|07:30|1511||||
7|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4166|2016111505|15/11/2016|09:05|15/11/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|15/11/2016|15:45|15/11/2016|22:13||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|48|12||B|15/11/2016|09:05|15/11/2016|04:55|15/11/2016|04:55||14/11/2016|07:30|1511||||
8|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4166|2016111505|15/11/2016|09:05|15/11/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|15/11/2016|15:45|15/11/2016|22:13||2|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|B    - 02.|4|4|1||B|15/11/2016|09:05|15/11/2016|04:55|15/11/2016|04:55||14/11/2016|07:30|1511||||
9|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4166|2016111505|15/11/2016|09:05|15/11/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|15/11/2016|15:45|15/11/2016|22:13||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|C    - 09.|4|8|2||B|15/11/2016|09:05|15/11/2016|04:55|15/11/2016|04:55||14/11/2016|07:30|1511||||
10|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4166|2016111505|15/11/2016|09:05|15/11/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|15/11/2016|15:45|15/11/2016|22:13||4|86100-0K142-00|RECEIVER ASSY RADIO & NAVIGATION|D860|IP1. - A03|4|8|2||B|15/11/2016|09:05|15/11/2016|04:55|15/11/2016|04:55||14/11/2016|07:30|1511||||
11|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4166|2016111505|15/11/2016|09:05|15/11/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|15/11/2016|15:45|15/11/2016|22:13||5|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||B|15/11/2016|09:05|15/11/2016|04:55|15/11/2016|04:55||14/11/2016|07:30|1511||||
