1|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLAC2A0951|2019081501|15/08/2019|13:31|15/08/2019|19:30|PK2|15|KD02|01|||||||||||||PK2-15|722C-C-C2|15/08/2019|19:30|15/08/2019|20:46||1|89040-02070-00|SIREN ASSY  THEFT WARNING|475C|LI   -  07|12|36|3||B|15/08/2019|13:31|15/08/2019|08:38|15/08/2019|08:38||15/08/2019|07:30|1508||||
2|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8027|2019081506|15/08/2019|15:34|15/08/2019|21:06|PPA1|21|CD16|02|||||||||||||PPA1-21|722F-P-P1|15/08/2019|21:06|16/08/2019|02:26||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|SA.R -  12|4|48|12||F|15/08/2019|15:34|15/08/2019|09:39|15/08/2019|09:39||15/08/2019|07:30|1508||F1||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8027|2019081506|15/08/2019|15:34|15/08/2019|21:06|PPA1|21|CD16|02|||||||||||||PPA1-21|722F-P-P1|15/08/2019|21:06|16/08/2019|02:26||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|SA.R -  12|4|4|1||F|15/08/2019|15:34|15/08/2019|09:39|15/08/2019|09:39||15/08/2019|07:30|1508||F1||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8027|2019081506|15/08/2019|15:34|15/08/2019|21:06|PPA1|21|CD16|02|||||||||||||PPA1-21|722F-P-P1|15/08/2019|21:06|16/08/2019|02:26||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|SA.R -  13|4|8|2||F|15/08/2019|15:34|15/08/2019|09:39|15/08/2019|09:39||15/08/2019|07:30|1508||F1||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8027|2019081506|15/08/2019|15:34|15/08/2019|21:06|PPA1|21|CD16|02|||||||||||||PPA1-21|722F-P-P1|15/08/2019|21:06|16/08/2019|02:26||4|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|SA.R -  13|4|4|1||F|15/08/2019|15:34|15/08/2019|09:39|15/08/2019|09:39||15/08/2019|07:30|1508||F1||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8027|2019081506|15/08/2019|15:34|15/08/2019|21:06|PPA1|21|CD16|02|||||||||||||PPA1-21|722F-P-P1|15/08/2019|21:06|16/08/2019|02:26||5|86100-0K214-00|RECEIVER ASSY  RADIO & NAVIGATION|B037|SA.R -  14|4|4|1||F|15/08/2019|15:34|15/08/2019|09:39|15/08/2019|09:39||15/08/2019|07:30|1508||F1||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8027|2019081506|15/08/2019|15:34|15/08/2019|21:06|PPA1|21|CD16|02|||||||||||||PPA1-21|722F-P-P1|15/08/2019|21:06|16/08/2019|02:26||6|86120-0KA42-00|RECEIVER ASSY  RADIO|V883|SA.R -  14|4|4|1||F|15/08/2019|15:34|15/08/2019|09:39|15/08/2019|09:39||15/08/2019|07:30|1508||F1||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8807|2019081507|15/08/2019|15:50|15/08/2019|20:35|PSA|19|PD02|03|||||||||||||PSA-19|722B-S-S1|15/08/2019|20:35|16/08/2019|01:15||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|IP1  - A07|4|36|9||F|15/08/2019|15:50|15/08/2019|11:40|15/08/2019|11:40||15/08/2019|07:30|1508||F1||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8807|2019081507|15/08/2019|15:50|15/08/2019|20:35|PSA|19|PD02|03|||||||||||||PSA-19|722B-S-S1|15/08/2019|20:35|16/08/2019|01:15||2|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|4|1||F|15/08/2019|15:50|15/08/2019|11:40|15/08/2019|11:40||15/08/2019|07:30|1508||F1||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8807|2019081507|15/08/2019|15:50|15/08/2019|20:35|PSA|19|PD02|03|||||||||||||PSA-19|722B-S-S1|15/08/2019|20:35|16/08/2019|01:15||3|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|4|1||F|15/08/2019|15:50|15/08/2019|11:40|15/08/2019|11:40||15/08/2019|07:30|1508||F1||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8807|2019081507|15/08/2019|15:50|15/08/2019|20:35|PSA|19|PD02|03|||||||||||||PSA-19|722B-S-S1|15/08/2019|20:35|16/08/2019|01:15||4|86100-0K144-00|RECEIVER ASSY RADIO & NAVIGATION|F154|IP1  - A08|4|4|1||F|15/08/2019|15:50|15/08/2019|11:40|15/08/2019|11:40||15/08/2019|07:30|1508||F1||
