1|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|Z1|1|1G FTTLAZ1A0037|2021012501|24/01/2021|02:04|25/01/2021|09:02|PZ1|11|WD17|01|||||||||||||PZ1-11|722C-G-XA|25/01/2021|09:02|25/01/2021|15:13||1|86160-0K270-00|SPEAKER ASSY  RADIO|L518||20|40|2|||24/01/2021|02:04|23/01/2021|21:39|23/01/2021|21:39||23/01/2021|07:30|2501|||
2|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A6819|2021012502|23/01/2021|22:27|24/01/2021|04:11|PSG|10|ED40|02|||||||||||||PSG-10|722E-B-PK|24/01/2021|04:11|25/01/2021|14:25||1|86120-0KE90-00|RECEIVER ASSY  RADIO|M678||2|10|5|||23/01/2021|22:27|23/01/2021|02:27|23/01/2021|02:27||22/01/2021|07:30|2501|||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A6819|2021012502|23/01/2021|22:27|24/01/2021|04:11|PSG|10|ED40|02|||||||||||||PSG-10|722E-B-PK|24/01/2021|04:11|25/01/2021|14:25||2|86140-0KC00-00|RECEIVER ASSY  RADIO & DISPLAY|M679||2|8|4|||23/01/2021|22:27|23/01/2021|02:27|23/01/2021|02:27||22/01/2021|07:30|2501|||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A6819|2021012502|23/01/2021|22:27|24/01/2021|04:11|PSG|10|ED40|02|||||||||||||PSG-10|722E-B-PK|24/01/2021|04:11|25/01/2021|14:25||3|86140-0KF90-00|RECEIVER ASSY  RADIO & DISPLAY|M680||2|2|1|||23/01/2021|22:27|23/01/2021|02:27|23/01/2021|02:27||22/01/2021|07:30|2501|||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A6819|2021012502|23/01/2021|22:27|24/01/2021|04:11|PSG|10|ED40|02|||||||||||||PSG-10|722E-B-PK|24/01/2021|04:11|25/01/2021|14:25||4|86140-0KN60-00|RECEIVER ASSY  RADIO & DISPLAY|M681||2|2|1|||23/01/2021|22:27|23/01/2021|02:27|23/01/2021|02:27||22/01/2021|07:30|2501|||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A6819|2021012502|23/01/2021|22:27|24/01/2021|04:11|PSG|10|ED40|02|||||||||||||PSG-10|722E-B-PK|24/01/2021|04:11|25/01/2021|14:25||5|86140-0KN70-00|RECEIVER ASSY  RADIO & DISPLAY|M682||2|2|1|||23/01/2021|22:27|23/01/2021|02:27|23/01/2021|02:27||22/01/2021|07:30|2501|||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A6819|2021012502|23/01/2021|22:27|24/01/2021|04:11|PSG|10|ED40|02|||||||||||||PSG-10|722E-B-PK|24/01/2021|04:11|25/01/2021|14:25||6|86140-0KQ00-00|RECEIVER ASSY  RADIO & DISPLAY|M685||2|18|9|||23/01/2021|22:27|23/01/2021|02:27|23/01/2021|02:27||22/01/2021|07:30|2501|||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A6819|2021012502|23/01/2021|22:27|24/01/2021|04:11|PSG|10|ED40|02|||||||||||||PSG-10|722E-B-PK|24/01/2021|04:11|25/01/2021|14:25||7|86140-0KU80-00|RECEIVER ASSY  RADIO & DISPLAY|M648||2|22|11|||23/01/2021|22:27|23/01/2021|02:27|23/01/2021|02:27||22/01/2021|07:30|2501|||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A6819|2021012502|23/01/2021|22:27|24/01/2021|04:11|PSG|10|ED40|02|||||||||||||PSG-10|722E-B-PK|24/01/2021|04:11|25/01/2021|14:25||8|86140-0KY20-00|RECEIVER ASSY  RADIO & DISPLAY|M649||2|10|5|||23/01/2021|22:27|23/01/2021|02:27|23/01/2021|02:27||22/01/2021|07:30|2501|||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A6819|2021012502|23/01/2021|22:27|24/01/2021|04:11|PSG|10|ED40|02|||||||||||||PSG-10|722E-B-PK|24/01/2021|04:11|25/01/2021|14:25||9|86140-0KY30-00|RECEIVER ASSY  RADIO & DISPLAY|M694||2|22|11|||23/01/2021|22:27|23/01/2021|02:27|23/01/2021|02:27||22/01/2021|07:30|2501|||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A6819|2021012502|23/01/2021|22:27|24/01/2021|04:11|PSG|10|ED40|02|||||||||||||PSG-10|722E-B-PK|24/01/2021|04:11|25/01/2021|14:25||10|86140-F0080-00|RECEIVER ASSY  RADIO & DISPLAY|M695||2|2|1|||23/01/2021|22:27|23/01/2021|02:27|23/01/2021|02:27||22/01/2021|07:30|2501|||
