TNTH__2400003,IMCT,SPTISM,22-Apr-22,TNTH,1,897480-5112,CCI-001TH,123001-7740C101,,1N3C169000,1,1,,,
TNTH__2400003,IMCT,SPTISM,22-Apr-22,TNTH,2,897670-4840,CMI-037TH,137000-0010A101,,1N3C477700,1,1,,,
TNTH__2400004,IMCT,SPIMIT,22-Apr-22,TNTH,1,897492-2412,CMI-009TH,134000-97410101,,2N3A737600,1,1,,,
TNTH__2400004,IMCT,SPIMIT,22-Apr-22,TNTH,2,898280-7010,"6""x9"" Front",153000-29700101,,2N3A694800,4,4,,,
TNTH__2400004,IMCT,SPIMIT,22-Apr-22,TNTH,3,898396-2911,PWI-001TH,161114-0160A101,,2N3A735700,9,9,,,
